subfamily	orientation	family	n_copies_with_reads	chr_mean	cyto_mean	chrRNA_neb_mean	log2_retention_rep1	log2_retention_rep2	log2_retention	reps_agree
AluJb	sense	Alu	5005	14710.9108	20029.7139	16750.0550	-0.4637	-0.4270	-0.4454	yes
AluSz6	antisense	Alu	1933	4107.5735	5666.7687	7828.3457	-0.5499	-0.3744	-0.4622	yes
AluSx4	antisense	Alu	444	955.5688	1340.1573	1975.7941	-0.5255	-0.4511	-0.4883	yes
AluYc3	sense	Alu	27	70.9504	103.0646	45.7295	-0.3801	-0.6489	-0.5145	yes
AluSx3	antisense	Alu	1113	2432.9096	3482.8789	4057.8044	-0.6063	-0.4287	-0.5175	yes
AluJo	antisense	Alu	3076	5784.0193	8386.2560	13205.8089	-0.6102	-0.4586	-0.5344	yes
AluSp	antisense	Alu	1874	3447.0588	5106.7396	6377.6422	-0.6697	-0.4634	-0.5665	yes
L1M2b	antisense	L1	8	0.9671	3.8402	4.4563	-2.1882	1.0212	-0.5835	NO
AluJr	sense	Alu	3374	10729.3541	16395.2243	12772.6138	-0.6158	-0.6077	-0.6117	yes
AluJo	sense	Alu	3029	9767.9930	14987.7885	10467.3737	-0.6029	-0.6318	-0.6174	yes
AluYf1	antisense	Alu	65	111.5849	181.0926	186.3110	-0.5412	-0.8067	-0.6740	yes
AluSx	antisense	Alu	4378	8989.3997	14599.6593	16284.0329	-0.7439	-0.6562	-0.7000	yes
AluJr4	sense	Alu	789	2687.7310	4381.9009	2762.6490	-0.7677	-0.6402	-0.7040	yes
AluSz	antisense	Alu	3868	7306.5738	12060.6892	14936.0765	-0.8409	-0.5983	-0.7196	yes
L1ME3D	antisense	L1	136	1479.9832	2506.1314	940.9073	-0.5428	-1.0040	-0.7734	yes
AluSz6	sense	Alu	1872	5984.5285	10268.9052	6279.2513	-0.8168	-0.7429	-0.7798	yes
AluYe5	antisense	Alu	46	47.9034	82.7903	78.9531	-0.9152	-0.6456	-0.7804	yes
AluJr	antisense	Alu	3354	7355.5638	13029.2435	16090.7530	-0.8078	-0.8414	-0.8246	yes
AluSg4	antisense	Alu	301	458.2396	825.1367	966.9234	-0.8628	-0.8325	-0.8477	yes
AluY	antisense	Alu	3572	6417.6887	11653.1192	9770.3055	-0.8060	-0.9101	-0.8581	yes
SVA_A	sense	SVA	34	86.4558	158.8226	160.9964	-1.1855	-0.5792	-0.8824	yes
AluSg7	antisense	Alu	319	527.8008	1014.5146	1163.4948	-0.5287	-1.2495	-0.8891	yes
AluSq2	antisense	Alu	2178	3606.0999	6810.1408	7772.5072	-0.8969	-0.9360	-0.9164	yes
L1M3c	antisense	L1	15	38.9100	103.2159	29.6387	0.5852	-2.4549	-0.9348	NO
L1PBa1	antisense	L1	12	451.4520	872.1409	604.1695	-0.9612	-0.9347	-0.9480	yes
AluYc3	antisense	Alu	19	36.8049	72.1921	63.7330	-1.1187	-0.7857	-0.9522	yes
L1M4b	sense	L1	94	987.4544	1922.9101	362.0859	-0.7999	-1.1198	-0.9598	yes
AluYc	antisense	Alu	144	303.9281	637.4373	304.9017	-0.8633	-1.2732	-1.0683	yes
AluSx1	antisense	Alu	4379	9047.3743	19798.0943	17504.5260	-1.2055	-1.0564	-1.1309	yes
L1M3a	antisense	L1	27	89.9265	223.6368	184.0715	-0.6694	-1.6462	-1.1578	yes
AluYa8	sense	Alu	10	16.3239	54.9870	14.0554	0.0409	-2.4240	-1.1915	NO
AluYj4	sense	Alu	110	288.4793	718.5344	263.2316	-1.0421	-1.5448	-1.2935	yes
AluSc5	sense	Alu	236	564.8346	1468.8636	634.0721	-1.2536	-1.4721	-1.3629	yes
SVA_E	sense	SVA	37	61.4114	163.7362	459.6860	-1.1346	-1.6314	-1.3830	yes
AluSq	sense	Alu	678	1921.4485	5256.9449	1769.3834	-1.4624	-1.4413	-1.4519	yes
L1MC5	antisense	L1	581	2690.8621	7523.4886	2704.5937	-1.4825	-1.4836	-1.4830	yes
AluSc	antisense	Alu	1199	2383.6091	6770.0459	4126.4041	-1.4579	-1.5496	-1.5038	yes
AluSq4	sense	Alu	56	129.1172	409.6430	126.8979	-0.9311	-2.1102	-1.5207	yes
AluYk3	sense	Alu	46	1112.4286	3282.1170	373.6655	-1.5957	-1.5264	-1.5611	yes
AluSq	antisense	Alu	728	1360.7466	4029.2405	2591.3584	-1.6621	-1.4621	-1.5621	yes
AluSg	antisense	Alu	1372	2740.1446	8155.0309	4930.9761	-1.4274	-1.7005	-1.5640	yes
AluYh9	sense	Alu	7	9.9440	32.7170	11.3248	-1.6786	-1.5490	-1.6138	yes
AluSz	sense	Alu	3920	9717.0371	29941.0303	8790.7189	-1.6686	-1.5806	-1.6246	yes
AluYc	sense	Alu	146	353.7526	1118.8187	322.7110	-1.6671	-1.6503	-1.6587	yes
AluSx4	sense	Alu	435	1277.7289	4322.0003	1212.5150	-1.9317	-1.5845	-1.7581	yes
AluSq2	sense	Alu	2350	5118.4767	17655.8412	5454.9029	-1.8848	-1.6913	-1.7880	yes
AluYg6	sense	Alu	31	73.1502	273.7102	43.9489	-1.4746	-2.1225	-1.7986	yes
AluSx3	sense	Alu	1212	2710.8809	9425.1874	2519.4464	-1.8815	-1.7180	-1.7998	yes
AluYi6_4d	sense	Alu	9	20.0129	76.0322	12.3275	-1.9709	-1.7621	-1.8665	yes
AluYk11	sense	Alu	38	48.2932	195.2285	67.2858	-2.5170	-1.2533	-1.8851	yes
AluSx1	sense	Alu	4563	10430.1767	38556.4713	9863.7052	-1.9691	-1.8062	-1.8876	yes
AluSg4	sense	Alu	324	967.2675	3735.8610	875.2159	-2.0621	-1.8326	-1.9473	yes
AluYm1	antisense	Alu	151	367.2606	1442.9195	633.8088	-2.0918	-1.8478	-1.9698	yes
AluSg	sense	Alu	1474	4143.7719	16531.4596	3053.0251	-2.0163	-1.9770	-1.9966	yes
AluSx	sense	Alu	4538	11670.8227	46612.0492	10908.7126	-2.1137	-1.8847	-1.9992	yes
AluSc8	sense	Alu	831	1958.1692	8007.1534	1576.1051	-2.0970	-1.9689	-2.0329	yes
AluYa8	antisense	Alu	13	6.7619	31.7948	21.2015	-1.4681	-2.6039	-2.0360	yes
AluYa5	antisense	Alu	154	173.4487	721.1499	257.5677	-2.0909	-2.0116	-2.0513	yes
AluSp	sense	Alu	2079	5932.1763	24652.2759	4367.5524	-2.0978	-2.0150	-2.0564	yes
AluYm1	sense	Alu	203	482.4405	2189.2572	327.9146	-2.2255	-2.1353	-2.1804	yes
AluYj4	antisense	Alu	95	92.7015	447.7422	119.3243	-2.0490	-2.4782	-2.2636	yes
AluYh3	sense	Alu	106	354.0800	1744.1305	224.0673	-2.4506	-2.1386	-2.2946	yes
AluY	sense	Alu	4056	8529.0887	42798.4775	6159.6590	-2.4759	-2.1838	-2.3299	yes
SVA_B	sense	SVA	36	209.1083	1072.7367	537.0184	-2.4534	-2.2739	-2.3637	yes
L1MDb	sense	L1	19	1360.2744	7622.2594	1147.6553	-2.5295	-2.4358	-2.4826	yes
AluSg7	sense	Alu	339	760.7438	4519.9807	710.1235	-2.6599	-2.4833	-2.5716	yes
AluYf1	sense	Alu	77	130.1870	802.7155	95.5720	-3.0121	-2.2493	-2.6307	yes
AluYk2	sense	Alu	24	298.3161	1949.3375	109.8022	-2.8936	-2.5246	-2.7091	yes
SVA_E	antisense	SVA	35	115.9675	795.3376	157.3188	-2.7182	-2.8129	-2.7655	yes
AluYi6	sense	Alu	16	80.8944	578.9126	30.9841	-2.6084	-2.9915	-2.8000	yes
L1M6B	sense	L1	24	197.2984	1494.8225	91.3263	-2.6989	-3.0960	-2.8974	yes
L1MB2	antisense	L1	344	1574.4291	12534.8588	1819.8660	-2.9808	-3.0058	-2.9933	yes
AluYe5	sense	Alu	50	108.5580	916.0759	63.4833	-3.2903	-2.7963	-3.0433	yes
SVA_D	sense	SVA	111	371.3789	3246.9506	882.6148	-3.2400	-3.0097	-3.1249	yes
L1MDb	antisense	L1	23	109.7118	1059.0693	124.4828	-3.1349	-3.3896	-3.2622	yes
SVA_F	sense	SVA	77	71.7840	742.1951	130.9616	-3.2703	-3.4451	-3.3577	yes
AluYe6	sense	Alu	9	6.3720	93.3886	1.1205	-3.7592	-3.6039	-3.6816	yes
AluYk4	sense	Alu	43	87.9054	1280.5592	47.8328	-3.7652	-3.9328	-3.8490	yes
AluYk12	sense	Alu	8	4.3208	78.0279	1.5030	-3.4989	-4.2235	-3.8612	yes
AluYb8	sense	Alu	148	162.9117	3152.3225	95.4728	-4.2764	-4.2562	-4.2663	yes
AluYh3a3	sense	Alu	16	23.9905	509.4872	27.0538	-4.0587	-4.6216	-4.3401	yes
AluYb9	sense	Alu	12	5.0151	131.0192	4.6475	-4.5972	-4.3752	-4.4862	yes
AluSc	sense	Alu	1266	3587.4028	90675.3863	2464.0759	-4.8627	-4.4454	-4.6541	yes
AluYa5	sense	Alu	196	223.4743	8686.0615	104.5917	-5.4404	-5.1285	-5.2844	yes
AluYd8	sense	Alu	9	8.4154	638.6768	2.2217	-6.4621	-5.5526	-6.0073	yes
