subfamily	orientation	family	n_copies_with_reads	chr_mean	cyto_mean	chrRNA_neb_mean	log2_retention_rep1	log2_retention_rep2	log2_retention	reps_agree
AluJb	antisense	Alu	6994	3793.6356	5107.0569	3574.4332	-0.5483	-0.2991	-0.4237	yes
L1P1	sense	L1	475	14445.0177	19676.7806	4138.8597	-0.5280	-0.3612	-0.4446	yes
AluSz	sense	Alu	15850	57293.7864	78642.4004	61467.7696	-0.5728	-0.3437	-0.4583	yes
L1P4d	antisense	L1	6	2.5581	11.5205	10.0723	-2.6945	1.7665	-0.4640	NO
L1M5	antisense	L1	1727	1287.7035	1798.6638	670.0686	-0.6200	-0.3182	-0.4691	yes
AluSq	antisense	Alu	833	442.2596	634.9879	427.6302	-0.9220	-0.0452	-0.4836	yes
AluSg	antisense	Alu	1905	1188.2763	1738.7631	667.0901	-0.8458	-0.2043	-0.5250	yes
AluYk11	antisense	Alu	52	12.0656	18.2786	7.5480	-1.0760	0.0209	-0.5276	NO
AluSx4	antisense	Alu	506	277.4669	407.3448	302.3772	-0.4167	-0.6749	-0.5458	yes
AluYk4	sense	Alu	156	588.2694	899.4905	491.2697	-1.0108	-0.1115	-0.5612	yes
L1MC4	antisense	L1	793	685.2214	1022.8146	400.7186	-0.3945	-0.7335	-0.5640	yes
AluSx	antisense	Alu	5954	3398.0036	5114.8885	2725.2717	-0.7570	-0.4172	-0.5871	yes
SVA_D	antisense	SVA	168	225.8996	338.8417	459.3376	-0.7989	-0.3793	-0.5891	yes
AluY	antisense	Alu	5344	2719.8681	4131.3977	1729.7774	-0.8332	-0.3454	-0.5893	yes
AluSc8	antisense	Alu	1095	545.4068	824.8342	343.3487	-0.8902	-0.3032	-0.5967	yes
AluSz	antisense	Alu	5332	3150.5389	4797.5310	2279.2135	-0.6373	-0.5774	-0.6074	yes
AluSq2	antisense	Alu	3171	1820.8456	2790.1521	1353.0860	-0.8129	-0.4045	-0.6087	yes
L1MEg2	antisense	L1	16	6.5278	10.5983	2.8084	0.1444	-1.4103	-0.6329	NO
L1PA17	antisense	L1	125	89.2703	139.6218	85.4877	-0.5103	-0.7635	-0.6369	yes
AluSx1	sense	Alu	17523	55677.4702	89574.0525	60423.0757	-0.7954	-0.5815	-0.6885	yes
L1ME3G	antisense	L1	510	299.1800	491.0574	181.8662	-0.6440	-0.7789	-0.7115	yes
AluSx3	sense	Alu	4867	14965.9183	24625.1662	16678.3308	-0.8577	-0.5786	-0.7181	yes
L1MC5	antisense	L1	427	323.2480	539.9060	196.5253	-0.8718	-0.5834	-0.7276	yes
AluSc8	sense	Alu	3265	9596.5545	16163.4534	9375.8591	-0.8304	-0.6782	-0.7543	yes
AluSq2	sense	Alu	9471	32867.2941	55502.2738	33934.0036	-0.8958	-0.6201	-0.7579	yes
AluYd8	antisense	Alu	15	3.4161	27.0324	4.2650	1.8930	-3.4274	-0.7672	NO
AluSp	antisense	Alu	2817	1535.4860	2646.3729	1167.0926	-0.8857	-0.6862	-0.7859	yes
AluSx	sense	Alu	17646	57032.3464	99395.8353	61953.1656	-0.8986	-0.7081	-0.8033	yes
SVA_D	sense	SVA	170	1172.0248	2057.7695	2032.7671	-0.8014	-0.8204	-0.8109	yes
L1PBa1	antisense	L1	12	64.3436	117.5030	6.1049	-0.5132	-1.1816	-0.8474	yes
AluYc	antisense	Alu	203	102.6627	186.7772	180.4866	-1.0259	-0.7097	-0.8678	yes
AluSx1	antisense	Alu	5749	3119.6011	5712.8507	3154.2143	-1.0279	-0.7153	-0.8716	yes
AluYc3	antisense	Alu	31	28.3349	54.8357	4.9309	-1.3886	-0.3818	-0.8852	yes
AluYc	sense	Alu	640	1982.7699	3707.1354	1672.9354	-1.0412	-0.7674	-0.9043	yes
AluYd8	sense	Alu	37	128.5156	248.2198	101.7305	-1.1352	-0.6802	-0.9077	yes
L1MDb	antisense	L1	24	17.3923	48.9999	1.8063	-2.0958	0.2097	-0.9431	NO
AluSq10	antisense	Alu	85	62.6434	132.7124	42.8819	-1.4477	-0.4683	-0.9580	yes
AluSq	sense	Alu	2534	8256.7957	16402.6612	8758.5797	-1.1851	-0.7938	-0.9895	yes
AluSx4	sense	Alu	1665	5027.5364	10273.8484	5117.9228	-1.1763	-0.8860	-1.0311	yes
AluYj4	sense	Alu	531	1484.7760	3106.8603	1429.9046	-1.1260	-1.0075	-1.0667	yes
L1MA2	sense	L1	592	13744.6949	28898.8341	7055.5051	-0.9969	-1.1467	-1.0718	yes
AluSg4	sense	Alu	1154	3229.4293	6897.8595	3701.0787	-1.1640	-1.0276	-1.0958	yes
AluSp	sense	Alu	8017	28291.3673	63933.4495	27485.7209	-1.2713	-1.0863	-1.1788	yes
AluYg6	antisense	Alu	59	10.5133	25.0367	11.9050	-0.9138	-1.4492	-1.1815	yes
AluYj4	antisense	Alu	141	54.2675	133.7859	26.3758	-1.4829	-1.0811	-1.2820	yes
AluY	sense	Alu	16250	50327.5813	123823.5965	37559.4544	-1.4215	-1.1826	-1.3020	yes
AluSg7	sense	Alu	1392	3884.4271	9585.0687	4113.0772	-1.3365	-1.2724	-1.3045	yes
SVA_F	sense	SVA	121	356.9182	902.5597	762.1504	-1.5994	-1.0190	-1.3092	yes
AluYe5	antisense	Alu	79	25.9950	67.4297	22.8680	-1.0815	-1.5461	-1.3138	yes
AluYk3	sense	Alu	169	483.7975	1234.4920	477.0196	-1.6551	-0.9861	-1.3206	yes
AluYe6	antisense	Alu	8	5.2254	14.4384	5.0757	-1.1578	-1.5039	-1.3309	yes
AluYb8	antisense	Alu	300	66.1543	169.4208	116.2304	-1.7080	-1.0297	-1.3689	yes
AluYf1	sense	Alu	247	598.6743	1587.4549	539.4344	-1.5198	-1.2950	-1.4074	yes
AluSg	sense	Alu	5756	18494.6141	49442.3109	18176.6589	-1.5801	-1.2617	-1.4209	yes
L1ME2z	antisense	L1	176	117.2384	353.7338	54.5500	-0.7696	-2.1329	-1.4512	yes
L1MB3	antisense	L1	542	392.7395	1123.7323	426.8481	-1.3798	-1.6421	-1.5110	yes
AluYm1	sense	Alu	621	2340.6833	7081.8848	1726.1427	-1.7137	-1.4782	-1.5960	yes
AluYk2	sense	Alu	125	437.7902	1389.6109	395.2645	-1.5929	-1.7252	-1.6591	yes
AluYf1	antisense	Alu	76	35.6195	126.2568	37.6477	-1.2323	-2.1389	-1.6856	yes
L1M3	antisense	L1	172	286.1689	936.1841	153.6120	-1.3307	-2.0607	-1.6957	yes
AluSq10	sense	Alu	282	718.2742	2381.5678	1039.7557	-1.7896	-1.6645	-1.7271	yes
AluYi6	sense	Alu	74	200.9019	672.1500	183.6489	-1.6645	-1.8016	-1.7330	yes
AluYc3	sense	Alu	95	515.9404	1771.3141	227.3774	-1.9437	-1.6218	-1.7828	yes
AluYe5	sense	Alu	219	512.4756	1948.2493	419.6012	-1.7930	-2.0378	-1.9154	yes
AluYh7	antisense	Alu	4	0.0000	6.7581	2.4986	0.0000	-3.8596	-1.9298	yes
AluYi6_4d	sense	Alu	24	57.3325	240.5395	63.1314	-2.3704	-1.6640	-2.0172	yes
AluYk12	sense	Alu	26	51.0151	257.7446	52.7501	-2.7905	-1.6274	-2.2089	yes
AluYh3	sense	Alu	339	1115.8637	5625.5709	977.0241	-2.1863	-2.4702	-2.3282	yes
AluYh7	sense	Alu	14	12.7986	75.1100	15.0367	-2.4079	-2.5128	-2.4604	yes
L1MEa	antisense	L1	19	8.1347	55.9092	1.1669	-1.8681	-3.0993	-2.4837	yes
L1MD1	sense	L1	580	9974.0375	63342.4228	5949.6784	-2.7370	-2.5903	-2.6636	yes
AluYb8	sense	Alu	548	916.4346	5988.7078	690.0996	-2.8611	-2.5600	-2.7106	yes
AluYb9	sense	Alu	51	61.4817	430.0833	60.0747	-3.0969	-2.4092	-2.7530	yes
AluYk2	antisense	Alu	39	17.9149	133.9372	4.2914	-2.3213	-3.2030	-2.7622	yes
L1M3a	antisense	L1	8	1.4273	14.4384	1.1141	-3.4938	-2.0931	-2.7934	yes
AluYa5	antisense	Alu	383	72.3921	521.1590	119.8567	-2.2920	-3.3257	-2.8088	yes
AluYg6	sense	Alu	148	216.1266	1699.1220	207.7724	-3.1019	-2.8422	-2.9721	yes
L1MA2	antisense	L1	216	309.5217	2625.7814	371.7457	-2.9908	-3.1659	-3.0783	yes
AluYe6	sense	Alu	32	76.2534	720.6961	56.7789	-3.4584	-2.9344	-3.1964	yes
AluYa8	antisense	Alu	9	0.6864	14.4384	2.3994	-4.0322	-2.6130	-3.3226	yes
L1MA5A	antisense	L1	114	126.6518	2196.7863	103.0886	-4.0514	-4.1656	-4.1085	yes
AluYa5	sense	Alu	709	4683.8373	85312.4953	686.1844	-4.1699	-4.2049	-4.1874	yes
AluYa8	sense	Alu	44	58.0735	1230.6223	73.5869	-3.8083	-4.7679	-4.2881	yes
AluYh3a3	antisense	Alu	18	10.5758	285.0794	1.8984	-4.3795	-4.8483	-4.6139	yes
AluYh3a3	sense	Alu	51	175.7340	6136.2828	174.6315	-5.0652	-5.1625	-5.1138	yes
AluYk3	antisense	Alu	53	74.0693	3377.1988	53.2839	-5.4080	-5.5823	-5.4952	yes
