subfamily	orientation	family	n_copies_with_reads	chr_mean	cyto_mean	chrRNA_neb_mean	log2_retention_rep1	log2_retention_rep2	log2_retention	reps_agree
AluJr	antisense	Alu	1137	5660.2134	20469.0048	11480.2512	-1.8258	-1.8831	-1.8545	yes
AluJb	sense	Alu	907	773.1268	2818.5605	371.5614	-1.9441	-1.7835	-1.8638	yes
AluYk2	antisense	Alu	9	29.6919	111.6672	36.0391	-1.9781	-1.7750	-1.8765	yes
AluSq2	antisense	Alu	746	3240.8470	12442.7722	6391.0275	-1.8459	-2.0287	-1.9373	yes
AluYe5	antisense	Alu	9	160.8124	620.8519	76.8906	-1.9322	-1.9538	-1.9430	yes
AluYa5	antisense	Alu	27	34.5978	147.4533	59.9940	-1.5526	-2.3691	-1.9609	yes
L1MEh	sense	L1	14	3.8606	18.2786	1.9120	-2.0083	-1.9544	-1.9814	yes
AluSg7	antisense	Alu	97	339.1611	1398.3795	596.9511	-2.3366	-1.7345	-2.0355	yes
AluSq4	sense	Alu	12	16.5034	71.2699	5.6167	-2.0126	-2.0715	-2.0421	yes
L1M4a2	sense	L1	4	2.7843	17.3563	0.0000	-1.0590	-3.0425	-2.0507	yes
AluSx1	antisense	Alu	1242	5418.2296	22571.9192	10407.5045	-2.0471	-2.0693	-2.0582	yes
AluSz6	sense	Alu	294	328.6536	1384.0923	101.8546	-2.1958	-1.9365	-2.0661	yes
Alu	antisense	Alu	58	183.1191	816.7002	379.5997	-2.5226	-1.6544	-2.0885	yes
L1MEg1	antisense	L1	7	43.3091	188.7729	27.5162	-1.7427	-2.4369	-2.0898	yes
L1MCb	antisense	L1	19	75.9418	366.3426	97.6089	-2.8642	-1.3314	-2.0978	yes
AluJb	antisense	Alu	1734	8847.8344	38115.3212	17764.6197	-2.1088	-2.1048	-2.1068	yes
AluSc	antisense	Alu	467	2046.1561	9041.0348	3363.2622	-2.1632	-2.1231	-2.1432	yes
AluSq10	sense	Alu	10	4.7731	27.9546	1.5558	-1.3478	-3.0211	-2.1844	yes
L1M3d	antisense	L1	4	41.5076	199.3711	58.7550	-1.9655	-2.4754	-2.2205	yes
AluSp	antisense	Alu	742	3176.1012	14946.3325	5709.7316	-2.2676	-2.2012	-2.2344	yes
AluSc8	antisense	Alu	287	1474.1048	6982.9628	2233.8806	-2.3493	-2.1373	-2.2433	yes
AluJo	sense	Alu	553	603.0483	2903.6490	397.5411	-2.2908	-2.2412	-2.2660	yes
AluYc	sense	Alu	18	14.6158	89.3972	4.1529	-3.1697	-1.3988	-2.2842	yes
L1M4c	antisense	L1	47	305.5204	1501.1268	302.4231	-2.1893	-2.3929	-2.2911	yes
AluSx	antisense	Alu	1367	5969.8458	29274.8675	11416.4687	-2.2890	-2.2984	-2.2937	yes
AluSx4	antisense	Alu	136	535.6160	2630.0900	903.2508	-2.3561	-2.2323	-2.2942	yes
AluYb8	antisense	Alu	18	19.6539	100.1467	38.9859	-1.9258	-2.7006	-2.3132	yes
AluSx3	antisense	Alu	381	1504.6402	7705.4886	3099.5423	-2.4441	-2.2706	-2.3574	yes
AluSz	antisense	Alu	1252	5555.0144	29203.4464	10045.7139	-2.3789	-2.4090	-2.3940	yes
L1PA8	antisense	L1	36	150.7599	817.6076	406.6350	-2.2729	-2.5731	-2.4230	yes
AluSq10	antisense	Alu	22	45.1815	249.4445	87.3318	-2.3886	-2.4786	-2.4336	yes
L1M7	antisense	L1	30	69.2029	390.1397	143.5625	-2.1158	-2.7743	-2.4450	yes
L1M4a2	antisense	L1	4	7.5029	59.5981	31.2316	-3.3492	-1.8338	-2.5915	yes
AluSg	antisense	Alu	477	2514.6520	15665.4866	4095.8874	-2.6724	-2.6056	-2.6390	yes
AluSq	antisense	Alu	238	899.4834	6053.2048	1895.6128	-2.7396	-2.7583	-2.7489	yes
L1M4a1	sense	L1	12	19.3344	136.7038	2.3666	-2.7675	-2.7516	-2.7595	yes
L1MB5	antisense	L1	92	676.6718	4604.2982	942.4208	-2.6869	-2.8405	-2.7637	yes
L1M3d	sense	L1	4	2.5581	37.6306	0.0000	-1.2248	-4.3332	-2.7790	yes
AluSc8	sense	Alu	163	208.3955	1591.5975	26.5991	-2.7671	-3.0908	-2.9289	yes
AluSz	sense	Alu	698	679.0275	5250.2016	201.6453	-2.9903	-2.9057	-2.9480	yes
L1M4b	antisense	L1	35	533.0551	4230.5926	701.5932	-2.8813	-3.0927	-2.9870	yes
L1MC	antisense	L1	76	245.3648	2003.2362	440.3568	-2.7977	-3.2251	-3.0114	yes
AluSc	sense	Alu	242	159.2457	1306.3668	58.3861	-3.0776	-2.9790	-3.0283	yes
AluSq2	sense	Alu	432	384.7370	3267.3613	98.6502	-2.8946	-3.2622	-3.0784	yes
AluSc5	sense	Alu	44	24.7084	232.8591	10.9301	-3.7307	-2.6402	-3.1854	yes
AluSg4	sense	Alu	40	29.5045	284.7769	5.9136	-3.4593	-2.9154	-3.1873	yes
AluSx1	sense	Alu	745	771.3392	7094.1763	316.0972	-3.2587	-3.1357	-3.1972	yes
SVA_A	antisense	SVA	18	182.1139	1680.9947	216.8096	-3.2938	-3.1130	-3.2034	yes
L1MB2	sense	L1	63	64.8505	610.4049	6.5195	-3.0587	-3.3832	-3.2210	yes
AluSg7	sense	Alu	58	33.2875	327.4724	31.0226	-3.1689	-3.3305	-3.2497	yes
AluYj4	antisense	Alu	19	32.3829	338.2219	53.2168	-2.9941	-3.5669	-3.2805	yes
SVA_F	sense	SVA	10	10.5291	128.8723	16.3228	-4.1442	-2.6575	-3.4009	yes
AluSx3	sense	Alu	214	176.8957	1927.6873	58.1891	-3.6591	-3.1976	-3.4284	yes
AluSp	sense	Alu	455	548.5920	5950.7747	131.4648	-3.4773	-3.3934	-3.4354	yes
AluSg	sense	Alu	297	376.2986	4279.4412	109.9893	-3.4588	-3.5500	-3.5044	yes
AluSx	sense	Alu	771	736.3463	8794.9768	205.3722	-3.6553	-3.4982	-3.5768	yes
AluSx4	sense	Alu	85	65.3265	806.5556	32.5185	-3.6829	-3.5179	-3.6004	yes
AluY	sense	Alu	646	794.5585	10265.5335	299.2300	-3.6951	-3.6846	-3.6898	yes
AluYf1	antisense	Alu	21	56.2168	749.5730	61.5170	-3.8556	-3.5278	-3.6917	yes
AluYd8	antisense	Alu	3	0.1716	17.3563	2.3930	-3.1177	-4.3834	-3.7506	yes
AluYa8	antisense	Alu	4	7.5574	121.1920	11.3847	-4.0802	-3.4484	-3.7643	yes
AluYk4	sense	Alu	8	2.9559	56.8314	0.7251	-3.4983	-4.1946	-3.8465	yes
AluYm1	antisense	Alu	38	151.2215	2212.4494	160.6119	-4.0602	-3.6925	-3.8763	yes
AluYk4	antisense	Alu	9	25.7380	405.6516	48.7292	-3.7701	-4.0191	-3.8946	yes
AluYi6	sense	Alu	4	1.8718	61.7451	0.0000	-2.1392	-5.7487	-3.9440	yes
AluYb9	sense	Alu	3	1.1933	38.5529	0.0000	-3.3505	-4.7619	-4.0562	yes
AluYc3	sense	Alu	5	1.3103	40.3973	0.1385	-4.8456	-3.3676	-4.1066	yes
AluYb8	sense	Alu	14	3.2366	73.1143	0.8636	-4.1994	-4.0165	-4.1080	yes
AluSc5	antisense	Alu	72	234.6957	4087.7504	369.1228	-4.1211	-4.1122	-4.1167	yes
AluSq	sense	Alu	127	101.0939	1825.6961	33.2243	-4.2824	-4.0208	-4.1516	yes
AluYm1	sense	Alu	33	42.4741	783.3634	8.8526	-4.0359	-4.3770	-4.2064	yes
L1M2a1	antisense	L1	1	0.8580	31.7948	1.9248	-4.5874	-3.9353	-4.2613	yes
AluYj4	sense	Alu	6	5.7402	144.3842	0.0000	-4.3981	-4.4691	-4.4336	yes
AluYa8	sense	Alu	1	0.0000	27.9546	0.2769	-4.0322	-5.3767	-4.7044	yes
AluYc3	antisense	Alu	9	40.2052	1083.3350	56.3164	-4.5873	-4.8378	-4.7126	yes
AluYk3	sense	Alu	7	1.7626	92.3151	0.5867	-5.5494	-4.3416	-4.9455	yes
AluYd8	sense	Alu	1	0.2262	40.3973	0.0000	-5.2367	-4.8090	-5.0229	yes
AluYf1	sense	Alu	9	6.5745	232.8591	0.2241	-4.6049	-5.6664	-5.1356	yes
L1MDb	antisense	L1	25	67.5803	3002.7222	80.2698	-5.3364	-5.5808	-5.4586	yes
AluYk2	sense	Alu	7	2.3866	204.2848	0.0000	-5.2285	-6.4707	-5.8496	yes
AluYa5	sense	Alu	21	9.6166	1157.9913	1.0020	-6.9931	-6.5569	-6.7750	yes
