subfamily	orientation	family	n_copies_with_reads	chr_mean	cyto_mean	chrRNA_neb_mean	log2_retention_rep1	log2_retention_rep2	log2_retention	reps_agree
AluSq10	antisense	Alu	622	1161.3681	1230.1834	2395.0373	-0.2005	0.0378	-0.0813	NO
AluYd8	antisense	Alu	90	116.9813	133.9372	137.9487	0.3317	-0.5739	-0.1211	NO
AluJb	antisense	Alu	43900	95984.8975	104925.4021	234585.6710	-0.1464	-0.1105	-0.1285	yes
AluSx4	antisense	Alu	3723	7072.9204	7816.0823	15406.1248	-0.2032	-0.0856	-0.1444	yes
AluSg7	antisense	Alu	2860	4990.2212	5601.1539	10461.3004	-0.1401	-0.1905	-0.1653	yes
AluSq4	antisense	Alu	630	1392.8988	1579.0035	2586.7400	-0.1995	-0.1633	-0.1814	yes
L1PBa1	antisense	L1	162	1048.2690	1201.7603	2455.3212	-0.0831	-0.3016	-0.1924	yes
SVA_E	antisense	SVA	333	1611.9281	1857.6421	1909.6348	-0.4030	-0.0007	-0.2018	yes
AluJr	sense	Alu	28457	86733.1769	102886.5639	103901.1813	-0.2496	-0.2433	-0.2465	yes
AluSx3	antisense	Alu	10503	19514.4094	23302.1401	41352.3719	-0.2615	-0.2505	-0.2560	yes
AluSz	antisense	Alu	34804	70193.2181	84300.4927	151390.9069	-0.3082	-0.2207	-0.2645	yes
AluY	antisense	Alu	33188	59501.4207	71927.9646	99075.7863	-0.3155	-0.2338	-0.2746	yes
AluSc8	antisense	Alu	7138	13972.4026	16954.0582	27063.4109	-0.3668	-0.1907	-0.2787	yes
AluSq2	antisense	Alu	19460	35834.3839	43986.9058	75268.9004	-0.2840	-0.3067	-0.2954	yes
AluSx	antisense	Alu	39406	75457.2317	94638.3991	159038.2910	-0.3921	-0.2624	-0.3272	yes
AluYe5	antisense	Alu	434	818.3622	1042.3327	1127.8856	-0.5035	-0.1778	-0.3406	yes
L1MA2	sense	L1	1840	23505.7942	30516.6930	11368.0287	-0.2890	-0.4636	-0.3763	yes
AluSc	antisense	Alu	10844	23064.6158	30171.2592	41121.7760	-0.3790	-0.3956	-0.3873	yes
AluJb	sense	Alu	43275	128328.8065	167870.7019	155483.6415	-0.4550	-0.3204	-0.3877	yes
AluYk4	antisense	Alu	298	484.2433	666.7678	827.1905	-0.0506	-0.7438	-0.3972	yes
AluJo	sense	Alu	25976	76739.5028	101598.0663	93056.4581	-0.4277	-0.3826	-0.4051	yes
L1PA17	sense	L1	1160	13323.0285	17669.8555	5564.2366	-0.4500	-0.3605	-0.4053	yes
AluSx1	antisense	Alu	38659	74458.5126	98913.2735	162253.2782	-0.4902	-0.3299	-0.4100	yes
SVA_D	antisense	SVA	1256	8050.4162	10665.9838	16791.5567	-0.6375	-0.1921	-0.4148	yes
L1MB2	antisense	L1	3189	16732.1553	22437.3918	24737.5407	-0.3661	-0.4830	-0.4245	yes
AluSp	antisense	Alu	17905	33530.0247	46566.6939	68597.5331	-0.5342	-0.4152	-0.4747	yes
L1M2a	antisense	L1	161	948.1758	1371.3323	2486.8541	-0.4400	-0.6110	-0.5255	yes
AluYj4	antisense	Alu	800	1083.2244	1577.1591	1993.9613	-0.4629	-0.6174	-0.5401	yes
AluYh9	sense	Alu	26	36.2585	54.8357	75.7629	-0.7652	-0.3210	-0.5431	yes
SVA_A	antisense	SVA	454	2048.2031	2974.6163	3594.9665	-0.7224	-0.3660	-0.5442	yes
SVA_A	sense	SVA	390	1558.9867	2281.8748	1890.2120	-0.5909	-0.5113	-0.5511	yes
AluSq	antisense	Alu	6843	13907.9402	20662.5253	30825.5641	-0.5884	-0.5547	-0.5715	yes
L1M3	sense	L1	1430	11278.9810	16922.2782	6495.1788	-0.6119	-0.5561	-0.5840	yes
AluYk2	antisense	Alu	259	351.5383	563.4007	682.1092	-0.5944	-0.7480	-0.6712	yes
L1M6B	sense	L1	160	1001.9113	1627.8374	600.9227	-0.4475	-0.9056	-0.6765	yes
AluSg	antisense	Alu	12533	24813.2491	39772.1719	48662.6387	-0.6963	-0.6655	-0.6809	yes
AluYf1	antisense	Alu	585	1097.8392	1770.2406	1858.5332	-0.8758	-0.5084	-0.6921	yes
AluYa5	antisense	Alu	1664	1375.4211	2331.1772	1768.0613	-0.7363	-0.7828	-0.7595	yes
SVA_E	sense	SVA	329	625.3465	1128.9632	1318.5447	-1.0256	-0.6626	-0.8441	yes
AluSz6	sense	Alu	16086	42709.8844	79307.7480	45503.9250	-0.9674	-0.8200	-0.8937	yes
AluSc5	antisense	Alu	1993	4089.0644	7777.2122	7725.9805	-0.9556	-0.9002	-0.9279	yes
AluYk11	sense	Alu	316	460.6814	922.6827	586.9560	-1.3840	-0.5488	-0.9664	yes
SVA_B	sense	SVA	379	1269.3292	2626.4011	1381.6524	-1.1365	-0.9668	-1.0517	yes
AluYa8	antisense	Alu	79	89.0290	188.6216	159.5314	-1.3513	-0.7749	-1.0631	yes
AluYm1	antisense	Alu	1417	2498.3236	5510.6980	4507.3429	-1.1986	-1.0856	-1.1421	yes
SVA_C	sense	SVA	245	742.9551	2118.9096	1188.7511	-1.6586	-1.3737	-1.5161	yes
L1PA15-16	antisense	L1	338	1873.7875	5546.5286	3973.6368	-1.7626	-1.3253	-1.5439	yes
AluSz	sense	Alu	34976	84409.5691	250384.6528	80731.5674	-1.6708	-1.4677	-1.5693	yes
AluSq4	sense	Alu	701	1708.1950	5430.0547	1598.0051	-1.7308	-1.6095	-1.6701	yes
AluSc5	sense	Alu	2281	5511.2784	17615.8829	4344.2269	-1.6931	-1.6601	-1.6766	yes
AluYj4	sense	Alu	1015	2193.0602	7497.8174	1915.1388	-1.8371	-1.7120	-1.7746	yes
AluYc	sense	Alu	1398	3070.6452	10947.6768	2316.7174	-1.9303	-1.7400	-1.8352	yes
AluYc3	antisense	Alu	198	374.6076	1410.5049	595.8957	-1.9246	-1.8962	-1.9104	yes
AluSq2	sense	Alu	21167	49444.4563	192071.5615	46211.9954	-2.0615	-1.8577	-1.9596	yes
AluSx3	sense	Alu	10919	23453.4092	91792.0796	22681.8698	-2.0674	-1.8713	-1.9694	yes
AluSq	sense	Alu	6314	13182.7026	52034.3462	12409.5591	-2.1264	-1.8336	-1.9800	yes
AluSc8	sense	Alu	7261	14800.5686	58937.5913	12781.2207	-2.0464	-1.9430	-1.9947	yes
AluSx1	sense	Alu	39777	86046.3516	353187.2131	81993.1600	-2.1478	-1.9292	-2.0385	yes
AluSx	sense	Alu	39824	87641.7591	363451.6583	84173.3062	-2.1543	-1.9518	-2.0531	yes
AluYh3a3	antisense	Alu	106	170.5164	747.8797	330.2703	-2.3621	-1.8921	-2.1271	yes
AluSq10	sense	Alu	697	1251.7067	5727.7428	1391.5502	-2.2716	-2.1140	-2.1928	yes
L1MD1	sense	L1	1568	13999.8691	64809.6079	8732.7990	-2.2811	-2.1342	-2.2076	yes
L1MDb	antisense	L1	326	912.7955	4399.7109	1695.5496	-2.2685	-2.2671	-2.2678	yes
AluYk4	sense	Alu	405	951.1152	4651.1807	581.4698	-2.5122	-2.0416	-2.2769	yes
AluSp	sense	Alu	19247	46060.6670	223252.4364	37783.4740	-2.3578	-2.1988	-2.2783	yes
L1MDb	sense	L1	219	2144.6363	10723.2838	1765.7580	-2.3280	-2.3142	-2.3211	yes
SVA_F	sense	SVA	615	983.1542	4972.4852	1495.8687	-2.3761	-2.2994	-2.3377	yes
AluSg4	sense	Alu	2692	5338.0020	27797.1432	5275.0191	-2.4704	-2.2895	-2.3800	yes
AluYf1	sense	Alu	664	1156.5503	6471.4799	813.6053	-2.6412	-2.3255	-2.4834	yes
AluYk2	sense	Alu	279	853.3928	4903.1963	571.1399	-2.5312	-2.5123	-2.5217	yes
AluSg7	sense	Alu	3218	6125.9532	35554.7782	5763.7940	-2.5662	-2.5092	-2.5377	yes
AluY	sense	Alu	38139	78937.9145	479266.6368	52113.3008	-2.7122	-2.4959	-2.6040	yes
L1M4b	antisense	L1	1178	5385.0053	33819.5971	7897.5876	-2.6219	-2.6801	-2.6510	yes
AluSg	sense	Alu	13907	31307.8534	197388.3774	24996.7693	-2.7440	-2.5719	-2.6579	yes
AluYk3	sense	Alu	429	1855.1397	11725.5216	947.4576	-2.7875	-2.5307	-2.6591	yes
AluYc3	sense	Alu	247	664.9535	4195.7286	290.7607	-2.7490	-2.5701	-2.6596	yes
AluSc	sense	Alu	11220	26104.8134	165512.6072	21915.4807	-2.8068	-2.5195	-2.6631	yes
AluYk3	antisense	Alu	354	637.4903	4096.3529	1042.3702	-2.7378	-2.6274	-2.6826	yes
AluSx4	sense	Alu	3915	9029.2726	63147.5445	7698.2900	-2.9087	-2.7047	-2.8067	yes
AluYi6_4d	sense	Alu	55	94.1762	678.6056	81.3654	-2.9335	-2.7327	-2.8331	yes
AluYm1	sense	Alu	1746	3701.3846	26907.8268	2402.8592	-2.9847	-2.7345	-2.8596	yes
AluYe5	sense	Alu	546	845.8549	6991.3994	607.6158	-3.0614	-3.0300	-3.0457	yes
SVA_D	sense	SVA	1129	3027.1048	25062.2805	4833.4429	-3.1748	-2.9286	-3.0517	yes
AluYg6	sense	Alu	338	410.0326	3461.5311	301.7886	-3.2219	-2.9282	-3.0750	yes
AluYk12	sense	Alu	74	69.5073	684.4415	62.1236	-3.3805	-3.1823	-3.2814	yes
AluYh3	sense	Alu	819	1842.9287	19362.7505	1350.6754	-3.3354	-3.4473	-3.3913	yes
AluYe6	sense	Alu	75	102.3109	1346.4617	67.7675	-3.8651	-3.5289	-3.6970	yes
AluYh7	sense	Alu	45	45.5240	631.6014	27.8581	-3.5871	-3.9570	-3.7721	yes
AluYb8	sense	Alu	1576	1551.4766	21257.4626	965.6423	-3.9101	-3.6456	-3.7779	yes
AluYd8	sense	Alu	129	158.4495	2379.1184	115.0329	-3.9923	-3.7915	-3.8919	yes
AluYb9	sense	Alu	135	95.8692	1537.3963	93.7672	-4.4302	-3.4701	-3.9501	yes
AluYi6	sense	Alu	183	440.5660	7093.6782	253.6774	-3.9537	-4.0539	-4.0038	yes
AluYa5	sense	Alu	2167	12147.8279	249542.2667	1135.6176	-4.3246	-4.3990	-4.3618	yes
AluYa8	sense	Alu	107	103.6679	2826.1964	97.0758	-4.2045	-5.1557	-4.6801	yes
AluYh3a3	sense	Alu	129	341.5693	15906.2842	260.4067	-5.4562	-5.6122	-5.5342	yes
