subfamily	orientation	family	baseMean	log2FoldChange	lfcSE	pvalue	padj
L1MC5	sense	L1	7999.78571543728	-0.745838941500519	0.10440409634284	9.08047231873631e-13	1.54196699752126e-12
AluYb9	antisense	Alu	45.2481175886774	-0.762650590172975	0.60834956243523	0.209973336833369	0.248652635723726
L1MC	antisense	L1	3146.62723596447	-0.850539843832544	0.0812215074344791	1.16340592753823e-25	4.65362371015293e-25
AluYg6	antisense	Alu	136.056385195155	-0.855911900928754	0.380588979792479	0.0245179654347453	0.0342111145601097
AluYc	antisense	Alu	1195.68390792111	-0.859999489418432	0.135791591616826	2.40080025507828e-10	5.76192061218787e-10
SVA_F	antisense	SVA	928.520020955157	-0.865044609625032	0.182509585922506	2.14012162309752e-06	4.18719447997341e-06
AluYh7	antisense	Alu	14.5377493773437	-0.915020713959052	1.07542718343249	0.394856043211344	0.447006841371332
L1M4c	antisense	L1	1738.73021207702	-0.916846376574873	0.124920652222358	2.14505492216469e-13	6.03296696858819e-13
AluSg4	antisense	Alu	2432.80494368386	-0.93705205083222	0.110186322231078	1.82773011607305e-17	5.87484680166337e-17
AluSz6	antisense	Alu	18845.9866815158	-0.942006037301601	0.0870020829996016	2.55311741726619e-27	1.09419317882837e-26
AluYi6	antisense	Alu	189.164953400405	-0.961251735422925	0.291748281045517	0.000984923529248745	0.00162647922261261
L1PBa1	sense	L1	1864.7129184804	-0.983276705203264	0.111158659209587	9.09522608966646e-19	1.81904521793329e-18
L1M3a	antisense	L1	855.395351875139	-1.01377142746438	0.142797514829057	1.25332999841601e-12	3.26955651760698e-12
Alu	antisense	Alu	926.644155739172	-1.01815075389879	0.160618571768627	2.31358179889506e-10	5.62763140271772e-10
AluJr	antisense	Alu	34393.2932648821	-1.06982994063563	0.0735958234798384	7.10779938178302e-48	5.56262560313453e-47
AluYh3	antisense	Alu	677.521155727105	-1.07735702593833	0.214671877519833	5.20434147863483e-07	1.07676030592445e-06
AluJo	antisense	Alu	31265.6983899752	-1.08068833786111	0.0685608262563999	5.6380658015154e-56	5.6380658015154e-55
AluSq10	antisense	Alu	636.849353857193	-1.10886215278728	0.181262413469258	9.5089840575189e-10	2.19438093635051e-09
AluYd8	antisense	Alu	67.0021691023257	-1.13929979862403	0.508815273809954	0.02514793761789	0.0348202213170785
AluJb	antisense	Alu	53704.8721808842	-1.13945451110497	0.0715797584247084	4.70271650205451e-57	5.29055606481132e-56
AluSx4	antisense	Alu	3988.5548949607	-1.15886811894267	0.101689195641067	4.36883410440969e-30	2.18441705220484e-29
AluSg7	antisense	Alu	2839.09768296858	-1.17010707613771	0.110777225482999	4.43691894641866e-26	1.81510320535309e-25
AluSq4	antisense	Alu	798.618298492345	-1.18980904986481	0.159713987672023	9.36070941453181e-14	2.71762531389633e-13
L1PBa1	antisense	L1	604.75343617424	-1.19544148563153	0.166130550392934	6.20975906560306e-13	1.66829348031127e-12
L1M	sense	L1	253.245412422893	-1.2122839015921	0.252146271382159	1.52554750298337e-06	2.21450443981458e-06
SVA_E	antisense	SVA	937.762550757457	-1.22988272804103	0.184419485800379	2.5765524735027e-11	6.35314308534913e-11
AluSx3	antisense	Alu	11605.5434557452	-1.26564711330774	0.0749665883470058	6.02033544587341e-64	8.33584907890164e-63
AluSz	antisense	Alu	41945.2114701266	-1.27492794278758	0.0802245885897034	7.20109053481398e-57	7.62468409568539e-56
AluY	antisense	Alu	35704.9212951689	-1.28246228089634	0.0828296897459338	4.51034731757791e-54	4.27296061665276e-53
Alu	sense	Alu	1018.33643681299	-1.29238846014078	0.127951260015956	5.48878833049227e-24	1.21973074010939e-23
AluSc8	antisense	Alu	8416.48842485176	-1.29312391878084	0.102753811739276	2.56377097878387e-36	1.64813848636106e-35
AluSq2	antisense	Alu	21721.7553131219	-1.30311595554859	0.0727294016519403	8.63911567495329e-72	1.29586735124299e-70
AluSx	antisense	Alu	46514.5178997926	-1.33746720357197	0.0875181886807333	1.00547590448263e-52	9.04928314034363e-52
L1ME4c	sense	L1	6258.48980613578	-1.34468227908633	0.0700767543158751	4.5994462647749e-82	1.83977850590996e-81
AluYe5	antisense	Alu	511.299184191694	-1.38392326205151	0.206334048991415	1.98397373155719e-11	4.95993432889298e-11
L1MC3	sense	L1	12974.2992112787	-1.38454932858599	0.0608860369503046	1.80171995132683e-114	1.01346747262134e-113
AluSc	antisense	Alu	14638.4013729975	-1.39634957564958	0.0700944840321303	2.67794599530725e-88	9.64060558310611e-87
SVA_D	antisense	SVA	5168.55363048439	-1.41665123049922	0.159676485904471	7.18379315149406e-19	2.39459771716469e-18
AluSx1	antisense	Alu	47857.2280033796	-1.42083601258368	0.0930389878450984	1.18591149315765e-52	1.0164955655637e-51
AluYk4	antisense	Alu	316.639702226309	-1.42658563175253	0.318526304364995	7.50969208658074e-06	1.43802614423887e-05
L1MB2	antisense	L1	10817.0370908224	-1.43708266435822	0.0723778707802755	9.9214227412649e-88	2.97642682237947e-86
AluJr4	sense	Alu	11980.5166632476	-1.47921788292144	0.143557438230123	6.7580983298517e-25	1.52057212421663e-24
AluSp	antisense	Alu	22252.7607238711	-1.48414474869223	0.0881209329596607	1.19831467744736e-63	1.54069029957517e-62
L1M2a	antisense	L1	646.43247848563	-1.52595939894698	0.180138709013832	2.43244280064849e-17	7.68139831783733e-17
AluYj4	antisense	Alu	743.246045985785	-1.5485615016276	0.145215478060486	1.50185792840381e-26	6.2868471421555e-26
SVA_A	antisense	SVA	1406.42596893055	-1.55196950090045	0.173396841346356	3.54225905794897e-19	1.25020907927611e-18
AluSq	antisense	Alu	9696.38935530915	-1.57972264902346	0.0841512598513925	1.26971861525263e-78	2.53943723050526e-77
AluYk2	antisense	Alu	258.788596438251	-1.6675886739399	0.272070250310884	8.82900273511923e-10	2.0639227173006e-09
AluSg	antisense	Alu	18325.2517844924	-1.68995632685621	0.0752551527380241	1.10926385722753e-111	4.99168735752387e-110
AluYf1	antisense	Alu	816.173010382804	-1.70757126662388	0.19133725996476	4.48100002841616e-19	1.55111539445175e-18
L1P1	sense	L1	12669.7059388424	-1.71216718193868	0.139335083616057	1.04908799348342e-34	2.86114907313661e-34
AluYa5	antisense	Alu	1058.91768591456	-1.76343372931008	0.146118487882578	1.54897075727152e-33	8.99402375189913e-33
AluJr	sense	Alu	57850.0488048941	-1.8854416486834	0.0971992082906361	8.06929262459513e-84	3.30107425551619e-83
AluSc5	antisense	Alu	3450.43893677325	-1.93827789292679	0.0990164603967781	2.51105176721605e-85	6.45699025855555e-84
L1MA2	sense	L1	16826.9835405582	-2.01658683990345	0.0654301913594249	1.39532842109006e-208	3.13948894745263e-207
AluJb	sense	Alu	92690.5610116368	-2.02961709171688	0.134476565752685	1.80832591221044e-51	5.91815753087053e-51
AluJo	sense	Alu	55891.0283560033	-2.04480459420201	0.108201336802944	1.18132529691193e-79	4.52422454136484e-79
L1PA17	sense	L1	9747.55758602078	-2.05610555499758	0.166480776327573	4.84648572155016e-35	1.34210373827543e-34
AluYa8	antisense	Alu	82.3107510523462	-2.12620953763741	0.441190183703921	1.44092764798504e-06	2.88185529597009e-06
AluYm1	antisense	Alu	2376.00256470328	-2.15336383432103	0.115499603671831	1.41517964073433e-77	2.5473233533218e-76
SVA_A	sense	SVA	1230.56231312976	-2.18859010498659	0.167369952025467	4.49440141231805e-39	1.28411468923373e-38
L1M3	sense	L1	9121.60688991191	-2.23363580303025	0.159935611833835	2.51903537077676e-44	7.55710611233029e-44
L1M6B	sense	L1	855.546990156559	-2.31302481283553	0.196511661155459	5.54476811960312e-32	1.42579751646937e-31
AluYh9	sense	Alu	29.8151090497686	-2.31790891882144	0.711218983337562	0.00111780041709682	0.00143717196483877
SVA_E	sense	SVA	592.058993883197	-2.51521573403356	0.243987500456473	6.43063010948242e-25	1.4652068603884e-24
AluSz6	sense	Alu	41231.3658523473	-2.53429231139403	0.135568816005451	5.56384519957885e-78	2.08644194984207e-77
L1PA15-16	antisense	L1	2292.06818005568	-2.59261244270805	0.201024525352495	4.67988832435694e-38	3.23992268609326e-37
AluYk11	sense	Alu	479.798852866624	-2.67358300850142	0.379233778568395	1.78969099042293e-12	3.01069512407596e-12
SVA_B	sense	SVA	1343.288210572	-2.6906568376979	0.178003257223256	1.27466383412024e-51	4.24887944706748e-51
AluYc3	antisense	Alu	561.363043658226	-2.92154537996191	0.1753784921007	2.62457000590109e-62	3.14948400708131e-61
SVA_C	sense	SVA	1044.93130151998	-3.15554144447815	0.210987429230913	1.42191301366933e-50	4.57043468679428e-50
AluYh3a3	antisense	Alu	293.821565177823	-3.15733928677109	0.267427830892032	3.62052130648242e-32	1.97482980353587e-31
AluSz	sense	Alu	123104.56716474	-3.2109917771449	0.15021847952383	2.25997986151748e-101	1.04306762839268e-100
L1MDb	antisense	L1	1707.65187803029	-3.2833829945525	0.107235100077085	6.93336730891217e-206	6.24003057802095e-204
AluSq4	sense	Alu	2645.87281003213	-3.30837814347811	0.149754704406827	3.77471340266601e-108	1.887356701333e-107
AluSc5	sense	Alu	8579.02753435792	-3.31648314871323	0.109343060011688	4.47585353932524e-202	8.05653637078543e-201
AluYj4	sense	Alu	3632.48935808488	-3.41516233174669	0.140876865132475	7.99514942519558e-130	5.13973891619716e-129
AluYc	sense	Alu	5290.97038075965	-3.47685316528818	0.152642506847214	7.62017097321071e-115	4.42461540379977e-114
AluSq2	sense	Alu	92197.5411998507	-3.59869751582917	0.148577195816746	1.33487316594913e-129	8.28541965071873e-129
AluSx3	sense	Alu	44056.1851600618	-3.61068392590368	0.148367441814913	8.13757423370987e-131	5.85905344827111e-130
AluSq	sense	Alu	25001.3575707394	-3.62572339034514	0.176871394096611	2.18828553551316e-93	9.37836658077069e-93
AluSc8	sense	Alu	28201.1943897211	-3.63304295150698	0.124087944985868	1.97879134418442e-188	2.73986493810151e-187
L1M4b	antisense	L1	12842.8311207101	-3.66371201921818	0.0682262055839115	0	0
AluSx1	sense	Alu	168931.909677884	-3.67908555303566	0.152831419772742	4.81437144466492e-128	2.88862286679895e-127
AluSx	sense	Alu	173697.247680464	-3.69389655714396	0.149048105674244	1.35886665355354e-135	1.06346085930277e-134
AluYk3	antisense	Alu	1553.33601885651	-3.69737842552033	0.125124177773553	6.63110293954533e-192	3.9786617637272e-190
AluSq10	sense	Alu	2720.0166031028	-3.84126794480185	0.154323407782664	9.30605755456234e-137	7.61404709009646e-136
L1MD1	sense	L1	30813.1264109441	-3.85843219887086	0.170713315016838	4.15841876092363e-113	2.26822841504925e-112
AluSp	sense	Alu	105509.486589493	-3.9178240193148	0.137304900021545	4.46877965025422e-179	5.36253558030506e-178
AluYk4	sense	Alu	2211.91906355745	-3.94540891121318	0.253303286414831	1.06264806724515e-54	3.60899343592693e-54
L1MDb	sense	L1	5069.36105663336	-3.97134818876471	0.163232951468668	9.59617695657791e-131	6.64350712378471e-130
SVA_F	sense	SVA	2342.61048673233	-3.98285533725165	0.133660126814674	4.09997078369607e-195	6.70904310059357e-194
AluSg4	sense	Alu	13097.9397569968	-4.02468540547749	0.150821087067274	6.99768157395515e-157	7.40930990183486e-156
AluYf1	sense	Alu	3040.43591876627	-4.13118875242813	0.190698809550954	4.54210694813675e-104	2.20967365044491e-103
AluYk2	sense	Alu	2284.05213266016	-4.15390805887047	0.161433325246546	5.20452534585673e-146	4.93060295923269e-145
AluSg7	sense	Alu	16600.6803436313	-4.17547155044757	0.114562026600457	7.60347789476316e-291	2.28104336842895e-289
AluY	sense	Alu	223762.097413129	-4.24299787817192	0.15143548385354	9.66595527125996e-173	1.08741996801675e-171
AluSg	sense	Alu	91948.8971438017	-4.29709671094355	0.140541824484532	2.61421557390828e-205	5.22843114781657e-204
AluYc3	sense	Alu	1951.78321863464	-4.29718339967421	0.171509065442425	1.53464891565543e-138	1.38118402408989e-137
AluYk3	sense	Alu	5472.37059373663	-4.30567984756657	0.172213713906019	5.82104796481962e-138	4.9894696841311e-137
AluSc	sense	Alu	77290.1124403214	-4.30959890086481	0.17645480069344	9.68693361036153e-132	7.26520020777114e-131
AluSx4	sense	Alu	29302.055894514	-4.44845788687477	0.151052308675276	1.26699325997593e-190	1.9004898899639e-189
AluYm1	sense	Alu	12487.5842748984	-4.50801436647922	0.173109613170949	1.68425336219679e-149	1.68425336219679e-148
AluYi6_4d	sense	Alu	315.139921090339	-4.51098946628299	0.251917607596103	1.04729206249776e-71	3.84719533162444e-71
AluYe5	sense	Alu	3216.75607089991	-4.69083568524704	0.119240970306457	0	0
SVA_D	sense	SVA	11546.5898055253	-4.69114451258151	0.162631127721544	5.80267719224248e-183	7.46058496145461e-182
AluYg6	sense	Alu	1596.01744167032	-4.72559752543367	0.194867875263562	6.56980921921514e-130	4.37987281281009e-129
AluYk12	sense	Alu	313.653275739943	-4.95258302020669	0.253162193808976	3.20421125055419e-85	1.34129773279012e-84
AluYh3	sense	Alu	8817.5434173851	-5.03143417884849	0.073599574445505	0	0
AluYe6	sense	Alu	614.833271608081	-5.37928194739976	0.25626599200895	7.92443252994563e-98	3.56599463847553e-97
AluYb8	sense	Alu	9652.29578985266	-5.41837632478555	0.168027284284601	3.87531574830009e-228	9.96509763848595e-227
AluYh7	sense	Alu	285.757630384204	-5.44438686858125	0.265557342227878	2.07742958209186e-93	9.12042255552524e-93
AluYd8	sense	Alu	1083.6378156478	-5.5685975352683	0.246473554412402	5.06840045575954e-113	2.68327082951975e-112
AluYi6	sense	Alu	3193.00730731542	-5.64237851512923	0.10645440825679	0	0
AluYb9	sense	Alu	704.772377333369	-5.66995819750135	0.403771352118826	8.56405044754577e-45	2.61276115348854e-44
AluYa5	sense	Alu	112427.914005881	-6.00512248049563	0.132529303878809	0	0
AluYa8	sense	Alu	1242.50441120139	-6.37577822700567	0.33432603664617	4.43695209394718e-81	1.73619864545759e-80
AluYh3a3	sense	Alu	7066.39815538073	-7.17416860652274	0.0832424979450372	0	0
