subfamily	orientation	family	n_copies_with_reads	chr_mean	cyto_mean	chrRNA_neb_mean	log2_retention_rep1	log2_retention_rep2	log2_retention	reps_agree
SVA_B	sense	SVA	142	384.5004	281.8590	37.9560	-0.1621	1.1351	0.4865	NO
L1ME3G	sense	L1	1015	990.9028	713.3183	385.7675	0.4728	0.4745	0.4737	yes
AluYh3a3	antisense	Alu	52	94.6371	69.2742	225.6473	-0.0213	0.9590	0.4688	NO
L1MC5a	sense	L1	1337	1237.6339	897.1775	297.4557	0.4317	0.4972	0.4645	yes
L1MB5	sense	L1	739	777.4205	574.4675	374.3228	0.2786	0.6342	0.4564	yes
L1M4a2	sense	L1	132	151.9597	110.7449	45.1422	0.7625	0.1368	0.4497	yes
L1ME2z	sense	L1	567	413.6117	303.2068	80.1222	0.3155	0.5826	0.4490	yes
AluYh3	antisense	Alu	457	833.9170	634.9879	1844.5563	0.0001	0.8607	0.4304	yes
L1MD2	sense	L1	667	583.0492	447.5909	187.9161	0.3225	0.4441	0.3833	yes
AluYd8	antisense	Alu	41	92.9205	74.1878	98.7915	0.7822	-0.0298	0.3762	NO
L1M8	sense	L1	122	143.1716	112.5894	149.4241	0.0695	0.6524	0.3610	yes
L1MC3	sense	L1	777	830.6341	666.4654	268.2545	0.6197	0.0352	0.3275	yes
AluSq	antisense	Alu	4288	10722.8471	8678.9714	25014.8403	0.3620	0.2543	0.3082	yes
L1ME4a	sense	L1	1572	1260.4757	1022.2097	406.7272	0.2535	0.3563	0.3049	yes
AluSp	antisense	Alu	10138	23612.9539	19307.0221	52656.6582	0.2423	0.3364	0.2894	yes
L1M4c	sense	L1	236	232.7134	197.2242	94.3210	0.0279	0.5281	0.2780	yes
AluSq4	antisense	Alu	360	1014.8119	859.6982	1847.3148	0.1814	0.2956	0.2385	yes
L1M5	sense	L1	2578	2959.0189	2533.3298	944.1346	0.1696	0.2857	0.2276	yes
AluSc5	antisense	Alu	1169	3084.7830	2639.2976	6156.5943	0.2589	0.1941	0.2265	yes
L1MD3	sense	L1	311	225.9614	200.1421	73.6219	-0.1688	0.5638	0.1975	NO
SVA_D	antisense	SVA	530	5875.5160	5347.2791	12173.4374	-0.1346	0.3843	0.1248	NO
L1MA9	sense	L1	701	972.0366	908.2295	385.1059	0.3694	-0.1441	0.1126	NO
L1PB4	sense	L1	385	684.7519	658.7850	260.7728	0.3061	-0.1627	0.0717	NO
AluYk3	antisense	Alu	190	355.9215	348.5177	762.7652	-0.0716	0.1238	0.0261	NO
L1P4c	sense	NA	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	yes
SVA_C	sense	SVA	104	273.6643	273.5589	49.0703	-0.0070	0.0058	-0.0006	NO
L1MB3	sense	L1	1482	1691.1022	1969.4605	618.0613	-0.2240	-0.2150	-0.2195	yes
SVA_A	sense	SVA	84	225.4164	277.3991	38.2065	-0.2234	-0.3538	-0.2886	yes
L1MB2	sense	L1	808	854.6201	1102.3846	321.6826	-0.3279	-0.4056	-0.3667	yes
L1PREC2	sense	L1	469	1107.6659	1468.8784	707.2000	-0.4538	-0.3556	-0.4047	yes
L1M2	sense	L1	543	749.5609	1006.3805	586.4106	-0.1532	-0.6837	-0.4184	yes
Alu	sense	Alu	160	75.7860	127.0278	22.8616	-1.0654	-0.3885	-0.7270	yes
SVA_E	sense	SVA	95	180.8733	356.8178	145.7870	-1.4616	-0.2981	-0.8798	yes
AluJr4	sense	Alu	1476	1064.8946	1973.6032	459.9495	-0.8476	-0.9327	-0.8901	yes
L1P3b	sense	L1	4	0.6785	3.8402	0.7251	-1.8808	0.0000	-0.9404	yes
SVA_F	sense	SVA	221	293.1920	610.5562	208.5765	-1.0282	-1.0784	-1.0533	yes
AluJr	sense	Alu	5856	4439.4908	9506.8895	1978.3569	-1.0798	-1.1160	-1.0979	yes
AluJo	sense	Alu	5344	3863.2918	9419.0491	1842.1274	-1.3546	-1.2179	-1.2863	yes
AluJb	sense	Alu	9287	6170.8064	19367.7676	2685.1096	-1.7901	-1.5010	-1.6456	yes
L1PA15-16	sense	L1	75	66.6131	239.6172	76.2960	-1.9103	-1.7304	-1.8203	yes
L1PA15-16	antisense	L1	161	1328.9849	5410.7469	2941.1242	-2.2163	-1.7880	-2.0021	yes
L1ME1	sense	L1	2221	2314.3133	10156.3454	657.0230	-2.1771	-2.0862	-2.1316	yes
AluSq10	sense	Alu	162	164.2377	849.0999	37.6470	-2.4760	-2.2557	-2.3659	yes
AluSz6	sense	Alu	3921	2629.4853	14928.1130	1170.9342	-2.6358	-2.3612	-2.4985	yes
AluYj4	sense	Alu	169	102.9657	611.0247	21.9052	-2.7462	-2.3225	-2.5343	yes
AluSq	sense	Alu	1870	1280.3255	8940.0102	315.7433	-2.9137	-2.6748	-2.7943	yes
SVA_D	sense	SVA	458	777.9284	5405.1988	449.7350	-3.0979	-2.4948	-2.7964	yes
AluSz	sense	Alu	8640	5982.0927	42021.2819	1609.0344	-2.8641	-2.7578	-2.8109	yes
L1M1	sense	L1	630	1570.1710	13375.7950	747.8888	-3.1234	-3.0545	-3.0890	yes
AluYk11	sense	Alu	39	13.6021	127.0278	7.3103	-3.5253	-2.7304	-3.1279	yes
AluYf1	sense	Alu	199	153.3562	1472.4160	25.5051	-3.3265	-3.1656	-3.2460	yes
AluSc8	sense	Alu	1727	1113.2149	10675.9771	217.9702	-3.3721	-3.1447	-3.2584	yes
AluSx	sense	Alu	9903	6495.3408	66053.4621	1968.7664	-3.3643	-3.3274	-3.3458	yes
AluSc	sense	Alu	2728	1988.1245	20715.1072	453.7648	-3.3963	-3.3639	-3.3801	yes
AluSq2	sense	Alu	5053	3805.2074	41676.5896	1153.1315	-3.4910	-3.4130	-3.4520	yes
AluSp	sense	Alu	5054	3419.0938	38481.0884	853.0409	-3.5535	-3.4296	-3.4916	yes
AluYk2	sense	Alu	62	36.8910	423.7790	30.7000	-3.5524	-3.4399	-3.4962	yes
AluYh3a3	sense	Alu	28	9.7882	125.1834	7.2182	-3.5984	-3.5064	-3.5524	yes
AluSx3	sense	Alu	2640	1799.3138	22226.6514	596.8049	-3.6122	-3.6400	-3.6261	yes
AluYc	sense	Alu	349	251.5731	3186.1277	34.5361	-3.7293	-3.5809	-3.6551	yes
AluSq4	sense	Alu	186	129.3657	1656.1093	35.9934	-3.4822	-3.8619	-3.6720	yes
AluSx1	sense	Alu	9787	6839.0876	87895.3378	1905.2206	-3.7555	-3.6086	-3.6820	yes
AluSg4	sense	Alu	682	467.3020	6337.9965	166.4520	-3.8510	-3.6657	-3.7584	yes
AluSc5	sense	Alu	577	361.3395	5145.1265	88.6307	-3.7624	-3.8942	-3.8283	yes
AluSx4	sense	Alu	1019	621.8456	9093.7384	146.6000	-4.0031	-3.7329	-3.8680	yes
AluSg	sense	Alu	3662	3097.0310	50668.5802	604.9753	-4.0115	-4.0525	-4.0320	yes
AluYk4	sense	Alu	114	52.6844	900.8665	9.8417	-4.3274	-3.8081	-4.0677	yes
AluY	sense	Alu	9657	7261.9531	124812.9379	1509.8064	-4.1429	-4.0631	-4.1030	yes
AluYc3	sense	Alu	70	46.4760	822.8385	2.9532	-4.3737	-3.8405	-4.1071	yes
AluSg7	sense	Alu	807	600.5485	10670.5654	175.2667	-4.0164	-4.2890	-4.1527	yes
AluYg6	sense	Alu	72	30.0035	554.3445	5.2142	-4.1572	-4.1702	-4.1637	yes
AluYh3	sense	Alu	206	206.0405	3894.6688	54.5636	-4.1214	-4.3467	-4.2340	yes
AluYi6_4d	sense	Alu	13	2.1604	69.2742	0.9492	-4.7120	-4.1699	-4.4410	yes
AluYm1	sense	Alu	460	284.1348	6564.2635	50.0873	-4.6148	-4.4255	-4.5201	yes
L1M3	sense	L1	322	561.9443	14401.5572	228.7489	-4.7408	-4.6071	-4.6740	yes
AluYe5	sense	Alu	138	69.6940	1801.2644	26.5527	-4.5862	-4.7638	-4.6750	yes
AluYk12	sense	Alu	19	4.7264	171.5678	0.4482	-4.4485	-5.1597	-4.8041	yes
AluYe6	sense	Alu	21	14.2260	475.6968	0.3890	-5.0049	-4.9381	-4.9715	yes
AluYa8	sense	Alu	23	8.0722	289.8418	1.7535	-4.8136	-5.1889	-5.0012	yes
AluYh7	sense	Alu	14	12.1977	409.9603	1.0877	-4.6900	-5.4243	-5.0572	yes
AluYb8	sense	Alu	477	202.3299	7012.9131	57.8522	-5.2908	-4.9367	-5.1138	yes
AluYk3	sense	Alu	119	70.3186	2537.4724	17.3305	-5.3206	-4.9916	-5.1561	yes
AluYi6	sense	Alu	46	31.9844	1438.7620	3.4871	-5.0576	-5.8627	-5.4601	yes
AluYd8	sense	Alu	46	13.7349	678.4543	7.3167	-6.3391	-4.8724	-5.6058	yes
AluYb9	sense	Alu	27	3.8685	281.8590	2.3930	-6.2923	-5.3149	-5.8036	yes
AluYa5	sense	Alu	608	208.2325	18042.4137	44.7211	-6.3589	-6.5001	-6.4295	yes
