level	name	family	n_copies	n_bins	n_eff	copies_per_bin	top_chrom_frac	gc_mean	speckle_mean	speckle_se	speckle_resid	speckle_resid_se	lamina_mean	lamina_se	lamina_resid	lamina_resid_se	nucleolus_MKI67IP_mean	nucleolus_MKI67IP_se	nucleolus_MKI67IP_resid	nucleolus_MKI67IP_resid_se	nucleolus_POL1RE_mean	nucleolus_POL1RE_se	nucleolus_POL1RE_resid	nucleolus_POL1RE_resid_se	lam_minus_nuc	lam_minus_nuc_se	lam_minus_nuc_resid	lam_minus_nuc_resid_se
subfamily	L1MD1	L1	6686	2729	1666.5	2.45	0.096372	0.39905	-0.14675	0.013348	0.065026	0.0076835	-0.26529	0.023228	-0.11349	0.017547	-0.22624	0.010334	0.012264	0.0088327	-0.1147	0.0072806	0.011568	0.0047362	-0.039057	0.031171	-0.12576	0.023389
subfamily	L1MD2	L1	10703	5375	3284.9	1.9913	0.095442	0.40471	-0.085114	0.0097861	0.077552	0.0060887	-0.42145	0.016999	-0.19395	0.013392	-0.15423	0.0081413	0.054855	0.007205	-0.062905	0.0055925	0.03386	0.0039628	-0.26722	0.0234	-0.24881	0.018556
subfamily	L1MD3	L1	5230	3395	2244.6	1.5405	0.086303	0.40938	-0.055771	0.012195	0.066232	0.0073833	-0.42895	0.021461	-0.15495	0.017312	-0.13721	0.011015	0.052483	0.009952	-0.043109	0.0071102	0.033248	0.005138	-0.29173	0.030489	-0.20744	0.025043
subfamily	L1MDa	L1	6834	2645	1743.1	2.5837	0.098677	0.39748	-0.14801	0.014194	0.07797	0.0086752	-0.37838	0.025011	-0.24556	0.019198	-0.15567	0.012407	0.089807	0.010759	-0.088683	0.0081523	0.045134	0.0056609	-0.22272	0.034884	-0.33537	0.026908
subfamily	L1MDb	L1	1056	440	302.37	2.4	0.15	0.38923	-0.23713	0.027167	0.061857	0.01708	-0.2958	0.060723	-0.26088	0.047558	-0.14958	0.029047	0.1343	0.024357	-0.13	0.018814	0.043801	0.012906	-0.14622	0.084117	-0.39519	0.064878
subfamily	L1ME1	L1	30794	13703	8538.4	2.2472	0.089032	0.39798	-0.13861	0.0059699	0.081763	0.0035169	-0.31033	0.010412	-0.17048	0.0080161	-0.22593	0.004761	0.017601	0.0040982	-0.11068	0.0033632	0.020976	0.0022386	-0.084399	0.014094	-0.18808	0.010793
subfamily	L1ME2	L1	12689	5941	3639.9	2.1358	0.092409	0.39798	-0.13972	0.010123	0.079464	0.0056337	-0.27974	0.016394	-0.14633	0.012028	-0.2207	0.0075404	0.025138	0.0063791	-0.11238	0.0054551	0.02158	0.0035413	-0.059036	0.022378	-0.17147	0.016454
subfamily	L1ME2z	L1	7031	4043	2467.9	1.7391	0.081128	0.40749	-0.031442	0.012225	0.10627	0.0070777	-0.46847	0.019236	-0.21559	0.014199	-0.16744	0.0090431	0.031207	0.0074915	-0.051869	0.0065165	0.033685	0.0041197	-0.30103	0.026278	-0.2468	0.01912
subfamily	L1ME3	L1	9159	4783	3013.1	1.9149	0.08802	0.40907	-0.053358	0.010628	0.070195	0.005972	-0.40997	0.017723	-0.14074	0.013528	-0.16925	0.0085753	0.023212	0.0076343	-0.056421	0.0059147	0.022491	0.0040031	-0.24072	0.024625	-0.16395	0.019223
subfamily	L1ME3A	L1	15631	8350	5236	1.872	0.083234	0.40093	-0.14509	0.0076629	0.04637	0.0041687	-0.26334	0.013408	-0.089823	0.0096889	-0.21157	0.006321	0.019083	0.0054552	-0.10526	0.0045133	0.012969	0.0029663	-0.051768	0.018353	-0.10891	0.013459
subfamily	L1ME3B	L1	8083	3859	2354.2	2.0946	0.088624	0.4011	-0.098046	0.011228	0.096736	0.0069142	-0.38046	0.019439	-0.20283	0.015388	-0.20646	0.0092202	0.021921	0.008045	-0.089552	0.006337	0.026435	0.0043809	-0.174	0.026518	-0.22475	0.020864
subfamily	L1ME3C	L1	3432	2069	1337.3	1.6588	0.079265	0.40299	-0.10797	0.013784	0.071663	0.0083178	-0.32658	0.025417	-0.12486	0.019813	-0.20095	0.011846	0.017749	0.010483	-0.078882	0.0082916	0.027509	0.0058973	-0.12563	0.034736	-0.14261	0.027324
subfamily	L1ME3Cz	L1	12128	7520	4984	1.6128	0.092021	0.40301	-0.11893	0.0070812	0.060812	0.0043801	-0.33811	0.012667	-0.12845	0.0099973	-0.21588	0.0060959	-1.3722e-05	0.0052851	-0.090585	0.0041574	0.01349	0.0027976	-0.12223	0.017381	-0.12844	0.013602
subfamily	L1ME3D	L1	4138	2062	1266.3	2.0068	0.085354	0.39813	-0.14903	0.013906	0.072767	0.0088913	-0.30341	0.026836	-0.15147	0.021158	-0.22255	0.013159	0.016521	0.011533	-0.10777	0.0085689	0.020121	0.0060458	-0.080859	0.037178	-0.16799	0.029344
subfamily	L1ME3E	L1	4460	2289	1356.1	1.9484	0.090869	0.39749	-0.15237	0.01424	0.074464	0.0089701	-0.28871	0.025346	-0.15934	0.02052	-0.25022	0.011315	-0.003659	0.0099595	-0.12159	0.0078653	0.012925	0.0056761	-0.03849	0.034102	-0.15568	0.027449
subfamily	L1ME3F	L1	4603	2309	1465.2	1.9935	0.097012	0.3997	-0.11866	0.015098	0.08632	0.0093697	-0.2995	0.025802	-0.13765	0.019589	-0.22676	0.011608	0.0078906	0.0097406	-0.10843	0.0084491	0.014358	0.0053332	-0.072744	0.034913	-0.14554	0.026181
subfamily	L1ME3G	L1	16344	11092	8018.9	1.4735	0.087631	0.41069	-0.048484	0.0058158	0.064712	0.0037362	-0.44426	0.010112	-0.13732	0.0082981	-0.17706	0.0053005	0.00085053	0.0047345	-0.050075	0.0034816	0.015189	0.0025284	-0.2672	0.014226	-0.13817	0.011649
subfamily	L1ME4a	L1	33902	20993	15018	1.6149	0.093126	0.41245	-0.065941	0.0040821	0.032819	0.0025865	-0.40061	0.0070103	-0.073144	0.0057147	-0.19585	0.0034028	-0.026678	0.0029605	-0.054807	0.0023577	0.0014995	0.0016154	-0.20476	0.0096039	-0.046465	0.0077044
subfamily	L1ME4b	L1	21779	14293	10393	1.5238	0.082278	0.41758	0.023058	0.0053175	0.075377	0.0033139	-0.54623	0.0086957	-0.15734	0.0069937	-0.15303	0.0043954	-0.0078714	0.0038374	-0.013894	0.0029665	0.017751	0.0020381	-0.39319	0.012073	-0.14947	0.0096092
subfamily	L1ME4c	L1	8604	6935	5686.7	1.2407	0.087671	0.41195	-0.066503	0.0064249	0.036815	0.0041652	-0.40699	0.011428	-0.083755	0.009448	-0.1984	0.0056167	-0.026948	0.004842	-0.058547	0.003855	-4.0489e-06	0.0026018	-0.20859	0.015684	-0.056807	0.012641
subfamily	L1ME5	L1	3132	2224	1685.5	1.4083	0.086331	0.4074	-0.10178	0.013796	0.037776	0.00794	-0.30384	0.023066	-0.039354	0.0175	-0.2083	0.010888	-0.01362	0.0092417	-0.087922	0.0075138	-0.0055031	0.0048117	-0.095538	0.031583	-0.025734	0.023793
subfamily	L1MEa	L1	391	203	132.82	1.9261	0.10837	0.38846	-0.22951	0.044117	0.068907	0.023951	-0.18427	0.083593	-0.15346	0.061819	-0.25151	0.03974	0.036479	0.034827	-0.15071	0.028633	0.027758	0.020533	0.067247	0.11499	-0.18994	0.086683
subfamily	L1MEb	L1	1720	905	638.96	1.9006	0.090608	0.39376	-0.21141	0.020814	0.044254	0.012715	-0.25352	0.039282	-0.17069	0.031308	-0.18528	0.022286	0.079524	0.01985	-0.10629	0.013974	0.047307	0.010475	-0.068234	0.057546	-0.25021	0.046497
subfamily	L1MEc	L1	18308	7141	4807.7	2.5638	0.091584	0.39381	-0.17573	0.008321	0.079493	0.0046393	-0.295	0.014118	-0.21012	0.010992	-0.20544	0.0073342	0.059649	0.0067248	-0.11273	0.0048539	0.04085	0.0036222	-0.089569	0.019927	-0.26976	0.01603
subfamily	L1MEd	L1	21326	8569	5745.9	2.4887	0.084724	0.39626	-0.17563	0.0074626	0.058859	0.0041909	-0.23485	0.012778	-0.12207	0.0097255	-0.23183	0.0063081	0.021661	0.0055738	-0.12246	0.0043202	0.019281	0.0030315	-0.0030191	0.017837	-0.14373	0.013842
subfamily	L1MEf	L1	11765	4254	2916.9	2.7656	0.091678	0.39282	-0.17738	0.010328	0.085579	0.0061843	-0.28478	0.018376	-0.21105	0.013766	-0.20725	0.0089652	0.062619	0.0075694	-0.11553	0.0061846	0.042921	0.0042031	-0.077533	0.025479	-0.27367	0.019006
subfamily	L1MEg	L1	14469	5575	3741.7	2.5953	0.089327	0.39164	-0.20761	0.0087953	0.063879	0.00478	-0.21847	0.016173	-0.16544	0.01215	-0.22249	0.0081589	0.055418	0.0070906	-0.1376	0.0055721	0.028875	0.0038429	0.0040208	0.022788	-0.22086	0.017412
subfamily	L1MEg1	L1	867	430	276.87	2.0163	0.10233	0.38203	-0.32436	0.028962	0.029613	0.017395	0.015076	0.057965	-0.053083	0.045189	-0.32142	0.023991	0.0038162	0.019999	-0.22606	0.016796	-0.011104	0.011294	0.3365	0.075057	-0.056899	0.056419
subfamily	L1MEg2	L1	720	377	255.12	1.9098	0.082228	0.3828	-0.33109	0.030341	0.016813	0.016643	-0.020332	0.06242	-0.082921	0.048805	-0.23309	0.029613	0.089476	0.027998	-0.17997	0.021039	0.032364	0.015974	0.21276	0.085975	-0.1724	0.070153
subfamily	L1MEh	L1	2791	1565	1132.1	1.7834	0.088179	0.39699	-0.18528	0.016288	0.044186	0.0097947	-0.21805	0.02904	-0.092675	0.022523	-0.22017	0.014193	0.028846	0.012798	-0.12046	0.0095291	0.017004	0.0069148	0.0021239	0.040253	-0.12152	0.031913
subfamily	L1MEi	L1	5156	2803	1904.3	1.8395	0.10881	0.39375	-0.22587	0.010426	0.034059	0.0066648	-0.18455	0.020254	-0.096748	0.015786	-0.26541	0.0097336	-0.0023365	0.0083639	-0.14638	0.0066591	0.0055203	0.004624	0.080866	0.027795	-0.094411	0.021479
subfamily	L1MEj	L1	2293	1283	925.84	1.7872	0.090413	0.39206	-0.24776	0.015682	0.025045	0.0096052	-0.082893	0.029995	-0.016581	0.022938	-0.27322	0.015579	-0.00086896	0.013216	-0.16531	0.010169	-0.0040105	0.0069355	0.19032	0.04196	-0.015712	0.031651
subfamily	L1P	L1	153	140	127.92	1.0929	0.10714	0.39291	-0.30282	0.053057	-0.04811	0.023115	-0.057007	0.081305	0.0093212	0.059983	-0.21503	0.047812	0.056557	0.043676	-0.13563	0.031632	0.023196	0.023265	0.15802	0.12199	-0.047235	0.09722
subfamily	L1P1	L1	3061	2715	2443.2	1.1274	0.094291	0.38345	-0.38874	0.0075174	-0.037674	0.0053865	0.031053	0.01849	-0.010887	0.01602	-0.19844	0.0121	0.1148	0.011307	-0.16698	0.0071655	0.036342	0.0060601	0.22949	0.028891	-0.12569	0.025512
subfamily	L1P2	L1	1545	1232	1047.4	1.2541	0.10065	0.38696	-0.35095	0.011589	-0.027285	0.008402	-0.037799	0.030016	-0.030137	0.024628	-0.18841	0.018569	0.10591	0.016656	-0.1638	0.01093	0.019958	0.0085449	0.15061	0.046181	-0.13605	0.038551
subfamily	L1P3	L1	3402	2695	2218	1.2623	0.1013	0.38342	-0.38994	0.0086691	-0.039158	0.0056754	0.03166	0.02187	-0.013017	0.018385	-0.22895	0.013067	0.08554	0.012042	-0.18283	0.0080239	0.021593	0.006645	0.26061	0.033394	-0.098557	0.028794
subfamily	L1P3b	L1	84	63	49.69	1.3333	0.12698	0.38496	-0.34231	0.068105	-0.0053785	0.045594	0.020316	0.18218	0.019641	0.14072	-0.28245	0.063205	0.019972	0.051424	-0.21312	0.043333	-0.021448	0.027391	0.30276	0.23345	-0.00033085	0.17683
subfamily	L1P4	L1	3661	2675	2037.8	1.3686	0.08972	0.3825	-0.33074	0.011841	0.021859	0.0078413	-0.054279	0.02405	-0.10701	0.018977	-0.20511	0.013599	0.11429	0.012234	-0.16265	0.008576	0.046821	0.0066628	0.15083	0.035554	-0.2213	0.028904
subfamily	L1P4a	L1	560	289	207.13	1.9377	0.13495	0.37897	-0.43667	0.034424	-0.048529	0.019135	0.072339	0.070086	-0.038104	0.054731	-0.22199	0.039229	0.11512	0.036501	-0.20798	0.024775	0.020828	0.019725	0.29433	0.10278	-0.15322	0.084802
subfamily	L1P4b	L1	154	107	85.309	1.4393	0.16822	0.38807	-0.38835	0.053564	-0.073257	0.023705	-0.089747	0.11685	-0.087125	0.089644	-0.088471	0.08128	0.20431	0.075355	-0.12642	0.046741	0.055587	0.039805	-0.0012765	0.18833	-0.29144	0.15561
subfamily	L1P4d	L1	155	88	64.41	1.7614	0.14773	0.38737	-0.40604	0.03826	-0.08105	0.027143	0.0021304	0.12066	0.0085087	0.10215	-0.15145	0.090199	0.14008	0.085509	-0.18181	0.049808	0.00022263	0.043244	0.15358	0.20194	-0.13157	0.17906
subfamily	L1P4e	L1	211	132	99.156	1.5985	0.17424	0.37799	-0.43689	0.031662	-0.035133	0.025288	0.13938	0.10046	0.012327	0.09618	-0.21595	0.065463	0.12639	0.063957	-0.212	0.038427	0.021463	0.036697	0.35533	0.15706	-0.11406	0.15111
subfamily	L1P5	L1	618	512	419.7	1.207	0.083984	0.39307	-0.24081	0.024942	0.020825	0.013292	-0.16627	0.049299	-0.089355	0.036331	-0.19333	0.027411	0.073746	0.023774	-0.12405	0.017923	0.032773	0.011882	0.02706	0.072275	-0.1631	0.054915
subfamily	L1PA10	L1	6974	5162	3984.7	1.351	0.087176	0.38993	-0.31692	0.0067262	-0.020582	0.0044633	-0.020378	0.015254	0.021772	0.012847	-0.24308	0.0081021	0.037176	0.0074523	-0.17117	0.0048883	-0.0015114	0.0038639	0.2227	0.022019	-0.015403	0.018846
subfamily	L1PA11	L1	4075	3015	2353.1	1.3516	0.093532	0.38855	-0.3284	0.0080877	-0.019569	0.0055196	-0.014813	0.018934	0.0095087	0.016193	-0.26667	0.010642	0.020733	0.0099084	-0.17887	0.00683	-0.0021181	0.0057238	0.25186	0.027672	-0.011224	0.024057
subfamily	L1PA12	L1	1728	1184	746.12	1.4595	0.11909	0.39096	-0.33191	0.016779	-0.046548	0.011489	-0.097867	0.043624	-0.037005	0.030003	-0.15172	0.026629	0.12226	0.021519	-0.12959	0.016254	0.033771	0.011285	0.053851	0.067588	-0.15926	0.047996
subfamily	L1PA13	L1	8800	6208	4685.4	1.4175	0.10825	0.38226	-0.38164	0.0059861	-0.023387	0.004068	0.082037	0.013295	0.023649	0.010869	-0.28024	0.0075452	0.040154	0.0069918	-0.2103	0.004713	0.00020151	0.0037875	0.36228	0.019416	-0.016506	0.016349
subfamily	L1PA14	L1	3030	2148	1610.1	1.4106	0.10382	0.3863	-0.33827	0.010815	-0.011648	0.0071997	0.013907	0.022628	0.0057263	0.018448	-0.28442	0.012682	0.015473	0.01151	-0.1958	0.0079998	-0.0062769	0.0061415	0.29832	0.032959	-0.0097463	0.027337
subfamily	L1PA15	L1	8178	5295	3865.9	1.5445	0.11407	0.38331	-0.36773	0.0060702	-0.016706	0.0040833	0.073434	0.013909	0.027865	0.011858	-0.27829	0.0077777	0.036135	0.0072147	-0.2037	0.004902	0.00099208	0.0039672	0.35173	0.020262	-0.0082696	0.017536
subfamily	L1PA15-16	L1	1333	644	450.19	2.0699	0.10714	0.38159	-0.43353	0.020307	-0.06733	0.012537	0.088087	0.047094	0.013624	0.035084	-0.20661	0.030389	0.11766	0.026427	-0.19633	0.019317	0.018287	0.014848	0.2947	0.073733	-0.10403	0.057098
subfamily	L1PA16	L1	13835	8883	6409.5	1.5575	0.085782	0.38419	-0.36501	0.0048736	-0.023371	0.0031923	0.041859	0.011466	0.0095901	0.0094355	-0.26237	0.0071552	0.047889	0.0064873	-0.18674	0.0044643	0.013581	0.0035304	0.30423	0.017493	-0.038299	0.01466
subfamily	L1PA17	L1	4702	3260	2284.4	1.4423	0.083436	0.39181	-0.27712	0.010045	-0.00065591	0.0062088	-0.12975	0.021241	-0.064092	0.017168	-0.21295	0.011684	0.059157	0.010626	-0.13765	0.0072838	0.023738	0.005524	0.083196	0.031119	-0.12325	0.025826
subfamily	L1PA2	L1	4773	3936	3463.8	1.2127	0.086636	0.38434	-0.38433	0.0058014	-0.039604	0.0039905	0.078302	0.014117	0.049823	0.012331	-0.2226	0.0090768	0.085213	0.0084839	-0.17655	0.005466	0.021398	0.0045804	0.3009	0.021774	-0.03539	0.019288
subfamily	L1PA3	L1	10424	8362	7152.4	1.2466	0.095312	0.38312	-0.37887	0.0041784	-0.0241	0.0029718	0.06677	0.010072	0.017864	0.0088606	-0.23096	0.0062613	0.08443	0.0058934	-0.18342	0.0037538	0.02209	0.0031613	0.29773	0.015273	-0.066566	0.013628
subfamily	L1PA4	L1	11615	9440	8115.8	1.2304	0.093538	0.38506	-0.36779	0.0041152	-0.03057	0.0028245	0.012979	0.0099081	-0.0065641	0.0085	-0.20959	0.006202	0.095194	0.0057963	-0.17083	0.0036897	0.023868	0.0030633	0.22257	0.015166	-0.10176	0.013304
subfamily	L1PA5	L1	11152	9129	7760.3	1.2216	0.080184	0.38764	-0.33597	0.0044928	-0.021335	0.0031007	0.021839	0.0098425	0.033976	0.0082915	-0.26725	0.0054448	0.025223	0.0049902	-0.18497	0.0034702	-0.0029702	0.002737	0.28908	0.014242	0.0087536	0.012122
subfamily	L1PA6	L1	5867	4770	3990.9	1.23	0.080503	0.39135	-0.30494	0.0063779	-0.018222	0.0045542	-0.082634	0.014811	-0.019392	0.012688	-0.22604	0.0089223	0.046024	0.0083034	-0.1497	0.0053813	0.011517	0.0044223	0.14341	0.022286	-0.065416	0.019425
subfamily	L1PA7	L1	12928	9660	7871	1.3383	0.089027	0.38317	-0.39535	0.0038627	-0.041244	0.0027342	0.11208	0.0093574	0.06773	0.0080905	-0.29144	0.0056052	0.022808	0.0052198	-0.21153	0.0033855	-0.0072125	0.0027471	0.40352	0.013929	0.044922	0.012185
subfamily	L1PA8	L1	8025	6275	3730.1	1.2789	0.085896	0.39226	-0.28573	0.0088113	-0.010925	0.0073663	-0.066759	0.016457	0.0071882	0.014532	-0.2284	0.0075638	0.039878	0.0069488	-0.15372	0.0047264	0.0039017	0.0038187	0.16164	0.022636	-0.03269	0.019954
subfamily	L1PA8A	L1	2432	1713	1269.8	1.4197	0.096906	0.38456	-0.38087	0.011976	-0.039459	0.0076998	0.11971	0.024833	0.091358	0.020782	-0.30532	0.014378	0.0023758	0.013419	-0.22253	0.0086228	-0.024843	0.0068359	0.42503	0.036907	0.088982	0.031786
subfamily	L1PB	L1	1662	1268	1029.2	1.3107	0.1112	0.38575	-0.327	0.013663	-0.002367	0.0090446	-0.077113	0.029335	-0.087946	0.023828	-0.22434	0.017444	0.07899	0.015723	-0.16388	0.011026	0.028749	0.0085849	0.14722	0.043779	-0.16694	0.036168
subfamily	L1PB1	L1	12896	7179	5175.1	1.7964	0.091238	0.38947	-0.30532	0.005788	-0.0045614	0.0037867	-0.035563	0.01225	0.0010045	0.010059	-0.26625	0.0064562	0.016154	0.005902	-0.17171	0.004118	0.00013331	0.0031813	0.23069	0.017411	-0.01515	0.014519
subfamily	L1PB2	L1	2797	1868	1347.2	1.4973	0.10064	0.39285	-0.26928	0.012181	0.0009085	0.0073342	-0.10453	0.025162	-0.022125	0.020258	-0.24083	0.013384	0.024422	0.012371	-0.15186	0.0084408	0.0025586	0.0063863	0.13629	0.035969	-0.046548	0.029889
subfamily	L1PB3	L1	3497	2214	1590.5	1.5795	0.10117	0.38904	-0.29358	0.011545	0.0089929	0.0078154	-0.093857	0.023621	-0.061266	0.020442	-0.23619	0.012432	0.048015	0.011828	-0.15179	0.007646	0.021985	0.0063524	0.14233	0.033614	-0.10928	0.029714
subfamily	L1PB4	L1	7388	5071	3654.4	1.4569	0.086965	0.38784	-0.31098	0.0075274	-0.00309	0.004414	-0.042594	0.0156	-0.028141	0.012279	-0.24102	0.0087636	0.051728	0.0077921	-0.16381	0.0054954	0.018429	0.0040265	0.19842	0.022915	-0.079869	0.018424
subfamily	L1PBa	L1	2121	1109	818.38	1.9125	0.13706	0.38668	-0.36953	0.014841	-0.042882	0.010787	0.011744	0.033485	0.015711	0.028092	-0.24488	0.019104	0.050031	0.017259	-0.1812	0.011459	0.003736	0.008974	0.25663	0.04936	-0.03432	0.041704
subfamily	L1PBa1	L1	481	319	247.98	1.5078	0.12226	0.39385	-0.33136	0.025891	-0.060417	0.017713	-0.046042	0.055657	0.058371	0.047523	-0.25724	0.031164	-0.0025916	0.028894	-0.16669	0.018176	-0.02274	0.014363	0.2112	0.081217	0.060963	0.070238
subfamily	L1PBb	L1	291	151	107.33	1.9272	0.15894	0.39203	-0.34899	0.039699	-0.06383	0.029029	0.12901	0.091531	0.20233	0.079311	-0.21462	0.052156	0.051692	0.050958	-0.17148	0.030738	-0.015781	0.027364	0.34363	0.13527	0.15064	0.12235
subfamily	L1PREC2	L1	7652	5101	3655.9	1.5001	0.10018	0.38729	-0.31835	0.007599	-0.00097574	0.0052941	-0.061712	0.01738	-0.051335	0.014341	-0.22115	0.009552	0.072495	0.0086828	-0.16124	0.0058209	0.021988	0.0045636	0.15944	0.025533	-0.12383	0.021489
subfamily	SVA_A	SVA	1053	984	929.43	1.0701	0.090447	0.43056	0.18191	0.020999	0.12018	0.012444	-0.7398	0.030131	-0.20742	0.023259	-0.070642	0.01524	0.017476	0.013519	0.057594	0.010537	0.029642	0.007266	-0.66916	0.041807	-0.2249	0.032605
subfamily	SVA_B	SVA	789	752	647.78	1.0492	0.079787	0.4269	0.11084	0.026742	0.082851	0.013351	-0.64004	0.036443	-0.13299	0.028162	-0.085436	0.017458	0.01293	0.016384	0.025096	0.011866	0.0091802	0.0083308	-0.5546	0.049594	-0.14592	0.039814
subfamily	SVA_C	SVA	428	393	341.76	1.0891	0.096692	0.43058	0.08731	0.027885	0.028623	0.020924	-0.74033	0.051665	-0.17643	0.04303	0.014154	0.041676	0.092063	0.038756	0.084693	0.023563	0.048419	0.01972	-0.75448	0.086149	-0.26849	0.073765
subfamily	SVA_D	SVA	1445	1311	1199.3	1.1022	0.095347	0.43694	0.18951	0.016448	0.073366	0.010988	-0.79201	0.025608	-0.15332	0.022013	-0.052183	0.013746	-0.0040217	0.012639	0.05973	0.0088385	-0.007398	0.006863	-0.73983	0.036107	-0.14929	0.031028
subfamily	SVA_E	SVA	659	601	558.92	1.0965	0.08985	0.43283	0.16392	0.024283	0.085566	0.015738	-0.73285	0.036256	-0.17803	0.029606	-0.062352	0.020604	0.015606	0.018187	0.048619	0.013232	0.010896	0.0094871	-0.6705	0.051958	-0.19364	0.041993
subfamily	SVA_F	SVA	944	761	637.44	1.2405	0.099869	0.44094	0.18666	0.022588	0.033565	0.014579	-0.74014	0.035191	-0.063257	0.02892	-0.058853	0.017776	-0.026365	0.016706	0.059725	0.01107	-0.023603	0.0085553	-0.68129	0.048363	-0.036892	0.040578
