level	name	family	n_copies	n_bins	n_eff	copies_per_bin	top_chrom_frac	gc_mean	speckle_mean	speckle_se	speckle_resid	speckle_resid_se	lamina_mean	lamina_se	lamina_resid	lamina_resid_se	nucleolus_MKI67IP_mean	nucleolus_MKI67IP_se	nucleolus_MKI67IP_resid	nucleolus_MKI67IP_resid_se	nucleolus_POL1RE_mean	nucleolus_POL1RE_se	nucleolus_POL1RE_resid	nucleolus_POL1RE_resid_se	lam_minus_nuc	lam_minus_nuc_se	lam_minus_nuc_resid	lam_minus_nuc_resid_se
subfamily	L1ME4b	L1	21779	14293	10393	1.5238	0.082278	0.41758	0.023058	0.0053175	0.067478	0.003416	-0.54623	0.0086957	-0.15598	0.0070506	-0.15303	0.0043954	-0.0089295	0.0038621	-0.013894	0.0029665	0.015908	0.0020775	-0.39319	0.012073	-0.14705	0.0097015
subfamily	L1ME4c	L1	8604	6935	5686.7	1.2407	0.087671	0.41195	-0.066503	0.0064249	0.02945	0.0042773	-0.40699	0.011428	-0.081807	0.0094647	-0.1984	0.0056167	-0.028344	0.0048464	-0.058547	0.003855	-0.0019327	0.0026319	-0.20859	0.015684	-0.053463	0.012664
subfamily	L1ME5	L1	3132	2224	1685.5	1.4083	0.086331	0.4074	-0.10178	0.013796	0.032923	0.0083268	-0.30384	0.023066	-0.040764	0.01763	-0.2083	0.010888	-0.01349	0.0092803	-0.087922	0.0075138	-0.0062147	0.0048856	-0.095538	0.031583	-0.027274	0.023965
subfamily	L1MEa	L1	391	203	132.82	1.9261	0.10837	0.38846	-0.22951	0.044117	0.065725	0.024777	-0.18427	0.083593	-0.15103	0.062835	-0.25151	0.03974	0.035695	0.035131	-0.15071	0.028633	0.026428	0.020983	0.067247	0.11499	-0.18673	0.088044
subfamily	L1MEb	L1	1720	905	638.96	1.9006	0.090608	0.39376	-0.21141	0.020814	0.045099	0.012674	-0.25352	0.039282	-0.1706	0.031358	-0.18528	0.022286	0.079684	0.019916	-0.10629	0.013974	0.047473	0.010556	-0.068234	0.057546	-0.25028	0.046652
subfamily	L1MEc	L1	18308	7141	4807.7	2.5638	0.091584	0.39381	-0.17573	0.008321	0.076087	0.0047377	-0.295	0.014118	-0.20783	0.011021	-0.20544	0.0073342	0.058291	0.006734	-0.11273	0.0048539	0.039351	0.0036469	-0.089569	0.019927	-0.26613	0.016078
subfamily	L1MEd	L1	21326	8569	5745.9	2.4887	0.084724	0.39626	-0.17563	0.0074626	0.053735	0.0042196	-0.23485	0.012778	-0.1189	0.0097272	-0.23183	0.0063081	0.019952	0.0055747	-0.12246	0.0043202	0.017215	0.0030444	-0.0030191	0.017837	-0.13885	0.013846
subfamily	L1MEf	L1	11765	4254	2916.9	2.7656	0.091678	0.39282	-0.17738	0.010328	0.082116	0.0062773	-0.28478	0.018376	-0.20907	0.013869	-0.20725	0.0089652	0.061278	0.0076028	-0.11553	0.0061846	0.041328	0.0042571	-0.077533	0.025479	-0.27035	0.019154
subfamily	L1MEg	L1	14469	5575	3741.7	2.5953	0.089327	0.39164	-0.20761	0.0087953	0.05962	0.0049559	-0.21847	0.016173	-0.16205	0.012238	-0.22249	0.0081589	0.053551	0.0071272	-0.1376	0.0055721	0.026728	0.0038916	0.0040208	0.022788	-0.2156	0.017544
subfamily	L1MEg1	L1	867	430	276.87	2.0163	0.10233	0.38203	-0.32436	0.028962	0.033144	0.017248	0.015076	0.057965	-0.056192	0.044777	-0.32142	0.023991	0.0050474	0.02012	-0.22606	0.016796	-0.0098157	0.011468	0.3365	0.075057	-0.061239	0.056115
subfamily	L1MEg2	L1	720	377	255.12	1.9098	0.082228	0.3828	-0.33109	0.030341	0.016054	0.016804	-0.020332	0.06242	-0.079925	0.049148	-0.23309	0.029613	0.087965	0.027799	-0.17997	0.021039	0.031017	0.015899	0.21276	0.085975	-0.16789	0.070288
subfamily	L1MEh	L1	2791	1565	1132.1	1.7834	0.088179	0.39699	-0.18528	0.016288	0.039175	0.0098929	-0.21805	0.02904	-0.091942	0.022463	-0.22017	0.014193	0.027772	0.012809	-0.12046	0.0095291	0.015469	0.0069593	0.0021239	0.040253	-0.11971	0.031871
subfamily	L1MEi	L1	5156	2803	1904.3	1.8395	0.10881	0.39375	-0.22587	0.010426	0.030922	0.0067893	-0.18455	0.020254	-0.095074	0.015855	-0.26541	0.0097336	-0.0027816	0.0084099	-0.14638	0.0066591	0.0047702	0.0046864	0.080866	0.027795	-0.092292	0.021615
subfamily	L1MEj	L1	2293	1283	925.84	1.7872	0.090413	0.39206	-0.24776	0.015682	0.025299	0.0096685	-0.082893	0.029995	-0.016319	0.022925	-0.27322	0.015579	-0.0013084	0.013193	-0.16531	0.010169	-0.004405	0.0069301	0.19032	0.04196	-0.01501	0.031601
subfamily	L1P	L1	153	140	127.92	1.0929	0.10714	0.39291	-0.30282	0.053057	-0.052374	0.023495	-0.057007	0.081305	0.015213	0.059943	-0.21503	0.047812	0.054378	0.043972	-0.13563	0.031632	0.020666	0.023284	0.15802	0.12199	-0.039165	0.097366
subfamily	L1P1	L1	3061	2715	2443.2	1.1274	0.094291	0.38345	-0.38874	0.0075174	-0.040513	0.0054509	0.031053	0.01849	-0.0089076	0.015973	-0.19844	0.0121	0.11424	0.011297	-0.16698	0.0071655	0.035533	0.0060555	0.22949	0.028891	-0.12314	0.025451
subfamily	L1P2	L1	1545	1232	1047.4	1.2541	0.10065	0.38696	-0.35095	0.011589	-0.028141	0.0084857	-0.037799	0.030016	-0.030301	0.024706	-0.18841	0.018569	0.10581	0.016688	-0.1638	0.01093	0.020038	0.0085911	0.15061	0.046181	-0.13612	0.038656
subfamily	L1P3	L1	3402	2695	2218	1.2623	0.1013	0.38342	-0.38994	0.0086691	-0.041454	0.0057734	0.03166	0.02187	-0.010317	0.018315	-0.22895	0.013067	0.084938	0.012022	-0.18283	0.0080239	0.020795	0.0066361	0.26061	0.033394	-0.095255	0.028699
subfamily	L1P3b	L1	84	63	49.69	1.3333	0.12698	0.38496	-0.34231	0.068105	-0.013437	0.045289	0.020316	0.18218	0.032894	0.14122	-0.28245	0.063205	0.013337	0.050986	-0.21312	0.043333	-0.027942	0.027774	0.30276	0.23345	0.019557	0.17685
subfamily	L1P4	L1	3661	2675	2037.8	1.3686	0.08972	0.3825	-0.33074	0.011841	0.017254	0.0078355	-0.054279	0.02405	-0.10279	0.018983	-0.20511	0.013599	0.11232	0.012224	-0.16265	0.008576	0.044709	0.0066707	0.15083	0.035554	-0.21511	0.02889
subfamily	L1P4a	L1	560	289	207.13	1.9377	0.13495	0.37897	-0.43667	0.034424	-0.049582	0.019909	0.072339	0.070086	-0.036598	0.054688	-0.22199	0.039229	0.11513	0.03629	-0.20798	0.024775	0.020245	0.019564	0.29433	0.10278	-0.15172	0.084392
subfamily	L1P4b	L1	154	107	85.309	1.4393	0.16822	0.38807	-0.38835	0.053564	-0.088756	0.020577	-0.089747	0.11685	-0.080542	0.089276	-0.088471	0.08128	0.20028	0.07516	-0.12642	0.046741	0.05042	0.040028	-0.0012765	0.18833	-0.28082	0.15505
subfamily	L1P4d	L1	155	88	64.41	1.7614	0.14773	0.38737	-0.40604	0.03826	-0.0919	0.028292	0.0021304	0.12066	0.025113	0.10242	-0.15145	0.090199	0.13503	0.0852	-0.18181	0.049808	-0.0058083	0.043148	0.15358	0.20194	-0.10992	0.17879
subfamily	L1P4e	L1	211	132	99.156	1.5985	0.17424	0.37799	-0.43689	0.031662	-0.033616	0.025806	0.13938	0.10046	0.0074379	0.097389	-0.21595	0.065463	0.12912	0.064554	-0.212	0.038427	0.023892	0.037305	0.35533	0.15706	-0.12168	0.15302
subfamily	L1P5	L1	618	512	419.7	1.207	0.083984	0.39307	-0.24081	0.024942	0.015623	0.013467	-0.16627	0.049299	-0.085583	0.036334	-0.19333	0.027411	0.072396	0.023734	-0.12405	0.017923	0.030759	0.011874	0.02706	0.072275	-0.15798	0.054884
subfamily	L1PA10	L1	6974	5162	3984.7	1.351	0.087176	0.38993	-0.31692	0.0067262	-0.02264	0.0045348	-0.020378	0.015254	0.02206	0.012862	-0.24308	0.0081021	0.037097	0.0074583	-0.17117	0.0048883	-0.0017422	0.0038725	0.2227	0.022019	-0.015036	0.018864
subfamily	L1PA11	L1	4075	3015	2353.1	1.3516	0.093532	0.38855	-0.3284	0.0080877	-0.024276	0.0056141	-0.014813	0.018934	0.013278	0.016223	-0.26667	0.010642	0.01915	0.0099252	-0.17887	0.00683	-0.0038354	0.0057564	0.25186	0.027672	-0.0058726	0.024111
subfamily	L1PA12	L1	1728	1184	746.12	1.4595	0.11909	0.39096	-0.33191	0.016779	-0.047801	0.011871	-0.097867	0.043624	-0.037236	0.030349	-0.15172	0.026629	0.12208	0.021621	-0.12959	0.016254	0.033587	0.011317	0.053851	0.067588	-0.15931	0.04844
subfamily	L1PA13	L1	8800	6208	4685.4	1.4175	0.10825	0.38226	-0.38164	0.0059861	-0.025515	0.0040906	0.082037	0.013295	0.024945	0.010871	-0.28024	0.0075452	0.039741	0.0069979	-0.2103	0.004713	-0.00041363	0.0037975	0.36228	0.019416	-0.014795	0.016359
subfamily	L1PA14	L1	3030	2148	1610.1	1.4106	0.10382	0.3863	-0.33827	0.010815	-0.013482	0.0073317	0.013907	0.022628	0.0079389	0.018541	-0.28442	0.012682	0.015029	0.01154	-0.1958	0.0079998	-0.0067221	0.0062039	0.29832	0.032959	-0.0070903	0.027464
subfamily	L1PA15	L1	8178	5295	3865.9	1.5445	0.11407	0.38331	-0.36773	0.0060702	-0.02056	0.0041235	0.073434	0.013909	0.030623	0.011861	-0.27829	0.0077777	0.034952	0.0072059	-0.2037	0.004902	-0.00047042	0.0039697	0.35173	0.020262	-0.0043285	0.017526
subfamily	L1PA15-16	L1	1333	644	450.19	2.0699	0.10714	0.38159	-0.43353	0.020307	-0.072863	0.012242	0.088087	0.047094	0.017168	0.035154	-0.20661	0.030389	0.11695	0.026443	-0.19633	0.019317	0.016927	0.014959	0.2947	0.073733	-0.09978	0.057178
subfamily	L1PA16	L1	13835	8883	6409.5	1.5575	0.085782	0.38419	-0.36501	0.0048736	-0.026734	0.0032805	0.041859	0.011466	0.012423	0.0094701	-0.26237	0.0071552	0.046541	0.0064932	-0.18674	0.0044643	0.012067	0.0035445	0.30423	0.017493	-0.034118	0.014701
subfamily	L1PA17	L1	4702	3260	2284.4	1.4423	0.083436	0.39181	-0.27712	0.010045	-0.0044929	0.0062655	-0.12975	0.021241	-0.060929	0.01721	-0.21295	0.011684	0.057715	0.010649	-0.13765	0.0072838	0.02212	0.0055557	0.083196	0.031119	-0.11864	0.025899
subfamily	L1PA2	L1	4773	3936	3463.8	1.2127	0.086636	0.38434	-0.38433	0.0058014	-0.041073	0.0040435	0.078302	0.014117	0.050792	0.012351	-0.2226	0.0090768	0.084987	0.0084963	-0.17655	0.005466	0.021066	0.0046012	0.3009	0.021774	-0.034195	0.019323
subfamily	L1PA3	L1	10424	8362	7152.4	1.2466	0.095312	0.38312	-0.37887	0.0041784	-0.026786	0.003025	0.06677	0.010072	0.020281	0.0088946	-0.23096	0.0062613	0.083774	0.0059074	-0.18342	0.0037538	0.021251	0.0031766	0.29773	0.015273	-0.063493	0.013675
subfamily	L1PA4	L1	11615	9440	8115.8	1.2304	0.093538	0.38506	-0.36779	0.0041152	-0.033303	0.0028673	0.012979	0.0099081	-0.004416	0.0085198	-0.20959	0.006202	0.094395	0.0058128	-0.17083	0.0036897	0.022946	0.0030821	0.22257	0.015166	-0.098811	0.013341
subfamily	L1PA5	L1	11152	9129	7760.3	1.2216	0.080184	0.38764	-0.33597	0.0044928	-0.02444	0.0031757	0.021839	0.0098425	0.036466	0.0083151	-0.26725	0.0054448	0.024254	0.0049978	-0.18497	0.0034702	-0.0040911	0.0027542	0.28908	0.014242	0.012212	0.012155
subfamily	L1PA6	L1	5867	4770	3990.9	1.23	0.080503	0.39135	-0.30494	0.0063779	-0.020557	0.0046488	-0.082634	0.014811	-0.017751	0.012739	-0.22604	0.0089223	0.045504	0.0083237	-0.1497	0.0053813	0.01087	0.0044449	0.14341	0.022286	-0.063255	0.019496
subfamily	L1PA7	L1	12928	9660	7871	1.3383	0.089027	0.38317	-0.39535	0.0038627	-0.044049	0.0027778	0.11208	0.0093574	0.070365	0.0081037	-0.29144	0.0056052	0.021954	0.0052261	-0.21153	0.0033855	-0.0081996	0.0027556	0.40352	0.013929	0.048411	0.012204
subfamily	L1PA8	L1	8025	6275	3730.1	1.2789	0.085896	0.39226	-0.28573	0.0088113	-0.014659	0.0073552	-0.066759	0.016457	0.0095605	0.014424	-0.2284	0.0075638	0.039102	0.0069342	-0.15372	0.0047264	0.0028056	0.0038444	0.16164	0.022636	-0.029542	0.01982
subfamily	L1PA8A	L1	2432	1713	1269.8	1.4197	0.096906	0.38456	-0.38087	0.011976	-0.046025	0.007838	0.11971	0.024833	0.097934	0.020753	-0.30532	0.014378	-0.00057419	0.013411	-0.22253	0.0086228	-0.028002	0.0068692	0.42503	0.036907	0.098508	0.031741
subfamily	L1PB	L1	1662	1268	1029.2	1.3107	0.1112	0.38575	-0.327	0.013663	-0.0043628	0.0092458	-0.077113	0.029335	-0.087683	0.024006	-0.22434	0.017444	0.078059	0.015793	-0.16388	0.011026	0.027711	0.0086546	0.14722	0.043779	-0.16574	0.036417
subfamily	L1PB1	L1	12896	7179	5175.1	1.7964	0.091238	0.38947	-0.30532	0.005788	-0.006233	0.0038254	-0.035563	0.01225	0.0024103	0.01009	-0.26625	0.0064562	0.01593	0.0059166	-0.17171	0.004118	-0.00019789	0.0032108	0.23069	0.017411	-0.01352	0.014569
subfamily	L1PB2	L1	2797	1868	1347.2	1.4973	0.10064	0.39285	-0.26928	0.012181	-0.0043969	0.0073902	-0.10453	0.025162	-0.017941	0.020143	-0.24083	0.013384	0.022854	0.01235	-0.15186	0.0084408	0.00073499	0.0063769	0.13629	0.035969	-0.040795	0.029747
subfamily	L1PB3	L1	3497	2214	1590.5	1.5795	0.10117	0.38904	-0.29358	0.011545	0.0060416	0.0078804	-0.093857	0.023621	-0.059959	0.020535	-0.23619	0.012432	0.047614	0.011871	-0.15179	0.007646	0.021282	0.0064059	0.14233	0.033614	-0.10757	0.029859
subfamily	L1PB4	L1	7388	5071	3654.4	1.4569	0.086965	0.38784	-0.31098	0.0075274	-0.0078096	0.0044919	-0.042594	0.0156	-0.024725	0.012328	-0.24102	0.0087636	0.049787	0.0078049	-0.16381	0.0054954	0.016305	0.0040475	0.19842	0.022915	-0.074512	0.018483
subfamily	L1PBa	L1	2121	1109	818.38	1.9125	0.13706	0.38668	-0.36953	0.014841	-0.043247	0.011099	0.011744	0.033485	0.016094	0.028333	-0.24488	0.019104	0.049986	0.01728	-0.1812	0.011459	0.0036957	0.0090233	0.25663	0.04936	-0.033892	0.041954
subfamily	L1PBa1	L1	481	319	247.98	1.5078	0.12226	0.39385	-0.33136	0.025891	-0.057828	0.018095	-0.046042	0.055657	0.054982	0.047535	-0.25724	0.031164	-0.00090891	0.028912	-0.16669	0.018176	-0.02127	0.014467	0.2112	0.081217	0.055891	0.070301
subfamily	L1PBb	L1	291	151	107.33	1.9272	0.15894	0.39203	-0.34899	0.039699	-0.062392	0.028268	0.12901	0.091531	0.19975	0.07833	-0.21462	0.052156	0.052933	0.050466	-0.17148	0.030738	-0.014707	0.026847	0.34363	0.13527	0.14681	0.1207
subfamily	L1PREC2	L1	7652	5101	3655.9	1.5001	0.10018	0.38729	-0.31835	0.007599	-0.0048078	0.0052991	-0.061712	0.01738	-0.047979	0.014299	-0.22115	0.009552	0.071227	0.0086705	-0.16124	0.0058209	0.020614	0.0045742	0.15944	0.025533	-0.11921	0.021428
subfamily	SVA_A	SVA	1053	984	929.43	1.0701	0.090447	0.43056	0.18191	0.020999	0.11687	0.012831	-0.7398	0.030131	-0.20917	0.023533	-0.070642	0.01524	0.017626	0.013586	0.057594	0.010537	0.029382	0.0073551	-0.66916	0.041807	-0.22679	0.032964
subfamily	SVA_B	SVA	789	752	647.78	1.0492	0.079787	0.4269	0.11084	0.026742	0.077199	0.01353	-0.64004	0.036443	-0.13303	0.028231	-0.085436	0.017458	0.012976	0.016527	0.025096	0.011866	0.0084804	0.0084951	-0.5546	0.049594	-0.14601	0.040011
subfamily	SVA_C	SVA	428	393	341.76	1.0891	0.096692	0.43058	0.08731	0.027885	0.016355	0.021881	-0.74033	0.051665	-0.17196	0.042914	0.014154	0.041676	0.088989	0.03837	0.084693	0.023563	0.044613	0.019446	-0.75448	0.086149	-0.26095	0.07308
subfamily	SVA_D	SVA	1445	1311	1199.3	1.1022	0.095347	0.43694	0.18951	0.016448	0.067354	0.011147	-0.79201	0.025608	-0.15554	0.022051	-0.052183	0.013746	-0.0037194	0.012683	0.05973	0.0088385	-0.0079973	0.0069532	-0.73983	0.036107	-0.15182	0.031122
subfamily	SVA_E	SVA	659	601	558.92	1.0965	0.08985	0.43283	0.16392	0.024283	0.087982	0.01652	-0.73285	0.036256	-0.18388	0.029979	-0.062352	0.020604	0.018188	0.018463	0.048619	0.013232	0.013126	0.0098509	-0.6705	0.051958	-0.20207	0.042729
subfamily	SVA_F	SVA	944	761	637.44	1.2405	0.099869	0.44094	0.18666	0.022588	0.030455	0.014964	-0.74014	0.035191	-0.066548	0.029289	-0.058853	0.017776	-0.025426	0.016734	0.059725	0.01107	-0.023264	0.0086381	-0.68129	0.048363	-0.041122	0.040975
