level	name	family	n_copies	n_bins	n_eff	copies_per_bin	top_chrom_frac	gc_mean	speckle_mean	speckle_se	speckle_resid	speckle_resid_se	lamina_mean	lamina_se	lamina_resid	lamina_resid_se	nucleolus_MKI67IP_mean	nucleolus_MKI67IP_se	nucleolus_MKI67IP_resid	nucleolus_MKI67IP_resid_se	nucleolus_POL1RE_mean	nucleolus_POL1RE_se	nucleolus_POL1RE_resid	nucleolus_POL1RE_resid_se	lam_minus_nuc	lam_minus_nuc_se	lam_minus_nuc_resid	lam_minus_nuc_resid_se
subfamily	AluSq4	Alu	1762	1719	1680	1.025	0.09075	0.42692	0.17995	0.016794	0.071615	0.0079809	-0.67106	0.023908	-0.10825	0.016853	-0.1018	0.01086	0.042365	0.0088183	0.033715	0.0079647	0.026594	0.004861	-0.56925	0.032505	-0.15062	0.023924
subfamily	AluSx	Alu	113869	62032	41643	1.8356	0.082506	0.43435	0.22709	0.0032907	0.053878	0.0016828	-0.74166	0.0043509	-0.085168	0.0032004	-0.077016	0.0021096	0.034818	0.0017352	0.063237	0.0014769	0.020577	0.00094272	-0.66464	0.0059868	-0.11999	0.0045353
subfamily	AluSx1	Alu	113449	62692	42365	1.8096	0.081557	0.43611	0.23498	0.003357	0.0518	0.0016934	-0.74427	0.0043589	-0.081335	0.0031396	-0.072045	0.0021375	0.031431	0.0017022	0.068213	0.0015018	0.019103	0.00092372	-0.67222	0.0060229	-0.11277	0.0044465
subfamily	AluSx3	Alu	31493	25565	20951	1.2319	0.08586	0.4284	0.17268	0.00467	0.054795	0.0023151	-0.66803	0.0065601	-0.087399	0.0046139	-0.097823	0.0032528	0.038007	0.0025934	0.036927	0.0022473	0.022054	0.0013903	-0.5702	0.009093	-0.12541	0.0066384
subfamily	AluSx4	Alu	10716	9877	9163.2	1.0849	0.090412	0.42516	0.13819	0.0067268	0.053017	0.0033875	-0.63072	0.010031	-0.085614	0.007265	-0.11078	0.0047466	0.038187	0.0039596	0.022175	0.0033445	0.021939	0.0021593	-0.51994	0.013769	-0.1238	0.01044
subfamily	AluSz	Alu	100607	58953	41460	1.7066	0.085288	0.43153	0.18537	0.0031447	0.041882	0.0016488	-0.70334	0.0043248	-0.072579	0.0031902	-0.095476	0.0021043	0.027367	0.0017185	0.047603	0.0014715	0.016765	0.00093883	-0.60787	0.0059549	-0.099946	0.0045153
subfamily	AluSz6	Alu	46826	34808	27600	1.3453	0.086359	0.42729	0.15534	0.0037346	0.045927	0.0019721	-0.68133	0.0053782	-0.080925	0.0039697	-0.11186	0.0025927	0.029835	0.0021283	0.03174	0.0017978	0.018257	0.0011613	-0.56946	0.0073772	-0.11076	0.0056185
subfamily	AluY	Alu	102342	64064	45882	1.5975	0.081856	0.42288	0.10329	0.0033958	0.052825	0.0015476	-0.56634	0.0046547	-0.089395	0.0031115	-0.11836	0.0021769	0.040516	0.0018145	0.0064929	0.0015662	0.022738	0.00098715	-0.44798	0.006376	-0.12991	0.004569
subfamily	AluYa5	Alu	3729	3683	3631.6	1.0125	0.091773	0.40053	-0.1778	0.0089682	0.015321	0.0045311	-0.17825	0.015729	-0.02166	0.011033	-0.23534	0.0079199	0.01102	0.0067196	-0.1183	0.00538	0.0070952	0.0036701	0.057089	0.022147	-0.03268	0.01669
subfamily	AluYa8	Alu	323	313	304.17	1.0319	0.079872	0.41908	0.045117	0.039406	0.07398	0.017685	-0.57742	0.057525	-0.17089	0.042582	-0.047851	0.035102	0.079542	0.025028	0.028089	0.022626	0.047729	0.014553	-0.52957	0.086244	-0.25043	0.064091
subfamily	AluYb8	Alu	2763	2724	2687.1	1.0143	0.081131	0.40513	-0.14119	0.010626	0.0082148	0.0052008	-0.24786	0.018326	-0.024715	0.012846	-0.20793	0.0092033	0.014162	0.0077187	-0.093854	0.0062666	0.0068225	0.0042293	-0.039933	0.025663	-0.038877	0.01925
subfamily	AluYb9	Alu	312	309	306.11	1.0097	0.093851	0.40265	-0.15748	0.030871	0.023267	0.014556	-0.18789	0.053246	-0.021906	0.036175	-0.22943	0.02585	0.0063077	0.022143	-0.11744	0.017629	-0.00020473	0.012168	0.041541	0.073754	-0.028214	0.053802
subfamily	AluYc	Alu	4444	4315	4187.7	1.0299	0.085516	0.4175	0.026108	0.0099515	0.039028	0.004641	-0.46226	0.015198	-0.063869	0.010027	-0.15372	0.0072878	0.024371	0.0058421	-0.026897	0.0052167	0.01572	0.003197	-0.30855	0.02098	-0.08824	0.014685
subfamily	AluYc3	Alu	533	526	519.36	1.0133	0.10076	0.42513	0.15474	0.029651	0.054167	0.013575	-0.66222	0.041264	-0.11599	0.030127	-0.072921	0.021317	0.072601	0.017322	0.047579	0.014522	0.044848	0.0097177	-0.5893	0.057773	-0.18859	0.044242
subfamily	AluYd8	Alu	231	231	231	1	0.095238	0.40534	-0.12602	0.034486	0.00092379	0.018231	-0.28227	0.061155	-0.0016234	0.045277	-0.23532	0.029227	-0.0034244	0.025712	-0.09011	0.020345	0.0064911	0.014197	-0.046949	0.084927	0.001801	0.067398
subfamily	AluYe5	Alu	1275	1260	1243.8	1.0119	0.092063	0.41772	0.055507	0.018061	0.050483	0.0085285	-0.53365	0.027566	-0.10103	0.019556	-0.11841	0.01367	0.057157	0.011397	-0.003628	0.0094382	0.032521	0.0063479	-0.41524	0.038293	-0.15818	0.028977
subfamily	AluYe6	Alu	192	190	188.08	1.0105	0.10526	0.42741	0.17427	0.052234	0.058396	0.023225	-0.65836	0.07581	-0.11999	0.046943	-0.11715	0.031732	0.020763	0.025098	0.013774	0.024906	0.0062552	0.014774	-0.54121	0.10087	-0.14075	0.066713
subfamily	AluYf1	Alu	1835	1789	1742	1.0257	0.077138	0.42385	0.1105	0.016375	0.058172	0.0074074	-0.57095	0.023865	-0.098084	0.016578	-0.10349	0.011714	0.047695	0.00979	0.012449	0.0082689	0.024818	0.0053443	-0.46745	0.033324	-0.14578	0.024695
subfamily	AluYg6	Alu	834	812	778.03	1.0271	0.080049	0.41388	-0.015567	0.021982	0.024297	0.010708	-0.40873	0.034256	-0.037598	0.022967	-0.17155	0.015981	0.020537	0.012979	-0.044185	0.011626	0.011887	0.007358	-0.23718	0.04665	-0.058134	0.033304
subfamily	AluYh3	Alu	2577	2508	2442.4	1.0275	0.084928	0.41729	0.036334	0.013858	0.037583	0.0061761	-0.45337	0.020233	-0.052616	0.013426	-0.14927	0.0093743	0.031087	0.007822	-0.026078	0.0068713	0.016306	0.0043211	-0.3041	0.027716	-0.083702	0.019755
subfamily	AluYh3a3	Alu	321	308	295.25	1.0422	0.081169	0.43254	0.27337	0.041668	0.1128	0.018187	-0.75254	0.056594	-0.13498	0.035749	-0.059962	0.02584	0.066973	0.020469	0.0702	0.019027	0.042605	0.011039	-0.69258	0.07734	-0.20195	0.051825
subfamily	AluYh7	Alu	156	142	94.326	1.0986	0.070423	0.42998	0.22955	0.10129	0.11072	0.033904	-0.71358	0.0894	-0.16896	0.060606	-0.013817	0.048751	0.09374	0.040959	0.088367	0.037794	0.062049	0.021567	-0.69976	0.12703	-0.2627	0.095915
subfamily	AluYh9	Alu	133	116	88.005	1.1466	0.10345	0.42471	0.083119	0.077855	0.067977	0.027522	-0.71665	0.10893	-0.20985	0.071723	0.06836	0.076518	0.11246	0.046744	0.11742	0.049571	0.077491	0.026155	-0.78501	0.17216	-0.32232	0.11364
subfamily	AluYi6	Alu	437	434	431.08	1.0069	0.089862	0.41352	-0.023322	0.029649	0.028092	0.014489	-0.43835	0.047758	-0.069073	0.03257	-0.15803	0.024432	0.022422	0.018273	-0.043619	0.017028	0.0085083	0.010756	-0.28032	0.066781	-0.091495	0.047377
subfamily	AluYi6_4d	Alu	149	146	143.23	1.0205	0.10274	0.41713	0.0011722	0.05151	0.027997	0.022758	-0.42656	0.085099	-0.05735	0.052463	-0.15202	0.039997	0.014248	0.032633	-0.026143	0.02865	0.015022	0.018057	-0.27453	0.1176	-0.071598	0.078391
subfamily	AluYj4	Alu	3367	3109	1916.6	1.083	0.082342	0.42087	0.047269	0.012703	0.045479	0.0056891	-0.57006	0.023544	-0.1187	0.019209	-0.057247	0.022804	0.069449	0.01252	0.030989	0.012872	0.040205	0.0075146	-0.51282	0.04379	-0.18815	0.030887
subfamily	AluYk11	Alu	1212	1186	1160.3	1.0219	0.088533	0.4294	0.2012	0.019074	0.068407	0.0095363	-0.72767	0.027316	-0.10821	0.019701	-0.07653	0.013651	0.049726	0.010819	0.047587	0.0094821	0.022324	0.00584	-0.65114	0.038059	-0.15793	0.028208
subfamily	AluYk12	Alu	200	194	188.68	1.0309	0.082474	0.41489	0.042123	0.048726	0.073762	0.023093	-0.49002	0.072617	-0.12229	0.045906	-0.11438	0.034842	0.075731	0.027245	-0.014771	0.024676	0.038339	0.014776	-0.37564	0.10155	-0.19802	0.067852
subfamily	AluYk2	Alu	755	739	722.47	1.0217	0.081191	0.42209	0.062119	0.024109	0.028284	0.011222	-0.52529	0.036222	-0.058001	0.024831	-0.12382	0.017212	0.031282	0.014243	0.0029852	0.0121	0.020724	0.0077561	-0.40147	0.049609	-0.089283	0.036177
subfamily	AluYk3	Alu	1123	1104	1086.2	1.0172	0.083333	0.41826	0.035088	0.019819	0.04	0.0088833	-0.47257	0.030184	-0.064146	0.019156	-0.1332	0.01423	0.033753	0.010893	-0.017177	0.01034	0.017339	0.0060241	-0.33938	0.04133	-0.097899	0.027798
subfamily	AluYk4	Alu	993	980	965.77	1.0133	0.091837	0.41425	-0.013079	0.019865	0.028933	0.0090634	-0.42836	0.031763	-0.066191	0.021604	-0.16555	0.015833	0.02855	0.013426	-0.049904	0.011188	0.0078491	0.007429	-0.26281	0.044609	-0.094741	0.03279
subfamily	AluYm1	Alu	4576	4384	4204.8	1.0438	0.081432	0.41834	0.047073	0.010091	0.040693	0.004699	-0.49575	0.015554	-0.078814	0.010873	-0.12863	0.0075767	0.045036	0.0064593	-0.010471	0.0052789	0.02576	0.0035101	-0.36712	0.021699	-0.12385	0.016303
subfamily	L1HS	L1	1522	1264	1115.8	1.2041	0.096519	0.38527	-0.38638	0.0096047	-0.008574	0.006319	0.12837	0.023614	0.00037829	0.020333	-0.25068	0.015393	0.042585	0.013893	-0.18778	0.0091081	0.014986	0.0076139	0.37905	0.036461	-0.042207	0.032523
subfamily	L1M	L1	716	653	603.12	1.0965	0.081164	0.40666	-0.079126	0.025463	0.054081	0.012417	-0.35416	0.040243	-0.10234	0.028833	-0.20495	0.019378	0.02281	0.016831	-0.076019	0.013588	0.02211	0.009239	-0.14921	0.055445	-0.12515	0.042887
subfamily	L1M1	L1	9193	4714	3082.7	1.9501	0.16398	0.38398	-0.33316	0.0089157	0.015981	0.0049271	-0.022729	0.017812	-0.099145	0.013264	-0.26535	0.0092901	0.05341	0.0082799	-0.19404	0.0059167	0.014735	0.0044924	0.24262	0.025336	-0.15256	0.02043
subfamily	L1M2	L1	8911	5325	3509.7	1.6734	0.092207	0.38796	-0.2768	0.0083817	0.037613	0.0049871	-0.11496	0.017043	-0.13199	0.01312	-0.2245	0.0089874	0.078042	0.0080621	-0.15669	0.0056467	0.033013	0.004264	0.10954	0.024277	-0.21004	0.020072
subfamily	L1M2a	L1	447	220	143.23	2.0318	0.12273	0.38946	-0.26672	0.043254	0.027414	0.02617	-0.16178	0.076645	-0.14047	0.065023	-0.20895	0.041123	0.099141	0.041191	-0.14186	0.025239	0.042213	0.021501	0.047166	0.10979	-0.23961	0.10195
subfamily	L1M2a1	L1	108	70	49.846	1.5429	0.11429	0.39382	-0.25977	0.067063	0.024797	0.043209	-0.11806	0.13085	-0.13112	0.10392	-0.23785	0.079676	0.047963	0.075732	-0.17242	0.04575	-0.00071073	0.039282	0.11979	0.19298	-0.17908	0.1703
subfamily	L1M2b	L1	187	120	83.062	1.5583	0.125	0.38951	-0.36876	0.050151	-0.046357	0.022736	-0.0051994	0.093462	-0.067434	0.070445	-0.20641	0.052936	0.089238	0.046999	-0.18729	0.033891	0.0010384	0.025816	0.20121	0.1377	-0.15667	0.1133
subfamily	L1M2c	L1	369	199	135.75	1.8543	0.090452	0.38956	-0.27898	0.042222	0.026981	0.023958	-0.20351	0.085942	-0.17586	0.063322	-0.20658	0.043006	0.081044	0.036047	-0.13837	0.027813	0.036877	0.020935	0.0030727	0.12034	-0.2569	0.094829
subfamily	L1M3	L1	6458	4218	3017.3	1.5311	0.085823	0.39798	-0.13398	0.011491	0.072343	0.0058373	-0.32183	0.019252	-0.19049	0.013059	-0.16829	0.0096429	0.087785	0.0077818	-0.095055	0.00652	0.042566	0.0042638	-0.15354	0.027065	-0.27828	0.019634
subfamily	L1M3a	L1	583	261	178.98	2.2337	0.18008	0.38277	-0.11578	0.037805	0.25738	0.026823	-0.8357	0.094314	-0.91	0.078865	0.14729	0.055085	0.45529	0.051584	0.02693	0.032631	0.23204	0.029653	-0.98299	0.14033	-1.3653	0.12452
subfamily	L1M3b	L1	553	266	198.19	2.0789	0.1203	0.37776	-0.39338	0.031333	0.025648	0.021247	0.056954	0.066335	-0.1253	0.051814	-0.25438	0.036949	0.08793	0.032207	-0.21975	0.021872	0.021017	0.017406	0.31133	0.09623	-0.21323	0.079542
subfamily	L1M3c	L1	980	462	315.3	2.1212	0.14069	0.38187	-0.33569	0.030153	0.035302	0.014534	0.0047975	0.054506	-0.11242	0.034573	-0.25705	0.027123	0.074605	0.023585	-0.19332	0.01774	0.029265	0.012178	0.26185	0.076537	-0.18703	0.054508
subfamily	L1M3d	L1	461	265	179.65	1.7396	0.090566	0.3742	-0.38317	0.031587	0.056123	0.020604	0.045601	0.07026	-0.17465	0.052729	-0.30147	0.03634	0.068493	0.030837	-0.23426	0.023553	0.030032	0.016853	0.34707	0.10296	-0.24314	0.08024
subfamily	L1M3de	L1	421	184	131.78	2.288	0.086957	0.38245	-0.33408	0.034783	0.069288	0.025671	-0.18954	0.086038	-0.32459	0.066028	-0.1147	0.053584	0.17306	0.044153	-0.13098	0.030565	0.075791	0.023657	-0.074846	0.13069	-0.49765	0.10344
subfamily	L1M3e	L1	747	400	271.8	1.8675	0.18	0.38357	-0.3373	0.026288	0.032688	0.018495	-0.022662	0.064652	-0.13719	0.050167	-0.2449	0.033155	0.080954	0.029724	-0.19273	0.020693	0.024224	0.016109	0.22223	0.092013	-0.21815	0.075485
subfamily	L1M3f	L1	676	310	195.12	2.1806	0.093548	0.38819	-0.27192	0.033076	0.0030437	0.0191	-0.13413	0.071298	-0.042008	0.054103	-0.27363	0.044774	0.047218	0.038157	-0.168	0.028392	0.013855	0.020386	0.1395	0.11055	-0.089226	0.085964
subfamily	L1M4	L1	20038	9841	6142.1	2.0362	0.085154	0.40514	-0.029489	0.00857	0.093887	0.0041956	-0.49028	0.0128	-0.22457	0.0088571	-0.13979	0.0062326	0.096073	0.0052137	-0.052665	0.0043074	0.048209	0.0028312	-0.35048	0.017702	-0.32064	0.013122
subfamily	L1M4a1	L1	2498	1318	874.69	1.8953	0.10319	0.3913	-0.18203	0.021585	0.08192	0.010265	-0.24198	0.033612	-0.17773	0.0217	-0.23237	0.015935	0.063558	0.013816	-0.13585	0.010922	0.03569	0.0074282	-0.0096049	0.045613	-0.24129	0.032814
subfamily	L1M4a2	L1	2022	1134	723.11	1.7831	0.087302	0.39039	-0.15776	0.022493	0.10876	0.012535	-0.32094	0.039091	-0.25315	0.025718	-0.2175	0.016961	0.083354	0.014681	-0.12452	0.011923	0.049759	0.0083105	-0.10344	0.052043	-0.3365	0.037947
subfamily	L1M4b	L1	4143	1561	976.42	2.6541	0.10762	0.39004	-0.2098	0.017677	0.077521	0.0089979	-0.23574	0.031202	-0.21749	0.022335	-0.19927	0.015087	0.096981	0.013048	-0.13081	0.010743	0.049215	0.0072694	-0.036467	0.043415	-0.31447	0.033358
subfamily	L1M4c	L1	3259	1216	782.4	2.6801	0.087993	0.39112	-0.13785	0.021095	0.12201	0.012395	-0.48155	0.037813	-0.39787	0.028997	-0.12542	0.019244	0.17325	0.017835	-0.079987	0.011805	0.090936	0.0096813	-0.35613	0.052848	-0.57111	0.044731
subfamily	L1M5	L1	53239	29957	20320	1.7772	0.08856	0.40053	-0.12044	0.0041012	0.059794	0.002072	-0.31474	0.0068854	-0.12848	0.0046994	-0.20702	0.0033455	0.048376	0.0027861	-0.098429	0.0023024	0.027621	0.0015172	-0.10772	0.0095383	-0.17685	0.0069674
subfamily	L1M6	L1	5583	2992	2066.3	1.866	0.10628	0.38895	-0.29226	0.009286	0.026285	0.0052598	-0.033529	0.019429	-0.054135	0.01357	-0.28821	0.0095155	0.012041	0.0079976	-0.18116	0.0063967	0.0059367	0.0044561	0.25468	0.026948	-0.066175	0.020048
subfamily	L1M6B	L1	622	493	347.92	1.2617	0.13185	0.40008	-0.16179	0.022176	0.039569	0.01338	-0.28512	0.046449	-0.10074	0.035063	-0.20706	0.022242	0.04436	0.018721	-0.10618	0.014493	0.01832	0.0098398	-0.078063	0.064379	-0.1451	0.049964
subfamily	L1M7	L1	3186	1628	1113.5	1.957	0.096437	0.39112	-0.24117	0.014029	0.038466	0.0079801	-0.14156	0.027482	-0.088518	0.020422	-0.25909	0.014009	0.034545	0.011958	-0.15164	0.0091622	0.019788	0.006712	0.11753	0.038735	-0.12306	0.030305
subfamily	L1M8	L1	1659	904	612.3	1.8352	0.087389	0.38921	-0.22722	0.02038	0.051299	0.01039	-0.19932	0.040359	-0.15119	0.025809	-0.26313	0.018823	0.047453	0.015122	-0.16154	0.013144	0.020731	0.0083551	0.063804	0.05528	-0.19864	0.038112
subfamily	L1MA1	L1	4134	2666	1859.6	1.5506	0.17404	0.38211	-0.3785	0.010068	-0.0073995	0.0054999	0.12343	0.019795	-0.0073574	0.014201	-0.31682	0.010193	0.014312	0.0095078	-0.23083	0.0066611	-0.0067755	0.0051237	0.44025	0.027802	-0.021669	0.022308
subfamily	L1MA10	L1	4829	3555	2555.5	1.3584	0.077356	0.38967	-0.27894	0.009205	0.020822	0.0046832	-0.043569	0.018602	-0.056772	0.013412	-0.26742	0.0099415	0.02803	0.0087675	-0.17348	0.0064436	0.010295	0.0045736	0.22386	0.026849	-0.084802	0.021043
subfamily	L1MA2	L1	7344	4279	2841	1.7163	0.16219	0.3857	-0.31187	0.0084078	0.015882	0.0049586	-0.058634	0.017114	-0.087903	0.013085	-0.26974	0.0089523	0.048692	0.0080207	-0.18511	0.0058536	0.015374	0.004579	0.2111	0.024065	-0.1366	0.01981
subfamily	L1MA3	L1	8683	4844	3148.9	1.7925	0.10178	0.38536	-0.31166	0.0086661	0.011572	0.0047822	-0.028977	0.016779	-0.053599	0.011453	-0.29673	0.0078767	0.027181	0.00683	-0.19428	0.005276	0.0081163	0.0037827	0.26775	0.022817	-0.08078	0.017021
subfamily	L1MA4	L1	9655	5837	3822.2	1.6541	0.081377	0.38616	-0.29021	0.0079237	0.025372	0.0045183	-0.064477	0.015428	-0.071346	0.011225	-0.27862	0.0077496	0.038727	0.0068822	-0.17957	0.0050478	0.017031	0.0036879	0.21414	0.021598	-0.11007	0.016959
subfamily	L1MA4A	L1	6004	3200	2044.2	1.8762	0.094687	0.38796	-0.29408	0.010496	0.019246	0.0062016	-0.027331	0.020152	-0.03719	0.014365	-0.28865	0.0096481	0.021232	0.0085368	-0.18522	0.0065641	0.0061762	0.0047021	0.26132	0.027641	-0.058422	0.021215
subfamily	L1MA5	L1	4267	2473	1587	1.7254	0.086939	0.38819	-0.26469	0.011885	0.035589	0.0069941	-0.12658	0.024439	-0.10662	0.018046	-0.26255	0.012179	0.046078	0.010555	-0.16027	0.0078438	0.026701	0.0055845	0.13596	0.03435	-0.1527	0.027043
subfamily	L1MA5A	L1	3333	2174	1500.2	1.5331	0.092456	0.39316	-0.23727	0.011906	0.017485	0.0066045	-0.14802	0.023477	-0.056593	0.018126	-0.25681	0.012382	0.030529	0.011025	-0.14401	0.0081768	0.017275	0.0062043	0.10879	0.03346	-0.087122	0.027513
subfamily	L1MA6	L1	5209	3027	2005.6	1.7208	0.086554	0.38196	-0.35775	0.0092878	0.011365	0.0056548	0.024888	0.021359	-0.081006	0.017378	-0.26346	0.012277	0.063306	0.011249	-0.19046	0.0075768	0.029295	0.0062684	0.28835	0.031541	-0.14431	0.027279
subfamily	L1MA7	L1	8236	5203	3628.1	1.5829	0.092831	0.38755	-0.28293	0.0082682	0.033632	0.0044187	-0.061069	0.016041	-0.083423	0.011425	-0.25946	0.0080749	0.043651	0.006894	-0.17255	0.0054004	0.018489	0.0038273	0.19839	0.022574	-0.12707	0.017198
subfamily	L1MA8	L1	10603	6466	4311.5	1.6398	0.078874	0.38822	-0.28074	0.0076119	0.022957	0.0042599	-0.066624	0.015136	-0.068053	0.011057	-0.26126	0.0079042	0.044287	0.0069703	-0.16739	0.0050714	0.020876	0.0036891	0.19464	0.021791	-0.11234	0.017148
subfamily	L1MA9	L1	15796	8687	5812.9	1.8183	0.082767	0.38656	-0.31205	0.0061132	0.021898	0.0037377	-0.02531	0.012615	-0.070169	0.009731	-0.26529	0.0068071	0.037743	0.0058595	-0.1774	0.004334	0.017842	0.0032543	0.23998	0.018113	-0.10791	0.014752
subfamily	L1MB1	L1	5905	3274	2194.5	1.8036	0.084301	0.38336	-0.35467	0.0091077	0.0069991	0.0051218	0.06841	0.019238	-0.031467	0.014162	-0.28342	0.010783	0.037137	0.0097268	-0.20187	0.006873	0.013036	0.0053416	0.35183	0.027875	-0.068604	0.02249
subfamily	L1MB2	L1	8486	4654	2642.3	1.8234	0.080791	0.40819	-0.037323	0.010554	0.063029	0.0070046	-0.59868	0.02113	-0.2641	0.022404	-0.083973	0.014118	0.13396	0.013974	-0.0084761	0.0076936	0.07236	0.0077847	-0.51471	0.033085	-0.39806	0.035405
subfamily	L1MB3	L1	16769	9613	6099.9	1.7444	0.088422	0.42524	0.090213	0.0078478	0.047774	0.003922	-0.63723	0.011714	-0.13565	0.0083303	-0.094062	0.005923	0.053291	0.0048393	0.025881	0.0040908	0.033031	0.0026153	-0.54317	0.016469	-0.18894	0.012219
subfamily	L1MB4	L1	8635	4900	3052	1.7622	0.087551	0.41263	0.021165	0.011192	0.068273	0.0060678	-0.61547	0.017332	-0.21217	0.013203	-0.11815	0.0083964	0.085199	0.0076177	-0.0087399	0.0054482	0.05027	0.0041703	-0.49733	0.023657	-0.29737	0.019468
subfamily	L1MB5	L1	9395	5011	3135.9	1.8749	0.084215	0.42651	0.15006	0.011607	0.091624	0.0059223	-0.7015	0.016756	-0.19917	0.012004	-0.067141	0.0081797	0.075214	0.0067004	0.038932	0.0057067	0.042389	0.003624	-0.63436	0.023132	-0.27438	0.017453
subfamily	L1MB7	L1	22413	11128	6937.6	2.0141	0.082854	0.41504	0.043799	0.00729	0.065114	0.0037646	-0.5766	0.011028	-0.15465	0.0078199	-0.15496	0.0051678	0.044998	0.0042691	-0.022684	0.0036958	0.029316	0.0023743	-0.42165	0.014887	-0.19965	0.011082
subfamily	L1MB8	L1	16057	8548	5198.2	1.8785	0.083411	0.40964	-0.02199	0.0083198	0.054366	0.0042501	-0.48411	0.013264	-0.13884	0.0094291	-0.17337	0.0064197	0.046374	0.0054276	-0.051214	0.0044804	0.026347	0.002965	-0.31074	0.018393	-0.18522	0.013913
subfamily	L1MC	L1	7845	5840	4141.3	1.3433	0.086986	0.39904	-0.13824	0.011006	0.062761	0.0047535	-0.29481	0.01637	-0.14893	0.010474	-0.19194	0.0079147	0.062957	0.006188	-0.097516	0.0058911	0.035886	0.0034941	-0.10287	0.022859	-0.21188	0.015639
subfamily	L1MC1	L1	12651	6918	4128.9	1.8287	0.082538	0.39554	-0.2053	0.0081867	0.025617	0.0043992	-0.16738	0.014504	-0.051617	0.0095679	-0.25857	0.0068386	0.016971	0.0057585	-0.14247	0.0046951	0.0080938	0.003118	0.091186	0.019696	-0.068588	0.014191
subfamily	L1MC2	L1	6066	3254	2009.4	1.8642	0.085741	0.40078	-0.12046	0.013396	0.067372	0.0071147	-0.31933	0.022439	-0.14317	0.014698	-0.20011	0.010017	0.049785	0.0084021	-0.10048	0.0070858	0.02539	0.0045854	-0.11921	0.030283	-0.19295	0.0215
subfamily	L1MC3	L1	12680	6239	3959.6	2.0324	0.092483	0.39611	-0.20112	0.0088719	0.040777	0.0041309	-0.17289	0.016381	-0.11385	0.012448	-0.21124	0.0087754	0.05031	0.0076274	-0.12471	0.0057501	0.027561	0.0041757	0.038352	0.023843	-0.16416	0.019237
subfamily	L1MC4	L1	24326	11993	8115.1	2.0283	0.087301	0.40829	-0.044416	0.0063552	0.050322	0.0033701	-0.43251	0.01041	-0.10505	0.0072541	-0.19335	0.004836	0.030646	0.0040282	-0.064247	0.0034089	0.019418	0.0022052	-0.23915	0.014131	-0.1357	0.010412
subfamily	L1MC4a	L1	10088	5782	3732.7	1.7447	0.085956	0.40607	-0.071657	0.0092076	0.050339	0.0047874	-0.40419	0.015595	-0.12061	0.010973	-0.18842	0.0074158	0.043769	0.0061875	-0.069999	0.0051512	0.026143	0.0034046	-0.21577	0.021388	-0.16438	0.015921
subfamily	L1MC5	L1	14989	8963	6130	1.6723	0.090818	0.41172	-0.012584	0.0070774	0.039517	0.0038178	-0.47669	0.011554	-0.079386	0.0082885	-0.1864	0.0053361	0.02528	0.0044984	-0.046313	0.0037823	0.017954	0.0024564	-0.29028	0.015685	-0.10467	0.011795
subfamily	L1MC5a	L1	16571	10066	6902	1.6462	0.096165	0.41179	-0.0099443	0.0069947	0.044614	0.0037515	-0.48195	0.011094	-0.086895	0.0080587	-0.18217	0.0052215	0.02883	0.0042796	-0.046813	0.0036849	0.017493	0.0023828	-0.29978	0.015176	-0.11572	0.011426
subfamily	L1MCa	L1	7274	2929	1944.4	2.4834	0.079549	0.39051	-0.23303	0.011761	0.055111	0.0064778	-0.23051	0.022605	-0.21705	0.016512	-0.18983	0.01192	0.099432	0.010354	-0.12305	0.0077517	0.053835	0.0056524	-0.040683	0.032202	-0.31648	0.0253
subfamily	L1MCb	L1	2114	980	689.23	2.1571	0.095918	0.37971	-0.3991	0.01591	0.020291	0.0082644	0.17156	0.034044	-0.041598	0.024921	-0.28246	0.01821	0.035804	0.015747	-0.22781	0.011675	0.006952	0.0083415	0.45402	0.049556	-0.077402	0.038944
subfamily	L1MCc	L1	3263	1408	1002.1	2.3175	0.086648	0.38417	-0.33718	0.01481	0.016161	0.0074207	0.053362	0.028465	-0.04214	0.019318	-0.31948	0.013933	-0.0044214	0.011952	-0.21448	0.0097563	-0.0036077	0.0067016	0.37285	0.039349	-0.037719	0.029212
subfamily	L1MD	L1	8610	5848	4132.2	1.4723	0.089945	0.40138	-0.094862	0.0097368	0.076707	0.0047256	-0.3641	0.01545	-0.16661	0.010342	-0.18868	0.0073961	0.060601	0.0059569	-0.08955	0.0051724	0.031829	0.0031817	-0.17542	0.021264	-0.22721	0.01509
subfamily	L1MD1	L1	6624	2705	1655.9	2.4488	0.096118	0.39885	-0.15006	0.013372	0.056967	0.0069431	-0.25678	0.023195	-0.10894	0.0159	-0.23234	0.010234	0.027282	0.008612	-0.1185	0.0072437	0.016813	0.0046974	-0.024437	0.031004	-0.13622	0.022541
subfamily	L1MD2	L1	10522	5297	3245.2	1.9864	0.094393	0.4046	-0.087349	0.0098628	0.062471	0.0052922	-0.4064	0.017077	-0.17184	0.012324	-0.16563	0.0080514	0.062858	0.006979	-0.068574	0.0055944	0.034262	0.0039231	-0.24077	0.023379	-0.2347	0.018047
subfamily	L1MD3	L1	5107	3335	2204.9	1.5313	0.086357	0.40834	-0.064596	0.012246	0.051985	0.0063295	-0.40453	0.021692	-0.14018	0.016616	-0.15368	0.010941	0.059368	0.0096712	-0.053117	0.0070965	0.034143	0.005141	-0.25085	0.03063	-0.19955	0.025106
