subfamily	orientation	family	n_copies_with_reads	chr_mean	cyto_mean	chrRNA_neb_mean	log2_retention_rep1	log2_retention_rep2	log2_retention	reps_agree
L1M3e	sense	L1	1	7.5107	27.9546	3.7576	-1.0715	-2.1694	-1.6204	yes
L1MC4a	antisense	L1	34	67.5954	209.9694	2.4058	-1.1159	-2.1452	-1.6306	yes
AluYf1	antisense	Alu	8	7.0972	37.6306	1.6943	0.2109	-3.4796	-1.6344	NO
L1ME3F	sense	L1	30	556.3756	1760.2474	283.5694	-1.5139	-1.7985	-1.6562	yes
L1PA14	antisense	L1	5	1.0296	15.3606	0.1385	-4.9874	1.6131	-1.6871	NO
AluYk4	antisense	Alu	2	0.1716	6.7581	0.0000	0.0000	-3.4339	-1.7170	yes
L1MD	antisense	L1	20	36.8588	121.3432	3.0325	-1.2310	-2.2073	-1.7192	yes
Alu	sense	Alu	44	141.6969	498.2840	140.0890	-2.1484	-1.3355	-1.7420	yes
L1MC5	antisense	L1	62	62.0899	219.3429	74.1543	-2.0989	-1.4102	-1.7546	yes
AluJb	antisense	Alu	660	523.4097	1798.9662	500.3313	-1.9112	-1.6394	-1.7753	yes
AluSz	antisense	Alu	502	373.2414	1289.0105	244.4337	-1.7950	-1.7752	-1.7851	yes
AluJo	antisense	Alu	415	291.2485	1011.6114	348.8726	-1.9257	-1.6515	-1.7886	yes
AluYj4	sense	Alu	39	114.4310	402.2800	121.0236	-2.0046	-1.5824	-1.7935	yes
AluJr	sense	Alu	941	6460.9549	22691.8864	6896.6191	-1.8122	-1.8122	-1.8122	yes
L1M5	sense	L1	279	4583.1005	16609.0486	2244.8542	-1.8222	-1.8934	-1.8578	yes
SVA_B	antisense	SVA	16	54.6962	207.9737	164.1402	-1.8023	-2.0124	-1.9073	yes
AluSq4	sense	Alu	18	47.7857	194.3063	57.5946	-2.1908	-1.7024	-1.9466	yes
SVA_C	antisense	SVA	11	12.9781	72.3433	19.9533	-1.0199	-2.9293	-1.9746	yes
AluYh3	sense	Alu	19	58.6665	245.3018	59.6008	-2.5626	-1.4238	-1.9932	yes
L1M6	sense	L1	27	707.3906	2841.8891	248.9679	-1.7468	-2.2521	-1.9995	yes
L1PA11	antisense	L1	14	12.1905	50.0733	14.0411	-2.2949	-1.7138	-2.0044	yes
AluJr4	antisense	Alu	84	43.0204	175.2567	28.1093	-1.7293	-2.2827	-2.0060	yes
AluSg7	sense	Alu	88	445.2076	1825.0764	517.0211	-2.1986	-1.8690	-2.0338	yes
AluSq2	antisense	Alu	303	222.2244	947.0996	178.4940	-2.1897	-1.9727	-2.0812	yes
AluSq10	sense	Alu	32	54.4312	250.0642	96.7782	-2.6521	-1.5191	-2.0856	yes
AluSz6	sense	Alu	437	3105.2022	13176.7116	3446.2652	-2.1536	-2.0185	-2.0860	yes
AluSg	antisense	Alu	192	169.5558	731.4456	112.5449	-2.2222	-1.9651	-2.0937	yes
SVA_B	sense	SVA	10	94.2847	412.2585	111.3581	-1.6839	-2.5187	-2.1013	yes
AluY	antisense	Alu	469	321.4250	1411.5932	222.0539	-2.4749	-1.7431	-2.1090	yes
AluSq	antisense	Alu	76	67.3627	293.6820	68.2478	-2.1397	-2.0801	-2.1099	yes
AluSc5	sense	Alu	50	309.3357	1380.8571	314.9360	-2.1127	-2.1917	-2.1522	yes
SVA_F	antisense	SVA	31	53.2544	246.3753	163.0597	-2.7980	-1.6630	-2.2305	yes
AluJb	sense	Alu	1426	8826.1555	42103.3934	10747.3357	-2.3074	-2.2017	-2.2546	yes
AluJr	antisense	Alu	415	363.0627	1743.2083	311.2206	-2.2831	-2.2350	-2.2590	yes
AluSg4	antisense	Alu	31	22.8826	125.9543	17.8179	-2.6295	-1.9446	-2.2871	yes
AluJo	sense	Alu	891	5341.5928	26983.7408	6657.0800	-2.2970	-2.3739	-2.3355	yes
AluSq	sense	Alu	164	849.3816	4362.8513	940.7409	-2.4416	-2.2784	-2.3600	yes
L1ME4c	sense	L1	57	1020.5079	5300.0941	371.2297	-2.1891	-2.5556	-2.3723	yes
L1MB4	antisense	L1	20	23.8577	127.0278	15.0895	-2.3165	-2.4323	-2.3744	yes
AluYm1	antisense	Alu	27	8.8835	52.9913	12.1755	-2.3395	-2.5169	-2.4282	yes
L1MA6	sense	L1	14	97.4904	588.8911	31.2410	-1.7541	-3.1664	-2.4602	yes
AluSp	antisense	Alu	309	266.0266	1479.9303	175.1653	-2.5065	-2.4405	-2.4735	yes
AluSg4	sense	Alu	71	273.2244	1528.0080	315.3693	-2.4568	-2.5003	-2.4786	yes
AluSx3	antisense	Alu	155	118.5723	685.2124	86.6667	-2.7057	-2.3105	-2.5081	yes
AluYb9	sense	Alu	3	8.2596	50.9956	20.3958	-3.1820	-1.8358	-2.5089	yes
AluSx1	sense	Alu	1173	6443.3438	36674.6999	5900.2390	-2.6113	-2.4135	-2.5124	yes
L1M	antisense	L1	3	0.5148	33.7905	0.7251	0.0000	-5.0786	-2.5393	yes
L1ME3B	sense	L1	54	644.4461	3828.1762	544.0561	-2.6569	-2.4758	-2.5663	yes
AluSc	sense	Alu	335	1959.2719	11652.1822	1782.6689	-2.5334	-2.6039	-2.5687	yes
AluSq2	sense	Alu	651	3655.8749	22454.8551	3359.1068	-2.6803	-2.5643	-2.6223	yes
AluSx3	sense	Alu	309	2096.0076	13161.1997	1839.9825	-2.7504	-2.5545	-2.6524	yes
L1MEf	antisense	L1	38	31.0338	205.2070	11.4112	-2.6301	-2.7213	-2.6757	yes
AluSp	sense	Alu	609	3916.5619	25868.0208	3334.0200	-2.7539	-2.6942	-2.7240	yes
AluY	sense	Alu	975	5002.0776	36036.3404	4151.3833	-2.9840	-2.7255	-2.8547	yes
AluYh3	antisense	Alu	13	8.6652	70.1964	8.4051	-4.0769	-1.6374	-2.8572	yes
AluYh9	sense	Alu	1	1.5365	18.2786	2.1425	-3.3505	-2.4181	-2.8843	yes
AluSc8	antisense	Alu	88	77.1580	578.6101	77.4187	-2.8477	-2.9344	-2.8911	yes
AluSz	sense	Alu	1021	5697.4483	42686.7364	5619.2395	-2.9655	-2.8483	-2.9069	yes
L1M4c	antisense	L1	12	19.8571	171.5678	22.2956	-2.4010	-3.4329	-2.9169	yes
AluYk2	antisense	Alu	3	1.4194	24.1144	0.2769	-1.6275	-4.3555	-2.9915	yes
AluSg	sense	Alu	393	2203.9366	17891.9060	1935.4937	-3.1170	-2.9318	-3.0244	yes
L1M	sense	L1	3	30.8615	274.3299	17.5346	-3.0679	-3.1622	-3.1150	yes
AluYb8	sense	Alu	22	55.2346	500.7334	39.8830	-3.1105	-3.1986	-3.1546	yes
AluSx	antisense	Alu	536	390.6988	3575.5113	289.1705	-3.4583	-2.9174	-3.1879	yes
SVA_D	sense	SVA	71	394.2694	3705.9107	913.6119	-3.3516	-3.1030	-3.2273	yes
AluYm1	sense	Alu	48	212.3443	2135.3437	145.1263	-3.4632	-3.1969	-3.3300	yes
AluYf1	sense	Alu	13	117.3252	1203.4535	65.9933	-3.4730	-3.2345	-3.3538	yes
L1ME3B	antisense	L1	25	19.7558	212.8873	10.5669	-3.3360	-3.3849	-3.3604	yes
L1ME3D	antisense	L1	10	5.7560	70.3476	1.1076	-3.3496	-3.4264	-3.3880	yes
L1MEg2	sense	L1	7	3.6344	54.8357	4.8645	-3.6663	-3.4716	-3.5689	yes
L1ME3F	antisense	L1	18	29.3408	371.4074	6.8164	-3.8550	-3.3223	-3.5887	yes
AluYa5	antisense	Alu	17	5.8573	83.7126	2.6763	-3.8735	-3.3270	-3.6002	yes
SVA_F	sense	SVA	36	122.1450	1609.1051	185.8677	-3.6875	-3.7269	-3.7072	yes
AluSx	sense	Alu	1121	5899.6798	78677.8693	5218.0396	-3.8579	-3.6201	-3.7390	yes
AluSc8	sense	Alu	209	996.5229	13602.1394	901.5317	-3.7197	-3.8143	-3.7670	yes
L1PA17	antisense	L1	6	1.3024	31.7948	2.5907	-2.8818	-4.9511	-3.9164	yes
AluYd8	sense	Alu	2	0.4523	21.1965	0.0000	-3.1026	-4.8090	-3.9558	yes
AluYa5	sense	Alu	34	3050.1477	52074.1237	102.4463	-4.0730	-4.1159	-4.0945	yes
AluYi6	sense	Alu	5	16.5895	304.4315	8.8990	-4.4621	-3.9425	-4.2023	yes
L1MDb	sense	L1	8	121.5361	2994.1196	198.4536	-4.6280	-4.5949	-4.6115	yes
SVA_C	sense	SVA	10	23.1404	644.3466	88.7078	-4.4512	-4.9972	-4.7242	yes
L1M4c	sense	L1	27	940.4537	50314.5690	230.7231	-5.3219	-6.1189	-5.7204	yes
