cell_line	rbp	element	subfamily	orientation	n_peaks_rbp	loci_in_cat	bg_loci_in_cat	n_peaks_bg	pooled_loci_in_cat	fold_enrichment	p_fisher_greater	q_BH
HepG2	HNRNPM	L1	L1MEc	antisense	22936	103	594	914616	697	6.9147	1.084e-47	5.130e-45
HepG2	QKI	L1	L1MC5a	antisense	15371	66	293	922181	359	13.5142	1.514e-47	7.074e-45
HepG2	MATR3	L1	L1M4	antisense	14172	71	408	923380	479	11.3383	1.046e-46	4.824e-44
HepG2	MATR3	L1	L1PA15	antisense	14172	54	180	923380	234	19.5466	1.484e-46	6.754e-44
HepG2	HNRNPM	L1	L1MDa	antisense	22936	60	147	914616	207	16.2763	4.315e-46	1.939e-43
HepG2	QKI	L1	L1MA3	antisense	15371	61	250	922181	311	14.6387	7.974e-46	3.539e-43
HepG2	ILF3	Alu	AluSg	sense	7515	39	120	930037	159	40.2212	1.376e-45	6.030e-43
HepG2	PTBP1	Alu	AluJo	antisense	14033	130	1777	923519	1907	4.8145	5.636e-45	2.440e-42
HepG2	SUGP2	L1	L1MC4	antisense	33352	133	740	904200	873	4.8726	1.159e-44	4.958e-42
HepG2	HLTF	L1	L1MEc	sense	14672	35	34	922880	69	64.7508	2.056e-44	8.690e-42
HepG2	HNRNPM	L1	L1PB1	antisense	22936	66	213	914616	279	12.3562	2.465e-44	1.030e-41
HepG2	HNRNPL	L1	L1MC5a	antisense	14585	61	298	922967	359	12.9537	2.960e-43	1.222e-40
HepG2	U2AF2	L1	L1M5	antisense	26817	99	521	910735	620	6.4533	3.306e-43	1.349e-40
HepG2	XPO5	Alu	AluSx1	sense	7790	58	511	929762	569	13.5469	3.587e-43	1.447e-40
HepG2	SUGP2	L1	L1MDa	antisense	33352	65	142	904200	207	12.4099	2.091e-42	8.342e-40
HepG2	SUGP2	L1	L1PB1	antisense	33352	74	205	904200	279	9.7863	2.516e-42	9.927e-40
HepG2	SUGP2	L1	L1MCa	antisense	33352	65	143	904200	208	12.3231	2.935e-42	1.145e-39
HepG2	MATR3	L1	L1M2	antisense	14172	54	226	923380	280	15.5681	3.908e-42	1.492e-39
HepG2	SUGP2	L1	L1MA4	antisense	33352	84	286	904200	370	7.9626	3.875e-42	1.492e-39
HepG2	KHSRP	L1	L1ME4a	antisense	12425	59	345	925127	404	12.7332	7.958e-42	3.006e-39
HepG2	ILF3	Alu	AluSg	antisense	7515	53	439	930037	492	14.9411	1.305e-41	4.878e-39
HepG2	HNRNPM	L1	L1PA15	antisense	22936	59	175	914616	234	13.4442	1.617e-41	5.980e-39
HepG2	ILF3	Alu	AluY	sense	7515	42	215	930037	257	24.1759	5.193e-41	1.901e-38
HepG2	HNRNPK	L1	L1MB3	antisense	9867	61	518	927685	579	11.0717	2.200e-40	7.970e-38
HepG2	QKI	L1	L1MB7	antisense	15371	80	648	922181	728	7.4068	4.771e-40	1.711e-37
HepG2	QKI	L1	L1M5	antisense	15371	74	546	922181	620	8.1312	1.296e-39	4.601e-37
HepG2	HNRNPM	L1	L1PREC2	antisense	22936	45	81	914616	126	22.1538	1.410e-39	4.956e-37
HepG2	HLTF	L1	L1MDa	sense	14672	29	21	922880	50	86.8630	2.079e-39	7.238e-37
HepG2	HNRNPL	L1	L1ME4b	antisense	14585	53	241	922967	294	13.9168	3.546e-39	1.222e-36
HepG2	ILF3	Alu	AluSp	antisense	7515	44	285	930037	329	19.1064	5.959e-39	2.034e-36
HepG2	MATR3	L1	L1MA3	antisense	14172	53	258	923380	311	13.3846	1.752e-38	5.922e-36
HepG2	SUGP2	L1	L1MC1	antisense	33352	80	292	904200	372	7.4276	2.154e-38	7.214e-36
HepG2	SUGP2	L1	L1M4c	antisense	33352	52	95	904200	147	14.8396	3.133e-37	1.039e-34
HepG2	QKI	L1	L1MC4a	antisense	15371	53	255	922181	308	12.4695	5.626e-37	1.849e-34
HepG2	SUGP2	L1	L1MB7	antisense	33352	110	618	904200	728	4.8256	6.567e-37	2.139e-34
HepG2	QKI	L1	L1MC4	antisense	15371	83	790	922181	873	6.3033	8.222e-37	2.654e-34
HepG2	SUGP2	L1	L1PA15	antisense	33352	63	171	904200	234	9.9882	1.048e-36	3.353e-34
HepG2	MATR3	L1	L1MA4	antisense	14172	55	315	923380	370	11.3763	1.256e-36	3.981e-34
HepG2	XPO5	Alu	AluSx	sense	7790	51	504	929762	555	12.0774	6.116e-36	1.922e-33
HepG2	HLTF	L1	L1ME1	sense	14672	41	132	922880	173	19.5374	1.162e-35	3.586e-33
HepG2	HNRNPM	L1	L1MB7	antisense	22936	90	638	914616	728	5.6253	1.159e-35	3.586e-33
HepG2	PTBP1	L1	L1MEg	antisense	14033	52	291	923519	343	11.7600	2.316e-35	7.089e-33
HepG2	HNRNPL	L1	L1ME4a	antisense	14585	56	348	922967	404	10.1833	5.664e-35	1.719e-32
HepG2	PTBP1	Alu	AluSz	antisense	14033	106	1542	923519	1648	4.5239	8.128e-35	2.445e-32
HepG2	MATR3	L1	L1PA16	antisense	14172	45	196	923380	241	14.9591	9.751e-35	2.909e-32
HepG2	HNRNPM	L1	L1MA4A	antisense	22936	56	214	914616	270	10.4351	1.296e-34	3.835e-32
HepG2	HLTF	L1	L1MA3	sense	14672	25	17	922880	42	92.5011	1.406e-34	4.124e-32
HepG2	POLR2G	Alu	AluJb	antisense	509	35	3140	937043	3175	20.5201	9.772e-34	2.844e-31
HepG2	HNRNPM	L1	L1PA7	antisense	22936	62	294	914616	356	8.4094	1.557e-33	4.493e-31
HepG2	HNRNPL	L1	L1MC5	antisense	14585	54	344	922967	398	9.9338	2.665e-33	7.631e-31
HepG2	HLTF	L1	L1MEf	sense	14672	29	44	922880	73	41.4573	4.141e-33	1.176e-30
HepG2	HNRNPM	L1	L1MEf	antisense	22936	66	351	914616	417	7.4982	5.372e-33	1.514e-30
HepG2	QKI	L1	L1ME4a	antisense	15371	55	349	922181	404	9.4548	7.792e-33	2.178e-30
HepG2	HNRNPK	L1	L1MB8	antisense	9867	48	396	927685	444	11.3962	1.200e-32	3.327e-30
HepG2	SUGP2	L1	L1MCc	antisense	33352	47	93	904200	140	13.7012	1.299e-32	3.575e-30
HepG2	ILF3	Alu	AluSx3	sense	7515	32	158	930037	190	25.0648	4.595e-32	1.255e-29
HepG2	HLTF	L1	L1MB2	sense	14672	26	30	922880	56	54.5140	4.705e-32	1.275e-29
HepG2	MATR3	L1	L1MCa	antisense	14172	40	168	923380	208	15.5132	1.386e-31	3.728e-29
HepG2	QKI	L1	L1MA2	antisense	15371	41	166	922181	207	14.8180	1.608e-31	4.292e-29
HepG2	XPO5	Alu	AluJb	sense	7790	72	1433	929762	1505	5.9968	1.737e-31	4.602e-29
HepG2	ILF3	Alu	AluSc	sense	7515	28	104	930037	132	33.3193	3.094e-31	8.138e-29
HepG2	SUGP2	L1	L1PA16	antisense	33352	58	183	904200	241	8.5925	4.571e-31	1.193e-28
HepG2	MATR3	L1	L1MEg	antisense	14172	48	295	923380	343	10.6015	5.979e-31	1.549e-28
HepG2	MATR3	L1	L1PA10	antisense	14172	31	75	923380	106	26.9308	6.590e-31	1.695e-28
HepG2	SUGP2	L1	L1MD1	antisense	33352	58	186	904200	244	8.4539	9.314e-31	2.379e-28
HepG2	MATR3	L1	L1MC1	antisense	14172	49	323	923380	372	9.8842	2.558e-30	6.487e-28
HepG2	QKI	L1	L1MA8	antisense	15371	36	122	922181	158	17.7034	3.676e-30	9.255e-28
HepG2	HLTF	L1	L1M4	sense	14672	28	54	922880	82	32.6152	8.094e-30	2.024e-27
HepG2	HLTF	L1	L1MB7	sense	14672	35	124	922880	159	17.7542	1.754e-29	4.355e-27
HepG2	PTBP1	L1	L1MEc	antisense	14033	63	634	923519	697	6.5395	3.031e-29	7.473e-27
HepG2	SUGP2	L1	L1MA2	antisense	33352	52	155	904200	207	9.0952	5.417e-29	1.326e-26
HepG2	HNRNPM	L1	L1MA4	antisense	22936	58	312	914616	370	7.4130	5.651e-29	1.374e-26
HepG2	HNRNPK	L1	L1MB5	antisense	9867	37	242	927685	279	14.3748	9.502e-29	2.295e-26
HepG2	MATR3	L1	L1ME1	antisense	14172	64	676	923380	740	6.1685	2.257e-28	5.414e-26
HepG2	MATR3	L1	L1MDa	antisense	14172	37	170	923380	207	14.1808	3.914e-28	9.327e-26
HepG2	XPO5	Alu	AluJr	sense	7790	53	837	929762	890	7.5576	5.084e-28	1.203e-25
HepG2	HNRNPM	L1	L1MB5	antisense	22936	50	229	914616	279	8.7067	5.796e-28	1.363e-25
HepG2	MATR3	L1	L1MA4A	antisense	14172	40	230	923380	270	11.3313	4.984e-27	1.164e-24
HepG2	HNRNPL	L1	L1ME1	sense	14585	34	139	922967	173	15.4790	5.086e-27	1.180e-24
HepG2	HLTF	L1	L1MB3	sense	14672	29	83	922880	112	21.9774	6.812e-27	1.570e-24
HepG2	PTBP1	L1	L1MC4	antisense	14033	67	806	923519	873	5.4706	7.150e-27	1.638e-24
HepG2	SUGP2	L1	L1MA4A	antisense	33352	56	214	904200	270	7.0944	1.530e-26	3.481e-24
HepG2	HNRNPL	L1	L1ME2z	antisense	14585	34	146	922967	180	14.7369	2.036e-26	4.605e-24
HepG2	HLTF	L1	L1MEg	sense	14672	23	36	922880	59	40.1866	2.450e-26	5.506e-24
HepG2	UPF1	Alu	AluSz	sense	10488	45	457	927064	502	8.7039	3.543e-26	7.910e-24
HepG2	SUGP2	L1	L1MB2	antisense	33352	59	247	904200	306	6.4759	4.004e-26	8.884e-24
HepG2	QKI	L1	L1MA7	antisense	15371	34	141	922181	175	14.4668	4.044e-26	8.917e-24
HepG2	POLR2G	Alu	AluJr	antisense	509	25	1931	937043	1956	23.8341	5.226e-26	1.145e-23
HepG2	HNRNPM	L1	L1MCa	antisense	22936	42	166	914616	208	10.0893	6.976e-26	1.519e-23
HepG2	HLTF	L1	L1PA15	sense	14672	25	54	922880	79	29.1207	7.880e-26	1.706e-23
HepG2	HNRNPL	L1	L1MB7	antisense	14585	61	667	922967	728	5.7874	9.330e-26	2.008e-23
HepG2	QKI	L1	L1MC5	antisense	15371	47	351	922181	398	8.0335	1.439e-25	3.077e-23
HepG2	KHSRP	L1	L1M5	antisense	12425	52	568	925127	620	6.8165	2.783e-25	5.917e-23
HepG2	SUGP2	L1	L1MB4	antisense	33352	57	240	904200	297	6.4388	3.450e-25	7.267e-23
HepG2	SUGP2	Alu	AluJr	antisense	33352	169	1787	904200	1956	2.5639	3.460e-25	7.267e-23
HepG2	QKI	L1	L1MA9	antisense	15371	38	209	922181	247	10.9082	3.827e-25	7.993e-23
HepG2	SUGP2	L1	L1M4b	antisense	33352	44	132	904200	176	9.0369	1.088e-24	2.258e-22
HepG2	HNRNPL	L1	L1ME1	antisense	14585	60	680	922967	740	5.5837	1.256e-24	2.593e-22
HepG2	QKI	L1	L1ME3A	antisense	15371	41	265	922181	306	9.2822	1.264e-24	2.594e-22
HepG2	SUGP2	L1	L1ME3B	antisense	33352	46	149	904200	195	8.3698	1.393e-24	2.842e-22
HepG2	SUGP2	L1	L1M6	antisense	33352	35	70	904200	105	13.5554	1.430e-24	2.902e-22
HepG2	SUGP2	L1	L1ME3A	antisense	33352	57	249	904200	306	6.2061	1.648e-24	3.324e-22
HepG2	SUGP2	L1	L1PA10	antisense	33352	35	71	904200	106	13.3645	2.062e-24	4.135e-22
HepG2	HNRNPL	L1	L1M5	sense	14585	30	119	922967	149	15.9534	2.365e-24	4.717e-22
HepG2	MATR3	L1	L1MCc	antisense	14172	29	111	923380	140	17.0225	2.631e-24	5.219e-22
HepG2	HNRNPC	Alu	AluYm1	antisense	12825	16	9	924727	25	128.1839	2.708e-24	5.341e-22
HepG2	SUGP2	L1	L1M4a1	antisense	33352	35	72	904200	107	13.1789	2.958e-24	5.802e-22
HepG2	ILF3	Alu	AluSq	antisense	7515	28	202	930037	230	17.1545	3.237e-24	6.315e-22
HepG2	QKI	L1	L1MB3	antisense	15371	54	525	922181	579	6.1709	3.849e-24	7.467e-22
HepG2	MATR3	L1	L1PA11	antisense	14172	25	69	923380	94	23.6070	4.483e-24	8.650e-22
HepG2	SUGP2	L1	L1MEi	antisense	33352	35	74	904200	109	12.8227	6.010e-24	1.153e-21
HepG2	HLTF	L1	L1MEd	sense	14672	23	50	922880	73	28.9344	7.822e-24	1.493e-21
HepG2	HNRNPM	L1	L1MC1	antisense	22936	52	320	914616	372	6.4800	8.938e-24	1.697e-21
HepG2	PTBP1	Alu	AluSx	antisense	14033	91	1658	923519	1749	3.6120	1.204e-23	2.274e-21
HepG2	QKI	L1	L1MC3	antisense	15371	35	188	922181	223	11.1693	1.392e-23	2.614e-21
HepG2	HNRNPL	L1	L1ME3A	antisense	14585	39	267	922967	306	9.2434	1.707e-23	3.189e-21
HepG2	SUGP2	L1	L1M5	antisense	33352	81	539	904200	620	4.0742	2.018e-23	3.751e-21
HepG2	MATR3	L1	L1MD1	antisense	14172	35	209	923380	244	10.9112	2.264e-23	4.187e-21
HepG2	HNRNPM	L1	L1MC4	antisense	22936	80	793	914616	873	4.0229	2.785e-23	5.124e-21
HepG2	XPO5	Alu	AluSz	sense	7790	37	465	929762	502	9.4969	3.565e-23	6.523e-21
HepG2	HNRNPL	L1	L1ME3G	antisense	14585	37	240	922967	277	9.7560	4.325e-23	7.861e-21
HepG2	PCBP2	Alu	AluJb	antisense	15806	139	3036	921746	3175	2.6699	4.340e-23	7.861e-21
HepG2	ILF3	Alu	AluSc8	sense	7515	20	72	930037	92	34.3771	5.631e-23	1.015e-20
HepG2	MATR3	L1	L1MB2	antisense	14172	38	268	923380	306	9.2384	5.954e-23	1.068e-20
HepG2	POLR2G	Alu	AluSx	antisense	509	22	1727	937043	1749	23.4516	6.673e-23	1.190e-20
HepG2	HNRNPC	Alu	AluYc	antisense	12825	17	18	924727	35	68.0977	7.309e-23	1.297e-20
HepG2	SUGP2	L1	L1MB3	antisense	33352	77	502	904200	579	4.1584	7.975e-23	1.409e-20
HepG2	SUGP2	L1	L1P2	antisense	33352	29	46	904200	75	17.0916	9.710e-23	1.707e-20
HepG2	ILF3	Alu	AluSc	antisense	7515	36	465	930037	501	9.5812	9.950e-23	1.740e-20
HepG2	HNRNPM	L1	L1MEd	antisense	22936	59	452	914616	511	5.2052	1.873e-22	3.259e-20
HepG2	PCBP2	L1	L1MA6	antisense	15806	27	94	921746	121	16.7504	1.916e-22	3.318e-20
HepG2	UPF1	Alu	AluSp	sense	10488	30	204	927064	234	12.9989	1.958e-22	3.374e-20
HepG2	MATR3	L1	L1P2	antisense	14172	22	53	923380	75	27.0456	2.085e-22	3.575e-20
HepG2	UPF1	Alu	AluSx1	sense	10488	43	526	927064	569	7.2260	3.476e-22	5.933e-20
HepG2	HNRNPM	L1	L1PA6	antisense	22936	39	180	914616	219	8.6400	4.581e-22	7.782e-20
HepG2	SUGP2	L1	L1ME2	antisense	33352	44	159	904200	203	7.5024	5.234e-22	8.848e-20
HepG2	SUGP2	Alu	AluJb	antisense	33352	226	2949	904200	3175	2.0777	5.444e-22	9.160e-20
HepG2	HNRNPM	L1	L1M1	antisense	22936	40	194	914616	234	8.2220	6.574e-22	1.101e-19
HepG2	HLTF	L1	L1M1	sense	14672	16	13	922880	29	77.4163	7.184e-22	1.197e-19
HepG2	HNRNPL	L1	L1MA9	antisense	14585	34	213	922967	247	10.1013	8.959e-22	1.486e-19
HepG2	SUGP2	L1	L1MB8	antisense	33352	65	379	904200	444	4.6496	9.345e-22	1.543e-19
HepG2	QKI	L1	L1MA4A	antisense	15371	36	234	922181	270	9.2300	9.581e-22	1.575e-19
HepG2	MATR3	L1	L1M4c	antisense	14172	27	120	923380	147	14.6599	2.794e-21	4.571e-19
HepG2	HLTF	L1	L1MB8	sense	14672	24	80	922880	104	18.8702	3.167e-21	5.157e-19
HepG2	SUGP2	L1	L1MC3	antisense	33352	45	178	904200	223	6.8539	3.830e-21	6.208e-19
HepG2	ILF3	Alu	AluSc8	antisense	7515	26	219	930037	245	14.6927	4.629e-21	7.470e-19
HepG2	KHSRP	L1	L1ME4c	antisense	12425	23	86	925127	109	19.9129	4.907e-21	7.883e-19
HepG2	MATR3	L1	L1PREC2	antisense	14172	25	101	923380	126	16.1275	1.113e-20	1.780e-18
HepG2	MATR3	L1	L1MB4	antisense	14172	35	262	923380	297	8.7039	1.624e-20	2.586e-18
HepG2	SUGP2	L1	L1MC4a	antisense	33352	52	256	904200	308	5.5069	1.657e-20	2.627e-18
HepG2	SUGP2	L1	L1PA4	antisense	33352	27	47	904200	74	15.5743	1.717e-20	2.709e-18
HepG2	MATR3	L1	L1MA2	antisense	14172	30	177	923380	207	11.0433	2.173e-20	3.414e-18
HepG2	HLTF	L1	L1MC1	sense	14672	20	47	922880	67	26.7663	2.196e-20	3.435e-18
HepG2	PTBP1	Alu	AluSx1	antisense	14033	81	1530	923519	1611	3.4841	2.418e-20	3.765e-18
HepG2	HNRNPM	L1	L1MB8	antisense	22936	52	392	914616	444	5.2898	2.925e-20	4.534e-18
HepG2	HNRNPM	L1	L1PA17	antisense	22936	23	46	914616	69	19.9384	3.456e-20	5.311e-18
HepG2	PCBP2	L1	L1MA3	antisense	15806	37	274	921746	311	7.8748	3.446e-20	5.311e-18
HepG2	UPF1	Alu	AluJb	sense	10488	66	1439	927064	1505	4.0542	4.047e-20	6.193e-18
HepG2	ILF3	Alu	AluSq	sense	7515	16	45	930037	61	44.0026	4.126e-20	6.287e-18
HepG2	PCBP2	L1	L1ME1	antisense	15806	56	684	921746	740	4.7744	4.196e-20	6.366e-18
HepG2	UPF1	Alu	AluSx	sense	10488	40	515	927064	555	6.8655	5.121e-20	7.737e-18
HepG2	MATR3	L1	L1PA4	antisense	14172	20	54	923380	74	24.1316	1.032e-19	1.553e-17
HepG2	HNRNPM	L1	L1P4	antisense	22936	18	19	914616	37	37.7781	1.108e-19	1.660e-17
HepG2	HNRNPM	L1	L1PA5	antisense	22936	36	178	914616	214	8.0650	1.223e-19	1.824e-17
HepG2	MATR3	L1	L1PA8A	antisense	14172	21	65	923380	86	21.0502	1.295e-19	1.923e-17
HepG2	QKI	L1	L1MD2	antisense	15371	31	193	922181	224	9.6365	2.009e-19	2.971e-17
HepG2	MATR3	L1	L1PA3	antisense	14172	19	47	923380	66	26.3394	2.227e-19	3.280e-17
HepG2	HLTF	L1	L1PA16	sense	14672	17	29	922880	46	36.8729	2.281e-19	3.347e-17
HepG2	XPO5	Alu	AluJo	sense	7790	39	695	929762	734	6.6975	2.445e-19	3.572e-17
HepG2	PCBP2	L1	L1MC2	antisense	15806	28	144	921746	172	11.3393	2.622e-19	3.816e-17
HepG2	KHSRP	L1	L1ME3G	antisense	12425	31	246	925127	277	9.3828	2.785e-19	4.035e-17
HepG2	HNRNPM	L1	L1ME3A	antisense	22936	42	264	914616	306	6.3440	3.239e-19	4.675e-17
HepG2	HNRNPL	L1	L1MB4	antisense	14585	34	263	922967	297	8.1809	3.362e-19	4.833e-17
HepG2	QKI	L1	L1MEc	antisense	15371	52	645	922181	697	4.8368	5.046e-19	7.223e-17
HepG2	RBFOX2	L1	L1MC1	sense	12115	18	49	925437	67	28.0608	5.111e-19	7.287e-17
HepG2	HNRNPK	L1	L1PA8	antisense	9867	19	76	927685	95	23.5047	5.458e-19	7.751e-17
HepG2	HNRNPL	L1	L1MB7	sense	14585	26	133	922967	159	12.3709	6.345e-19	8.974e-17
HepG2	HNRNPL	L1	L1PA15	sense	14585	20	59	922967	79	21.4515	7.492e-19	1.055e-16
HepG2	SUGP2	L1	L1PREC2	antisense	33352	32	94	904200	126	9.2292	1.315e-18	1.845e-16
HepG2	HNRNPM	L1	L1MD1	antisense	22936	37	207	914616	244	7.1278	1.407e-18	1.967e-16
HepG2	SUGP2	L1	L1PA11	antisense	33352	28	66	904200	94	11.5016	1.752e-18	2.440e-16
HepG2	POLR2G	Alu	AluJo	antisense	509	19	1888	937043	1907	18.5265	4.050e-18	5.617e-16
HepG2	PCBP2	L1	L1MA2	antisense	15806	29	178	921746	207	9.5010	4.207e-18	5.812e-16
HepG2	U2AF2	L1	L1MC5	antisense	26817	50	348	910735	398	4.8795	4.311e-18	5.933e-16
HepG2	SUGP2	L1	L1MB5	antisense	33352	46	233	904200	279	5.3524	6.542e-18	8.967e-16
HepG2	HLTF	L1	L1MCa	sense	14672	13	11	922880	24	74.3373	7.138e-18	9.747e-16
HepG2	HNRNPM	L1	L1PA13	antisense	22936	29	121	914616	150	9.5573	8.088e-18	1.100e-15
HepG2	HNRNPL	L1	L1MC4a	antisense	14585	33	275	922967	308	7.5938	8.304e-18	1.125e-15
HepG2	HNRNPM	L1	L1ME2	antisense	22936	33	170	914616	203	7.7408	1.139e-17	1.538e-15
HepG2	MATR3	L1	L1PB3	antisense	14172	23	111	923380	134	13.5006	1.145e-17	1.540e-15
HepG2	MATR3	L1	L1MC4	antisense	14172	54	819	923380	873	4.2959	1.211e-17	1.622e-15
HepG2	MATR3	L1	L1M4a1	antisense	14172	21	86	923380	107	15.9100	1.646e-17	2.197e-15
HepG2	QKI	L1	L1MC2	antisense	15371	26	146	922181	172	10.6840	1.664e-17	2.213e-15
HepG2	EXOSC5	L1	L1M2	antisense	1361	14	266	936191	280	36.2037	1.813e-17	2.402e-15
HepG2	HNRNPK	L1	L1ME1	antisense	9867	41	699	927685	740	5.5147	2.409e-17	3.180e-15
HepG2	HNRNPC	Alu	AluYh3	antisense	12825	11	6	924727	17	132.1897	3.586e-17	4.715e-15
HepG2	HNRNPM	L1	L1M5	antisense	22936	57	563	914616	620	4.0373	3.967e-17	5.197e-15
HepG2	SUGP2	L1	L1MD2	antisense	33352	40	184	904200	224	5.8937	5.132e-17	6.698e-15
HepG2	HNRNPC	Alu	AluYj4	antisense	12825	14	24	924727	38	42.0604	5.669e-17	7.373e-15
HepG2	HNRNPL	L1	L1ME4a	sense	14585	20	78	922967	98	16.2261	7.288e-17	9.443e-15
HepG2	HNRNPC	Alu	Alu	antisense	12825	15	33	924727	48	32.7743	7.790e-17	1.006e-14
HepG2	HNRNPM	L1	L1PBa	antisense	22936	21	55	914616	76	15.2257	1.136e-16	1.461e-14
HepG2	HNRNPL	L1	L1ME2	sense	14585	16	38	922967	54	26.6450	1.407e-16	1.800e-14
HepG2	HNRNPM	L1	L1MB3	antisense	22936	54	525	914616	579	4.1016	1.410e-16	1.800e-14
HepG2	SUGP2	L1	L1M7	antisense	33352	23	47	904200	70	13.2670	1.658e-16	2.109e-14
HepG2	SUGP2	L1	L1PA8	antisense	33352	26	69	904200	95	10.2157	2.874e-16	3.644e-14
HepG2	MATR3	L1	L1MB7	antisense	14172	47	681	923380	728	4.4968	2.906e-16	3.672e-14
HepG2	QKI	L1	L1MB8	antisense	15371	38	406	922181	444	5.6153	3.071e-16	3.866e-14
HepG2	PTBP1	L1	L1M7	antisense	14033	17	53	923519	70	21.1090	3.491e-16	4.380e-14
HepG2	HNRNPL	L1	L1M2	sense	14585	15	32	922967	47	29.6634	3.530e-16	4.413e-14
HepG2	MATR3	L1	L1MEi	antisense	14172	20	89	923380	109	14.6416	3.800e-16	4.734e-14
HepG2	HLTF	L1	L1M2	sense	14672	15	32	922880	47	29.4847	3.849e-16	4.778e-14
HepG2	HNRNPL	L1	L1ME3A	sense	14585	18	62	922967	80	18.3722	3.996e-16	4.943e-14
HepG2	EXOSC5	L1	L1MA4A	antisense	1361	13	257	936191	270	34.7950	4.133e-16	5.095e-14
HepG2	KHSRP	L1	L1ME1	antisense	12425	44	696	925127	740	4.7070	4.830e-16	5.934e-14
HepG2	HNRNPM	L1	L1M3	antisense	22936	25	99	914616	124	10.0699	5.061e-16	6.184e-14
HepG2	PCBP2	L1	L1MA7	antisense	15806	25	150	921746	175	9.7194	5.069e-16	6.184e-14
HepG2	MATR3	L1	L1M4b	antisense	14172	24	152	923380	176	10.2877	5.279e-16	6.419e-14
HepG2	SUGP2	L1	L1MB1	antisense	33352	27	79	904200	106	9.2657	5.653e-16	6.850e-14
HepG2	EXOSC5	L1	L1PB1	antisense	1361	13	266	936191	279	33.6177	6.315e-16	7.626e-14
HepG2	PCBP2	Alu	AluJr	antisense	15806	88	1868	921746	1956	2.7472	6.708e-16	8.073e-14
HepG2	SUGP2	L1	L1M4a2	antisense	33352	19	28	904200	47	18.3966	7.859e-16	9.426e-14
HepG2	U2AF2	L1	L1ME4a	antisense	26817	47	357	910735	404	4.4711	8.439e-16	1.009e-13
HepG2	HNRNPM	L1	L1PA11	antisense	22936	22	72	914616	94	12.1846	1.008e-15	1.201e-13
HepG2	SUGP2	L1	L1PBa	antisense	33352	23	53	904200	76	11.7651	1.283e-15	1.523e-13
HepG2	HNRNPM	L1	L1MA5	antisense	22936	25	106	914616	131	9.4049	1.964e-15	2.324e-13
HepG2	SUGP2	L1	L1M3f	antisense	33352	18	25	904200	43	19.5198	2.143e-15	2.527e-13
HepG2	MATR3	L1	L1M6	antisense	14172	19	86	923380	105	14.3948	2.692e-15	3.164e-13
HepG2	HNRNPL	L1	L1MA9	sense	14585	16	48	922967	64	21.0940	2.813e-15	3.296e-13
HepG2	KHSRP	L1	L1ME3D	antisense	12425	19	100	925127	119	14.1468	2.887e-15	3.371e-13
HepG2	PCBP2	L1	L1MA4	antisense	15806	34	336	921746	370	5.9010	2.935e-15	3.416e-13
HepG2	U2AF2	L1	L1ME4b	antisense	26817	39	255	910735	294	5.1941	3.010e-15	3.492e-13
HepG2	HNRNPM	L1	L1ME3	antisense	22936	28	145	914616	173	7.7004	3.540e-15	4.094e-13
HepG2	SUGP2	L1	L1ME3	antisense	33352	33	140	904200	173	6.3904	3.554e-15	4.097e-13
HepG2	SUGP2	L1	L1PB3	antisense	33352	29	105	904200	134	7.4877	5.078e-15	5.835e-13
HepG2	QKI	L1	L1ME2z	antisense	15371	24	156	922181	180	9.2300	5.143e-15	5.890e-13
HepG2	SUGP2	L1	L1PA3	antisense	33352	21	45	904200	66	12.6517	7.033e-15	8.028e-13
HepG2	PTBP1	Alu	AluSc8	antisense	14033	26	219	923519	245	7.8131	1.215e-14	1.378e-12
HepG2	U2AF2	L1	L1ME3G	antisense	26817	37	240	910735	277	5.2357	1.214e-14	1.378e-12
HepG2	HLTF	L1	L1PB1	sense	14672	10	7	922880	17	89.8582	1.545e-14	1.747e-12
HepG2	HNRNPM	L1	L1PA14	antisense	22936	17	39	914616	56	17.3822	1.579e-14	1.780e-12
HepG2	MATR3	L1	L1PA13	antisense	14172	21	129	923380	150	10.6067	2.005e-14	2.253e-12
HepG2	U2AF2	L1	L1MC5a	antisense	26817	42	317	910735	359	4.4996	2.257e-14	2.527e-12
HepG2	HNRNPM	L1	L1PA8A	antisense	22936	20	66	914616	86	12.0839	2.266e-14	2.530e-12
HepG2	SUGP2	L1	L1M8	antisense	33352	19	36	904200	55	14.3085	2.404e-14	2.676e-12
HepG2	PTBP1	Alu	AluSq2	antisense	14033	35	438	923519	473	5.2588	2.420e-14	2.685e-12
HepG2	HNRNPL	L1	L1PB4	sense	14585	13	27	922967	40	30.4691	2.527e-14	2.795e-12
HepG2	HNRNPL	L1	L1MC3	antisense	14585	25	198	922967	223	7.9901	2.560e-14	2.823e-12
HepG2	HNRNPM	L1	L1MD	antisense	22936	24	109	914616	133	8.7802	2.619e-14	2.879e-12
HepG2	XPO5	Alu	AluSz6	sense	7790	22	280	929762	302	9.3778	2.634e-14	2.886e-12
HepG2	SUGP2	Alu	AluJo	antisense	33352	137	1770	904200	1907	2.0984	2.741e-14	2.994e-12
HepG2	HNRNPC	Alu	AluSq10	antisense	12825	9	5	924727	14	129.7862	3.147e-14	3.428e-12
HepG2	HNRNPM	L1	L1M4c	antisense	22936	25	122	914616	147	8.1715	3.182e-14	3.455e-12
