cell_line	rbp	element	subfamily	orientation	n_peaks_rbp	loci_in_cat	bg_loci_in_cat	n_peaks_bg	pooled_loci_in_cat	fold_enrichment	p_fisher_greater	q_BH
K562	AKAP1	L1	L1MB2	antisense	2620	0	337	882775	337	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME3F	sense	2620	0	33	882775	33	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME3F	antisense	2620	0	129	882775	129	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MB7	sense	2620	0	187	882775	187	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MB7	antisense	2620	1	584	882775	585	0.5769	8.235e-01	1.000e+00
K562	AKAP1	L1	L1MCc	sense	2620	0	2	882775	2	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MCc	antisense	2620	0	85	882775	85	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEb	sense	2620	0	13	882775	13	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEb	antisense	2620	0	23	882775	23	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME3A	sense	2620	0	92	882775	92	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME3A	antisense	2620	0	336	882775	336	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PA12	sense	2620	0	8	882775	8	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PA12	antisense	2620	0	12	882775	12	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYg6	sense	2620	0	1	882775	1	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYg6	antisense	2620	0	3	882775	3	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MDa	sense	2620	0	86	882775	86	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MDa	antisense	2620	0	221	882775	221	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME3Cz	sense	2620	0	90	882775	90	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME3Cz	antisense	2620	0	242	882775	242	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME2z	sense	2620	0	57	882775	57	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME2z	antisense	2620	0	169	882775	169	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PA15	sense	2620	0	87	882775	87	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PA15	antisense	2620	0	253	882775	253	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MA10	sense	2620	0	13	882775	13	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MA10	antisense	2620	0	41	882775	41	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MC2	sense	2620	0	69	882775	69	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MC2	antisense	2620	0	130	882775	130	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME3C	sense	2620	0	28	882775	28	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME3C	antisense	2620	0	60	882775	60	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MA5A	sense	2620	0	19	882775	19	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MA5A	antisense	2620	0	83	882775	83	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEh	sense	2620	0	11	882775	11	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEh	antisense	2620	0	52	882775	52	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MB1	sense	2620	0	27	882775	27	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MB1	antisense	2620	0	108	882775	108	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MD2	sense	2620	0	149	882775	149	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MD2	antisense	2620	0	244	882775	244	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEi	sense	2620	0	36	882775	36	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEi	antisense	2620	0	44	882775	44	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PA13	sense	2620	0	64	882775	64	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PA13	antisense	2620	0	119	882775	119	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME5	sense	2620	0	13	882775	13	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1ME5	antisense	2620	0	72	882775	72	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P2	sense	2620	0	15	882775	15	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P2	antisense	2620	0	54	882775	54	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MA1	sense	2620	0	23	882775	23	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MA1	antisense	2620	0	37	882775	37	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYb8	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYb8	antisense	2620	0	2	882775	2	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PA17	sense	2620	0	37	882775	37	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PA17	antisense	2620	1	98	882775	99	3.4381	2.543e-01	1.000e+00
K562	AKAP1	L1	L1PB4	sense	2620	0	76	882775	76	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PB4	antisense	2620	0	78	882775	78	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYh7	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYh7	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MA6	sense	2620	0	30	882775	30	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MA6	antisense	2620	0	92	882775	92	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PB2	sense	2620	0	6	882775	6	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PB2	antisense	2620	0	34	882775	34	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P3	sense	2620	0	18	882775	18	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P3	antisense	2620	0	38	882775	38	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MD1	sense	2620	0	69	882775	69	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MD1	antisense	2620	0	177	882775	177	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEj	sense	2620	0	9	882775	9	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEj	antisense	2620	0	26	882775	26	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PB3	sense	2620	0	29	882775	29	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PB3	antisense	2620	0	68	882775	68	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M6	sense	2620	0	19	882775	19	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M6	antisense	2620	0	57	882775	57	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluSq10	sense	2620	0	9	882775	9	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluSq10	antisense	2620	2	13	882775	15	51.8365	8.958e-04	3.762e-02
K562	AKAP1	L1	L1MA3	sense	2620	0	85	882775	85	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MA3	antisense	2620	0	199	882775	199	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYk4	sense	2620	0	5	882775	5	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYk4	antisense	2620	1	3	882775	4	112.3123	1.178e-02	3.759e-01
K562	AKAP1	L1	L1MA4A	sense	2620	0	41	882775	41	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MA4A	antisense	2620	0	286	882775	286	0.0000	1.000e+00	1.000e+00
K562	AKAP1	SVA	SVA_F	sense	2620	1	4	882775	5	84.2343	1.471e-02	4.480e-01
K562	AKAP1	SVA	SVA_F	antisense	2620	0	4	882775	4	0.0000	1.000e+00	1.000e+00
K562	AKAP1	SVA	SVA_B	sense	2620	0	3	882775	3	0.0000	1.000e+00	1.000e+00
K562	AKAP1	SVA	SVA_B	antisense	2620	0	5	882775	5	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M	sense	2620	0	1	882775	1	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M	antisense	2620	0	6	882775	6	0.0000	1.000e+00	1.000e+00
K562	AKAP1	SVA	SVA_E	sense	2620	0	8	882775	8	0.0000	1.000e+00	1.000e+00
K562	AKAP1	SVA	SVA_E	antisense	2620	0	2	882775	2	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MCb	sense	2620	0	17	882775	17	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MCb	antisense	2620	0	18	882775	18	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYe6	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYe6	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYd8	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYd8	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYi6_4d	sense	2620	0	1	882775	1	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYi6_4d	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	SVA	SVA_C	sense	2620	0	4	882775	4	0.0000	1.000e+00	1.000e+00
K562	AKAP1	SVA	SVA_C	antisense	2620	0	7	882775	7	0.0000	1.000e+00	1.000e+00
K562	AKAP1	SVA	SVA_A	sense	2620	1	24	882775	25	14.0390	7.141e-02	1.000e+00
K562	AKAP1	SVA	SVA_A	antisense	2620	0	7	882775	7	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1HS	sense	2620	0	5	882775	5	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1HS	antisense	2620	0	36	882775	36	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3f	sense	2620	0	10	882775	10	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3f	antisense	2620	0	27	882775	27	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M2a	sense	2620	0	4	882775	4	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M2a	antisense	2620	0	28	882775	28	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P4e	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P4e	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PBa	sense	2620	0	13	882775	13	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PBa	antisense	2620	0	61	882775	61	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M2b	sense	2620	0	2	882775	2	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M2b	antisense	2620	0	10	882775	10	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MDb	sense	2620	0	39	882775	39	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MDb	antisense	2620	0	32	882775	32	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3c	sense	2620	0	3	882775	3	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3c	antisense	2620	0	13	882775	13	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3e	sense	2620	0	1	882775	1	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3e	antisense	2620	0	23	882775	23	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M6B	sense	2620	0	15	882775	15	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M6B	antisense	2620	0	14	882775	14	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEg2	sense	2620	0	2	882775	2	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEg2	antisense	2620	0	8	882775	8	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEg1	sense	2620	0	4	882775	4	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEg1	antisense	2620	0	12	882775	12	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYb9	sense	2620	0	1	882775	1	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYb9	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3d	sense	2620	0	4	882775	4	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3d	antisense	2620	0	10	882775	10	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PBb	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PBb	antisense	2620	0	23	882775	23	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYk12	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYk12	antisense	2620	0	2	882775	2	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3a	sense	2620	0	6	882775	6	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3a	antisense	2620	0	23	882775	23	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P3b	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P3b	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M2c	sense	2620	0	10	882775	10	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M2c	antisense	2620	0	12	882775	12	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3de	sense	2620	0	1	882775	1	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3de	antisense	2620	0	6	882775	6	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEa	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1MEa	antisense	2620	0	5	882775	5	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M2a1	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M2a1	antisense	2620	0	2	882775	2	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3b	sense	2620	0	3	882775	3	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1M3b	antisense	2620	0	13	882775	13	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P4b	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P4b	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P4a	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P4a	antisense	2620	0	4	882775	4	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P4d	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P4d	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PBa1	sense	2620	0	19	882775	19	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1PBa1	antisense	2620	0	15	882775	15	0.0000	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P4c	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	L1	L1P4c	antisense	2620	0	1	882775	1	0.0000	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYb8a1	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYb8a1	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYb10	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYb10	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYb11	sense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP1	Alu	AluYb11	antisense	2620	0	0	882775	0	nan	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MC5a	sense	5510	1	162	879885	163	0.9857	6.386e-01	1.000e+00
K562	AKAP8L	L1	L1MC5a	antisense	5510	0	346	879885	346	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSp	sense	5510	2	194	879885	196	1.6463	3.448e-01	1.000e+00
K562	AKAP8L	Alu	AluSp	antisense	5510	1	215	879885	216	0.7427	7.404e-01	1.000e+00
K562	AKAP8L	L1	L1MB3	sense	5510	0	161	879885	161	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MB3	antisense	5510	0	431	879885	431	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluJo	sense	5510	1	579	879885	580	0.2758	9.733e-01	1.000e+00
K562	AKAP8L	Alu	AluJo	antisense	5510	2	1067	879885	1069	0.2993	9.903e-01	1.000e+00
K562	AKAP8L	L1	L1MB5	sense	5510	0	78	879885	78	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MB5	antisense	5510	0	236	879885	236	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	Alu	sense	5510	0	55	879885	55	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	Alu	antisense	5510	0	36	879885	36	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PA6	sense	5510	0	38	879885	38	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PA6	antisense	5510	0	194	879885	194	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1P1	sense	5510	0	8	879885	8	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1P1	antisense	5510	0	28	879885	28	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluJr	sense	5510	2	707	879885	709	0.4517	9.350e-01	1.000e+00
K562	AKAP8L	Alu	AluJr	antisense	5510	3	1082	879885	1085	0.4428	9.648e-01	1.000e+00
K562	AKAP8L	Alu	AluSx	sense	5510	1	407	879885	408	0.3924	9.217e-01	1.000e+00
K562	AKAP8L	Alu	AluSx	antisense	5510	0	888	879885	888	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSz6	sense	5510	1	239	879885	240	0.6682	7.765e-01	1.000e+00
K562	AKAP8L	Alu	AluSz6	antisense	5510	0	436	879885	436	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MA8	sense	5510	1	105	879885	106	1.5208	4.841e-01	1.000e+00
K562	AKAP8L	L1	L1MA8	antisense	5510	0	143	879885	143	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1M5	sense	5510	0	317	879885	317	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1M5	antisense	5510	1	880	879885	881	0.1815	9.959e-01	1.000e+00
K562	AKAP8L	L1	L1MA9	sense	5510	0	71	879885	71	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MA9	antisense	5510	0	215	879885	215	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PA14	sense	5510	0	12	879885	12	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PA14	antisense	5510	0	70	879885	70	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluYj4	sense	5510	0	12	879885	12	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluYj4	antisense	5510	0	16	879885	16	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1ME4c	sense	5510	0	43	879885	43	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1ME4c	antisense	5510	0	138	879885	138	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSc	sense	5510	0	108	879885	108	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSc	antisense	5510	1	226	879885	227	0.7066	7.576e-01	1.000e+00
K562	AKAP8L	L1	L1PA4	sense	5510	0	46	879885	46	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PA4	antisense	5510	0	97	879885	97	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PA7	sense	5510	0	101	879885	101	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PA7	antisense	5510	0	289	879885	289	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PA16	sense	5510	0	131	879885	131	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PA16	antisense	5510	0	274	879885	274	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PA2	sense	5510	0	41	879885	41	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PA2	antisense	5510	0	28	879885	28	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSz	sense	5510	0	375	879885	375	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSz	antisense	5510	1	809	879885	810	0.1974	9.936e-01	1.000e+00
K562	AKAP8L	L1	L1M2	sense	5510	0	63	879885	63	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1M2	antisense	5510	1	307	879885	308	0.5202	8.538e-01	1.000e+00
K562	AKAP8L	L1	L1PREC2	sense	5510	0	28	879885	28	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PREC2	antisense	5510	0	167	879885	167	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PB	sense	5510	0	4	879885	4	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1PB	antisense	5510	0	26	879885	26	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSc5	sense	5510	0	36	879885	36	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSc5	antisense	5510	1	52	879885	53	3.0709	2.817e-01	1.000e+00
K562	AKAP8L	L1	L1M4	sense	5510	0	138	879885	138	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1M4	antisense	5510	0	472	879885	472	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluY	sense	5510	2	239	879885	241	1.3363	4.427e-01	1.000e+00
K562	AKAP8L	Alu	AluY	antisense	5510	1	284	879885	285	0.5623	8.313e-01	1.000e+00
K562	AKAP8L	Alu	AluSg4	sense	5510	0	17	879885	17	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSg4	antisense	5510	0	38	879885	38	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSx3	sense	5510	0	131	879885	131	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSx3	antisense	5510	1	230	879885	231	0.6943	7.636e-01	1.000e+00
K562	AKAP8L	Alu	AluSq	sense	5510	0	76	879885	76	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSq	antisense	5510	0	135	879885	135	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluJb	sense	5510	4	1076	879885	1080	0.5936	9.033e-01	1.000e+00
K562	AKAP8L	Alu	AluJb	antisense	5510	2	1624	879885	1626	0.1967	9.996e-01	1.000e+00
K562	AKAP8L	Alu	AluSq2	sense	5510	0	233	879885	233	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSq2	antisense	5510	0	285	879885	285	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1ME3E	sense	5510	0	30	879885	30	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1ME3E	antisense	5510	0	80	879885	80	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MA5	sense	5510	0	19	879885	19	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MA5	antisense	5510	0	116	879885	116	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSg	sense	5510	0	103	879885	103	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSg	antisense	5510	1	313	879885	314	0.5102	8.592e-01	1.000e+00
K562	AKAP8L	Alu	AluJr4	sense	5510	2	117	879885	119	2.7297	1.697e-01	1.000e+00
K562	AKAP8L	Alu	AluJr4	antisense	5510	0	264	879885	264	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MB8	sense	5510	0	149	879885	149	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MB8	antisense	5510	0	346	879885	346	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSg7	sense	5510	0	32	879885	32	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSg7	antisense	5510	0	60	879885	60	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1ME4b	sense	5510	0	117	879885	117	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1ME4b	antisense	5510	0	312	879885	312	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSx1	sense	5510	0	423	879885	423	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluSx1	antisense	5510	2	730	879885	732	0.4375	9.422e-01	1.000e+00
K562	AKAP8L	Alu	AluYh3	sense	5510	0	3	879885	3	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluYh3	antisense	5510	0	6	879885	6	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MC3	sense	5510	0	67	879885	67	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MC3	antisense	5510	0	215	879885	215	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1ME4a	sense	5510	0	158	879885	158	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1ME4a	antisense	5510	2	508	879885	510	0.6287	8.263e-01	1.000e+00
K562	AKAP8L	Alu	AluYc	sense	5510	0	11	879885	11	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluYc	antisense	5510	0	10	879885	10	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MC	sense	5510	0	40	879885	40	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MC	antisense	5510	0	111	879885	111	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MA4	sense	5510	0	58	879885	58	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MA4	antisense	5510	0	280	879885	280	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MD3	sense	5510	0	72	879885	72	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MD3	antisense	5510	0	82	879885	82	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluYf1	sense	5510	0	4	879885	4	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	Alu	AluYf1	antisense	5510	0	8	879885	8	0.0000	1.000e+00	1.000e+00
K562	AKAP8L	L1	L1MC4a	sense	5510	1	66	879885	67	2.4195	3.418e-01	1.000e+00
