cell_line	rbp	element	subfamily	orientation	n_peaks_rbp	loci_in_cat	bg_loci_in_cat	n_peaks_bg	pooled_loci_in_cat	fold_enrichment	p_fisher_greater	q_BH
HepG2	FKBP4	Alu	AluJr4	sense	2996	0	177	934556	177	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluJr4	antisense	2996	1	480	934556	481	0.6499	7.856e-01	1.000e+00
HepG2	FKBP4	L1	L1MB8	sense	2996	2	102	934556	104	6.1164	4.412e-02	9.346e-01
HepG2	FKBP4	L1	L1MB8	antisense	2996	0	444	934556	444	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluSg7	sense	2996	0	23	934556	23	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluSg7	antisense	2996	0	97	934556	97	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME4b	sense	2996	0	84	934556	84	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME4b	antisense	2996	0	294	934556	294	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluSx1	sense	2996	1	568	934556	569	0.5492	8.383e-01	1.000e+00
HepG2	FKBP4	Alu	AluSx1	antisense	2996	3	1608	934556	1611	0.5820	8.879e-01	1.000e+00
HepG2	FKBP4	Alu	AluYh3	sense	2996	0	8	934556	8	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYh3	antisense	2996	0	17	934556	17	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC3	sense	2996	0	59	934556	59	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC3	antisense	2996	0	223	934556	223	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME4a	sense	2996	0	98	934556	98	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME4a	antisense	2996	1	403	934556	404	0.7740	7.256e-01	1.000e+00
HepG2	FKBP4	Alu	AluYc	sense	2996	0	9	934556	9	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYc	antisense	2996	0	35	934556	35	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC	sense	2996	0	13	934556	13	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC	antisense	2996	0	99	934556	99	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA4	sense	2996	0	16	934556	16	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA4	antisense	2996	0	370	934556	370	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MD3	sense	2996	0	34	934556	34	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MD3	antisense	2996	0	88	934556	88	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYf1	sense	2996	0	4	934556	4	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYf1	antisense	2996	0	6	934556	6	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC4a	sense	2996	0	43	934556	43	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC4a	antisense	2996	1	307	934556	308	1.0161	6.269e-01	1.000e+00
HepG2	FKBP4	L1	L1ME1	sense	2996	0	173	934556	173	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME1	antisense	2996	0	740	934556	740	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3B	sense	2996	0	43	934556	43	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3B	antisense	2996	0	195	934556	195	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA5	sense	2996	0	25	934556	25	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA5	antisense	2996	0	214	934556	214	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3D	sense	2996	0	19	934556	19	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3D	antisense	2996	0	119	934556	119	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1P4	sense	2996	0	19	934556	19	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1P4	antisense	2996	0	37	934556	37	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA2	sense	2996	0	15	934556	15	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA2	antisense	2996	0	207	934556	207	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA15-16	sense	2996	0	7	934556	7	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA15-16	antisense	2996	0	15	934556	15	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA8A	sense	2996	0	24	934556	24	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA8A	antisense	2996	0	86	934556	86	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA8	sense	2996	0	20	934556	20	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA8	antisense	2996	0	95	934556	95	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA10	sense	2996	0	20	934556	20	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA10	antisense	2996	0	106	934556	106	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEd	sense	2996	0	73	934556	73	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEd	antisense	2996	0	511	934556	511	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA7	sense	2996	0	46	934556	46	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA7	antisense	2996	0	175	934556	175	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEc	sense	2996	0	69	934556	69	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEc	antisense	2996	0	697	934556	697	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M7	sense	2996	0	6	934556	6	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M7	antisense	2996	0	70	934556	70	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA11	sense	2996	0	5	934556	5	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA11	antisense	2996	0	94	934556	94	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M4c	sense	2996	0	67	934556	67	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M4c	antisense	2996	0	147	934556	147	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3	sense	2996	0	29	934556	29	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3	antisense	2996	0	173	934556	173	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEg	sense	2996	0	59	934556	59	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEg	antisense	2996	0	343	934556	343	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC4	sense	2996	0	157	934556	157	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC4	antisense	2996	0	873	934556	873	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M3	sense	2996	0	15	934556	15	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M3	antisense	2996	0	124	934556	124	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M8	sense	2996	0	8	934556	8	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M8	antisense	2996	0	55	934556	55	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_D	sense	2996	0	16	934556	16	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_D	antisense	2996	0	41	934556	41	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M4b	sense	2996	0	20	934556	20	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M4b	antisense	2996	2	174	934556	176	3.5855	1.094e-01	1.000e+00
HepG2	FKBP4	L1	L1MC1	sense	2996	0	67	934556	67	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC1	antisense	2996	0	372	934556	372	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA3	sense	2996	0	19	934556	19	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA3	antisense	2996	0	66	934556	66	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MB4	sense	2996	0	42	934556	42	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MB4	antisense	2996	0	297	934556	297	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluSc8	sense	2996	0	92	934556	92	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluSc8	antisense	2996	0	245	934556	245	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYa5	sense	2996	0	2	934556	2	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYa5	antisense	2996	0	3	934556	3	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MD	sense	2996	0	22	934556	22	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MD	antisense	2996	0	133	934556	133	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME2	sense	2996	0	54	934556	54	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME2	antisense	2996	1	202	934556	203	1.5442	4.779e-01	1.000e+00
HepG2	FKBP4	Alu	AluSx4	sense	2996	0	44	934556	44	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluSx4	antisense	2996	0	128	934556	128	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PB1	sense	2996	0	17	934556	17	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PB1	antisense	2996	0	279	934556	279	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYe5	sense	2996	0	5	934556	5	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYe5	antisense	2996	0	6	934556	6	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluSq4	sense	2996	0	4	934556	4	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluSq4	antisense	2996	0	11	934556	11	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYk11	sense	2996	0	8	934556	8	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYk11	antisense	2996	0	5	934556	5	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYh9	sense	2996	0	4	934556	4	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYh9	antisense	2996	0	5	934556	5	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYa8	sense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYa8	antisense	2996	0	1	934556	1	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYh3a3	sense	2996	0	3	934556	3	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYh3a3	antisense	2996	0	3	934556	3	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M1	sense	2996	0	29	934556	29	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M1	antisense	2996	0	234	934556	234	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYk3	sense	2996	0	4	934556	4	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYk3	antisense	2996	0	9	934556	9	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M4a2	sense	2996	0	4	934556	4	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M4a2	antisense	2996	0	47	934556	47	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYi6	sense	2996	0	1	934556	1	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYi6	antisense	2996	0	3	934556	3	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1P5	sense	2996	0	2	934556	2	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1P5	antisense	2996	0	3	934556	3	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC5	sense	2996	0	64	934556	64	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC5	antisense	2996	0	398	934556	398	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYk2	sense	2996	0	2	934556	2	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYk2	antisense	2996	0	8	934556	8	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M4a1	sense	2996	0	15	934556	15	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M4a1	antisense	2996	0	107	934556	107	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYm1	sense	2996	0	11	934556	11	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYm1	antisense	2996	0	25	934556	25	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MCa	sense	2996	0	24	934556	24	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MCa	antisense	2996	0	208	934556	208	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3G	sense	2996	0	47	934556	47	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3G	antisense	2996	0	277	934556	277	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEf	sense	2996	0	73	934556	73	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEf	antisense	2996	0	417	934556	417	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYc3	sense	2996	0	2	934556	2	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYc3	antisense	2996	0	7	934556	7	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MB2	sense	2996	0	56	934556	56	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MB2	antisense	2996	0	306	934556	306	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3F	sense	2996	0	18	934556	18	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3F	antisense	2996	0	162	934556	162	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MB7	sense	2996	0	159	934556	159	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MB7	antisense	2996	0	728	934556	728	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MCc	sense	2996	0	7	934556	7	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MCc	antisense	2996	0	140	934556	140	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEb	sense	2996	0	8	934556	8	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEb	antisense	2996	0	35	934556	35	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3A	sense	2996	0	80	934556	80	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3A	antisense	2996	0	306	934556	306	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA12	sense	2996	0	1	934556	1	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA12	antisense	2996	0	27	934556	27	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYg6	sense	2996	0	4	934556	4	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYg6	antisense	2996	0	4	934556	4	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MDa	sense	2996	0	50	934556	50	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MDa	antisense	2996	0	207	934556	207	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3Cz	sense	2996	0	55	934556	55	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3Cz	antisense	2996	0	193	934556	193	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME2z	sense	2996	0	32	934556	32	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME2z	antisense	2996	0	180	934556	180	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA15	sense	2996	0	79	934556	79	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA15	antisense	2996	0	234	934556	234	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA10	sense	2996	0	14	934556	14	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA10	antisense	2996	0	70	934556	70	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MC2	sense	2996	1	29	934556	30	10.7564	9.156e-02	1.000e+00
HepG2	FKBP4	L1	L1MC2	antisense	2996	0	172	934556	172	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3C	sense	2996	0	9	934556	9	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME3C	antisense	2996	0	59	934556	59	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA5A	sense	2996	0	18	934556	18	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA5A	antisense	2996	0	108	934556	108	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEh	sense	2996	0	5	934556	5	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEh	antisense	2996	0	55	934556	55	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MB1	sense	2996	0	16	934556	16	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MB1	antisense	2996	0	106	934556	106	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MD2	sense	2996	0	133	934556	133	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MD2	antisense	2996	0	224	934556	224	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEi	sense	2996	0	15	934556	15	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEi	antisense	2996	0	109	934556	109	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA13	sense	2996	0	14	934556	14	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA13	antisense	2996	0	150	934556	150	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME5	sense	2996	0	12	934556	12	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1ME5	antisense	2996	0	60	934556	60	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1P2	sense	2996	0	13	934556	13	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1P2	antisense	2996	0	75	934556	75	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA1	sense	2996	0	3	934556	3	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA1	antisense	2996	0	44	934556	44	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYb8	sense	2996	0	3	934556	3	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYb8	antisense	2996	0	4	934556	4	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA17	sense	2996	0	14	934556	14	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PA17	antisense	2996	0	69	934556	69	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PB4	sense	2996	0	40	934556	40	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PB4	antisense	2996	0	97	934556	97	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYh7	sense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYh7	antisense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA6	sense	2996	0	16	934556	16	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA6	antisense	2996	0	121	934556	121	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PB2	sense	2996	0	10	934556	10	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PB2	antisense	2996	0	31	934556	31	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1P3	sense	2996	0	13	934556	13	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1P3	antisense	2996	0	40	934556	40	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MD1	sense	2996	0	59	934556	59	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MD1	antisense	2996	0	244	934556	244	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEj	sense	2996	0	4	934556	4	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEj	antisense	2996	0	28	934556	28	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PB3	sense	2996	0	13	934556	13	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PB3	antisense	2996	0	134	934556	134	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M6	sense	2996	0	15	934556	15	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M6	antisense	2996	0	105	934556	105	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluSq10	sense	2996	0	11	934556	11	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluSq10	antisense	2996	0	14	934556	14	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA3	sense	2996	0	42	934556	42	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA3	antisense	2996	0	311	934556	311	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYk4	sense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYk4	antisense	2996	0	5	934556	5	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA4A	sense	2996	0	29	934556	29	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MA4A	antisense	2996	0	270	934556	270	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_F	sense	2996	0	10	934556	10	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_F	antisense	2996	0	8	934556	8	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_B	sense	2996	0	9	934556	9	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_B	antisense	2996	0	15	934556	15	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M	sense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M	antisense	2996	0	10	934556	10	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_E	sense	2996	0	6	934556	6	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_E	antisense	2996	0	10	934556	10	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MCb	sense	2996	0	1	934556	1	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MCb	antisense	2996	0	25	934556	25	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYe6	sense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYe6	antisense	2996	0	4	934556	4	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYd8	sense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYd8	antisense	2996	0	3	934556	3	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYi6_4d	sense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYi6_4d	antisense	2996	0	1	934556	1	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_C	sense	2996	0	7	934556	7	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_C	antisense	2996	0	8	934556	8	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_A	sense	2996	0	28	934556	28	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	SVA	SVA_A	antisense	2996	0	3	934556	3	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1HS	sense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1HS	antisense	2996	0	25	934556	25	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M3f	sense	2996	0	2	934556	2	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M3f	antisense	2996	0	43	934556	43	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M2a	sense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M2a	antisense	2996	0	10	934556	10	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1P4e	sense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1P4e	antisense	2996	0	2	934556	2	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PBa	sense	2996	0	14	934556	14	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1PBa	antisense	2996	0	76	934556	76	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M2b	sense	2996	0	1	934556	1	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M2b	antisense	2996	0	2	934556	2	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MDb	sense	2996	0	17	934556	17	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MDb	antisense	2996	0	51	934556	51	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M3c	sense	2996	0	1	934556	1	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M3c	antisense	2996	0	14	934556	14	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M3e	sense	2996	0	3	934556	3	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M3e	antisense	2996	0	22	934556	22	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M6B	sense	2996	0	4	934556	4	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1M6B	antisense	2996	0	13	934556	13	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEg2	sense	2996	0	1	934556	1	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEg2	antisense	2996	0	15	934556	15	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEg1	sense	2996	0	2	934556	2	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	L1	L1MEg1	antisense	2996	0	29	934556	29	0.0000	1.000e+00	1.000e+00
HepG2	FKBP4	Alu	AluYb9	sense	2996	0	0	934556	0	nan	1.000e+00	1.000e+00
