subfamily	orientation	family	n_copies_with_reads	chr_mean	cyto_mean	chrRNA_neb_mean	log2_retention_rep1	log2_retention_rep2	log2_retention	reps_agree
AluSc5	antisense	Alu	243	247.5094	479.5369	403.2057	-0.8094	-1.0869	-0.9482	yes
AluJr	sense	Alu	3471	4946.5644	9596.2719	4208.0243	-0.8396	-1.0670	-0.9533	yes
AluSx4	antisense	Alu	390	185.7239	368.7920	378.5256	-0.8841	-1.0819	-0.9830	yes
AluSx3	antisense	Alu	1197	949.7503	1891.2666	1787.1508	-0.9087	-1.0679	-0.9883	yes
AluYm1	antisense	Alu	199	263.3889	530.5325	197.8477	-0.9206	-1.0919	-1.0062	yes
AluSp	antisense	Alu	2025	1492.3983	3080.2964	2511.2432	-1.1211	-0.9648	-1.0430	yes
L1MC	antisense	L1	301	598.1534	1300.3797	469.6238	-1.0945	-1.1481	-1.1213	yes
L1M4c	antisense	L1	146	207.7545	460.4874	411.3076	-0.5307	-1.7231	-1.1269	yes
AluSg4	antisense	Alu	296	308.3995	690.4286	601.0627	-1.0962	-1.2172	-1.1567	yes
AluYb9	antisense	Alu	26	5.8027	17.3563	12.3996	-0.4334	-1.9656	-1.1995	yes
L1PA12	sense	L1	175	462.1764	1084.2572	1681.1697	-1.0965	-1.3532	-1.2249	yes
AluSq	antisense	Alu	680	415.2408	972.4388	827.8746	-1.1793	-1.2709	-1.2251	yes
L1M2a	antisense	L1	40	474.4143	1160.4407	870.7402	-1.1385	-1.4225	-1.2805	yes
AluSq2	antisense	Alu	2254	1573.3551	3834.3145	2909.9329	-1.3262	-1.2422	-1.2842	yes
L1MC5	sense	L1	531	1116.5881	2928.8517	796.8615	-1.4759	-1.2942	-1.3850	yes
AluJo	sense	Alu	3122	3333.3204	8802.1886	3562.0546	-1.3939	-1.4074	-1.4007	yes
L1MCb	antisense	L1	117	144.1144	409.1893	138.5475	-1.3880	-1.6136	-1.5008	yes
L1M4	antisense	L1	927	2407.0825	7024.1755	2150.0182	-1.7439	-1.2934	-1.5187	yes
AluJb	sense	Alu	5159	5613.8622	19158.0859	6095.9465	-1.8335	-1.7031	-1.7683	yes
AluYh3	antisense	Alu	115	51.6074	188.7729	87.6208	-1.4959	-2.1881	-1.8420	yes
L1M2a	sense	L1	31	23.5769	91.5441	32.5770	-1.1269	-2.5765	-1.8517	yes
L1M3b	antisense	L1	33	31.4072	120.4210	44.2201	-1.2398	-2.5609	-1.9003	yes
SVA_B	sense	SVA	93	121.3645	471.5541	123.9511	-2.1559	-1.7145	-1.9352	yes
L1PA12	antisense	L1	131	158.1615	653.4177	421.9092	-2.2627	-1.7834	-2.0231	yes
AluYa5	antisense	Alu	385	80.3559	332.2348	142.3421	-1.8904	-2.1641	-2.0272	yes
SVA_E	sense	SVA	69	60.6474	260.8137	118.6091	-2.3589	-1.8014	-2.0802	yes
AluSx1	antisense	Alu	4490	2841.1754	12244.4120	5817.7118	-2.2670	-1.9327	-2.0999	yes
AluYk2	antisense	Alu	34	24.4119	129.1748	56.2714	-1.6265	-2.7585	-2.1925	yes
L1MEc	antisense	L1	763	1185.0717	5671.5607	1492.9655	-2.4216	-2.0524	-2.2370	yes
L1MDb	antisense	L1	90	41.8429	209.0472	126.8044	-1.8545	-2.6593	-2.2569	yes
SVA_D	antisense	SVA	354	546.5988	2885.0679	1366.0544	-2.5413	-2.2597	-2.4005	yes
AluYf1	antisense	Alu	77	45.7114	261.8872	51.5432	-2.3915	-2.5943	-2.4929	yes
AluYk11	sense	Alu	38	20.8787	134.7081	14.6220	-2.9884	-2.2272	-2.6078	yes
AluYk3	antisense	Alu	51	27.3836	189.6951	37.4037	-2.9391	-2.6001	-2.7696	yes
AluYk4	sense	Alu	79	210.7289	1509.5929	27.7596	-3.1630	-2.4356	-2.7993	yes
AluSz6	sense	Alu	1988	1936.8307	13780.3584	2065.7036	-2.8269	-2.8335	-2.8302	yes
SVA_F	sense	SVA	150	128.5860	979.1969	191.9897	-2.7761	-3.0666	-2.9214	yes
AluYf1	sense	Alu	119	150.4332	1172.5809	86.8765	-3.0954	-2.8234	-2.9594	yes
AluYc3	antisense	Alu	28	6.6061	57.7537	19.0240	-3.3854	-2.5757	-2.9805	yes
AluYh7	sense	Alu	10	15.4659	146.5311	4.3706	-2.2087	-3.7542	-2.9815	yes
L1PA17	sense	L1	274	1908.7846	16454.5790	547.8544	-3.0355	-3.1946	-3.1150	yes
AluYc	sense	Alu	212	261.5250	2369.4276	105.7707	-3.1344	-3.2143	-3.1743	yes
AluSc5	sense	Alu	351	503.9497	4641.3239	278.1540	-3.1960	-3.2053	-3.2006	yes
AluSc8	sense	Alu	1066	927.7117	8897.2704	683.1554	-3.1963	-3.3289	-3.2626	yes
L1P2	sense	L1	168	518.5806	5051.6014	280.7490	-3.3376	-3.2212	-3.2794	yes
AluSz	sense	Alu	4847	5040.1771	51843.0022	3043.1597	-3.4342	-3.2832	-3.3587	yes
AluYe6	sense	Alu	11	2.5036	52.8400	3.8168	-4.8361	-1.9544	-3.3953	yes
AluSx	sense	Alu	5845	5807.2232	63917.4657	3919.2498	-3.5234	-3.3924	-3.4579	yes
AluSc	sense	Alu	1663	1747.2489	20553.0789	1026.0709	-3.6561	-3.4507	-3.5534	yes
AluSx3	sense	Alu	1677	1704.3929	20426.1876	989.1162	-3.6681	-3.4955	-3.5818	yes
AluYj4	sense	Alu	160	196.6680	2514.7340	79.0738	-3.8329	-3.5262	-3.6796	yes
AluSq2	sense	Alu	3210	3612.8663	51514.6405	2212.2004	-3.8803	-3.7860	-3.8331	yes
SVA_C	sense	SVA	68	49.3688	811.0155	184.3504	-4.1068	-3.8640	-3.9854	yes
AluSx1	sense	Alu	5986	5884.9341	93392.4753	3584.8224	-4.0189	-3.9555	-3.9872	yes
AluSp	sense	Alu	3033	3952.8756	64366.8272	1611.6750	-4.0005	-4.0514	-4.0260	yes
AluSq4	sense	Alu	128	81.0660	1427.0903	55.9745	-4.0935	-4.1452	-4.1193	yes
AluSg	sense	Alu	2325	2992.2014	58574.6795	1116.6272	-4.2779	-4.3036	-4.2907	yes
AluSq	sense	Alu	941	773.6574	15246.1824	591.8876	-4.3791	-4.2171	-4.2981	yes
AluY	sense	Alu	6555	7022.6554	141529.7510	2433.7677	-4.3432	-4.3218	-4.3325	yes
AluYk2	sense	Alu	58	42.0303	896.7090	14.7862	-4.1599	-4.5687	-4.3643	yes
AluYa5	sense	Alu	599	3972.5196	84269.1812	196.6722	-4.3503	-4.4670	-4.4086	yes
AluYb8	sense	Alu	367	211.3291	4529.6715	81.4710	-4.5295	-4.2931	-4.4113	yes
AluSg7	sense	Alu	534	401.7387	8626.6146	217.2829	-4.3019	-4.5452	-4.4236	yes
AluYk12	sense	Alu	18	6.4266	166.5029	3.4871	-4.6596	-4.3149	-4.4872	yes
AluYm1	sense	Alu	381	339.3076	8153.7141	144.7358	-4.7058	-4.4530	-4.5794	yes
AluYg6	sense	Alu	72	32.4216	830.2164	14.5228	-5.0311	-4.1368	-4.5839	yes
AluSg4	sense	Alu	421	371.2743	9012.6413	210.9897	-4.5575	-4.6440	-4.6008	yes
AluSq10	sense	Alu	117	71.6289	1882.5128	21.5562	-4.7079	-4.6871	-4.6975	yes
AluYb9	sense	Alu	39	16.0511	604.8863	6.2562	-5.8593	-4.2277	-5.0435	yes
AluYk3	sense	Alu	79	133.6951	4475.2895	27.6740	-5.1043	-5.0029	-5.0536	yes
AluSx4	sense	Alu	597	1043.7290	35889.6876	222.0297	-4.9713	-5.2527	-5.1120	yes
AluYe5	sense	Alu	118	61.3719	2139.1839	35.7950	-4.9324	-5.2919	-5.1122	yes
AluYh3a3	antisense	Alu	13	7.4016	302.1333	14.3187	-5.7173	-4.6217	-5.1695	yes
AluYi6	sense	Alu	38	108.3240	4037.6770	26.6584	-5.1899	-5.2248	-5.2073	yes
SVA_D	sense	SVA	307	278.1691	10586.7016	547.0213	-5.2473	-5.2430	-5.2451	yes
AluYi6_4d	sense	Alu	8	6.6916	292.7597	0.1385	-4.5811	-6.1981	-5.3896	yes
AluYc3	sense	Alu	42	21.9313	1433.9996	5.7944	-5.5812	-6.3645	-5.9729	yes
AluYa8	sense	Alu	27	16.3627	1216.0326	5.1221	-5.3893	-6.7597	-6.0745	yes
AluYh3a3	sense	Alu	26	112.2937	9110.2942	16.0979	-6.2334	-6.4252	-6.3293	yes
AluYh3	sense	Alu	131	94.1532	7820.3614	30.8977	-6.3915	-6.3338	-6.3627	yes
AluYd8	sense	Alu	34	7.1051	752.1736	3.7640	-6.2335	-6.8247	-6.5291	yes
L1M4b	antisense	L1	222	295.0775	28049.7785	269.2851	-6.5657	-6.5661	-6.5659	yes
