subfamily	orientation	family	baseMean	log2FoldChange	lfcSE	pvalue	padj
L1ME3E	antisense	L1	228.313161191785	1.81935505436284	0.31905221867733	1.18150289300955e-08	4.34073888953507e-08
L1MA3	antisense	L1	708.700951291429	1.81560541626953	0.218903041165748	1.09403228533394e-16	1.02717475678575e-15
L1M6	sense	L1	141.949297753845	1.80588756312891	0.467223187134269	0.000111021083268287	0.000182979192794028
L1MA5	sense	L1	434.034514764935	1.79722168615413	0.272332024350935	4.12889261856866e-11	9.42234469365668e-11
L1PA5	antisense	L1	635.05825732567	1.79645980844352	0.202699320772981	7.81115022535663e-19	8.25052742553294e-18
L1PB2	antisense	L1	87.6906559791835	1.76607140760053	0.462217578647954	0.000132983922594592	0.000316539196035015
L1P4d	sense	L1	17.0331623206498	1.76377624735001	1.2110608124441	0.145284977386089	0.177128260100849
L1MA2	antisense	L1	289.893247375465	1.75040349804878	0.305194769435555	9.73023829166578e-09	3.73729607111708e-08
L1PB2	sense	L1	159.89007736633	1.74858184685337	0.561543843738228	0.00184642672708946	0.00276188199514221
L1PBa	antisense	L1	105.100851340822	1.74286547099475	0.423107870125015	3.80191877605211e-05	9.44888636989422e-05
L1PA14	antisense	L1	151.928950463839	1.73629275427098	0.363223127003524	1.75088372588603e-06	5.28391695847748e-06
L1MA4A	antisense	L1	526.527401096557	1.73132359492845	0.404056676799232	1.8285978736225e-05	4.8286412600344e-05
L1M7	sense	L1	442.570821847927	1.69885247521239	0.242959489501977	2.7036160661299e-12	6.59237890097427e-12
L1PA10	sense	L1	1653.18789923051	1.65642164498143	0.153549129238392	3.94080955137386e-27	1.27538927299009e-26
L1P3	sense	L1	193.574801361081	1.63645485421841	0.720258900141648	0.0230842770451089	0.031128797833556
L1M3e	sense	L1	141.246738581126	1.625907810829	0.437005056926894	0.000198773804438335	0.000321652156272943
L1MEa	antisense	L1	1.65968973733152	1.62166783846502	2.46125952349585	0.509974613599032	NA
L1M2	sense	L1	1133.40765334119	1.60689852888066	0.264454713036456	1.23009385848474e-09	2.70316921988005e-09
L1MA7	sense	L1	205.71490042174	1.59385497096244	0.531610769251313	0.00271613648703724	0.00399563879911264
L1M6	antisense	L1	44.6449119995357	1.58446079873949	0.628519229216185	0.0117040996069035	0.0214999221039858
L1P2	antisense	L1	27.4616599523335	1.56958142245393	0.780386544329075	0.0442951358388307	0.0706214901581358
